cow,lp_group,variable,median,min,max,mean,count
1102,p,rf_area,0.0755465548672053,0.0594276800303879,0.0851186913009389,0.07502879029728483,85
1102,p,rf_circ,1.448733205856222e-05,1.2217924129028267e-05,1.7087623904675347e-05,1.4295681022545336e-05,85
1102,p,rf_ecc,0.7860964457818915,0.7207908657685936,0.8344917389216984,0.7867369440222296,85
1102,p,rf_vol,1.4639930996837425,0.7773533229443893,1.8877511937672868,1.409273532956259,85
1102,p,rf_vol2,1.459385046799708,0.7616239999271024,1.8123552287174864,1.3999496790731814,85
1102,p,udder_circ,0.6396588245213113,0.6095538229000304,0.6596019669739263,0.6384597711230259,85
1102,p,udder_ecc,0.6396588245213113,0.6095538229000304,0.6596019669739263,0.6384597711230259,85
1102,p,volume,4.7710400077157775,2.41616797989446,6.810480132599818,4.675739572831146,85
1102,p,volume2,4.684833628450211,2.3726376714771207,6.707747770802722,4.58691183849097,85
1116,l,area,0.1837074571053963,0.1800203225338637,0.225606238384374,0.19644467267454466,3
1116,l,back_eu,0.1040790315147649,0.0825569301868004,0.1165355334614062,0.10105716505432383,3
1116,l,back_geo,0.201900679151246,0.189029490897852,0.2055754760981103,0.19883521538240276,3
1116,l,front_eu,0.2855474549064338,0.2358299140885061,0.3152484742701643,0.27887528108836807,3
1116,l,front_geo,0.3481793812251872,0.3449700471348764,0.349077386844516,0.3474089384015266,3
1116,l,lb_area,0.0561023873140068,0.0364443027145638,0.068730490024897,0.05375906001782254,3
1116,l,lb_circ,2.279470264553426e-05,1.674142937291884e-05,2.844209914499625e-05,2.265941038781645e-05,3
1116,l,lb_ecc,0.6678108664350476,0.3275036841333002,0.7374260975630113,0.5775802160437863,3
1116,l,lb_vol,0.8496420126031788,0.1980075958887335,1.069124012931683,0.7055912071411985,3
1116,l,lb_vol2,0.8315416578635932,0.1991881058766327,1.0214596042747148,0.6840631226716468,3
1116,l,lf_area,0.0519424028545289,0.0271835380356228,0.0629210859093559,0.0473490089331692,3
1116,l,lf_circ,1.660313942946599e-05,5.5053739999080965e-06,1.8796466520260558e-05,1.363499331654488e-05,3
