cow,lp_group,lb_ecc,lb_vol,lf_ecc,lf_vol,rb_ecc,rb_vol,rf_ecc,rf_vol,udder_ecc,volume
627,l,0.5964904116659957,0.6748488406901443,0.7338506011428516,1.6273331071325754,0.5410328310509864,0.8491233270346662,0.7179313689693566,1.9088125012072668,0.6132253913126017,5.04744218944973
723,l,0.8336812562441964,0.10647306073481065,0.7014000413167044,0.310201843489493,0.8490110553600645,0.24183404850402157,0.6517313406883942,0.42856936647024135,0.7297975116413035,1.1624141512682828
729,l,0.6673429390977006,0.3375276379607922,0.7955050951595994,2.594424767618581,0.5720975758748678,0.3728575334754366,0.7716935718759709,2.0298346637695914,0.5485303894984166,5.369982191370422
736,l,0.4014668483593896,1.0755280935844955,0.5979462175024195,2.156340747275175,0.7019224717265035,0.4929025739513455,0.8496230280600116,0.4944577466315298,0.6720688103209851,4.110153331021229
764,l,0.6282878524065507,0.0316940999018777,0.7188602326332174,0.6661990871446852,0.7405721667864789,0.0284213971927573,0.7189633174612244,0.7374455760803268,0.5518177359951618,1.6536056611498997
778,l,0.680045653905601,0.7190492857428028,0.8158469947628061,1.5392838990284752,0.3881614602526532,1.0848697703034875,0.5771193156678623,0.9188490576021396,0.5767540589850267,4.171623245228891
785,l,0.7151364480992921,0.7254037434337265,0.7994861531505192,1.222037246353115,0.4452540616082026,1.1635769210256224,0.6794266488720144,1.9124183010790754,0.6662108815548418,4.8240043120694125
808,l,0.7519851481051018,1.0244176505738034,0.7618332332590085,0.9404622472776983,0.4418282599332984,1.502966508674778,0.6083965136274264,1.5055489148542385,0.6578208929671615,5.013641696206264
837,l,0.6956179081438564,0.6530286901667492,0.8599985014390917,0.6766053266369834,0.4400731562761677,0.4998907639605482,0.6577979114700162,1.6520591612457465,0.7930524491889233,3.2984666598036103
856,l,0.6255082258678285,0.370580683564228,0.7800222814561321,1.4172258037860466,0.4565456559514911,0.5674599796336427,0.6876688050738246,1.5089115754109257,0.4418776400794075,3.777432878478333
