cow,lp_group,area,back_eu,back_geo,front_eu,front_geo,lb_area,lb_circ,lb_ecc,lb_vol,lb_vol2,lf_area,lf_circ,lf_ecc,lf_vol,lf_vol2,rb_area,rb_circ,rb_ecc,rb_vol,rb_vol2,rf_area,rf_circ,rf_ecc,rf_vol,rf_vol2,udder_circ,udder_ecc,volume,volume2
627,l,0.21453412463240965,0.0939555222062719,0.16169269307313677,0.27388805813616396,0.3026886029722513,0.03782447716758807,1.7158959634147968e-05,0.5897208430990317,0.679921525143664,0.6677441703151411,0.06349882316823607,6.74603312753563e-06,0.7362399201636033,1.627374319416835,1.5385924978360959,0.03627788194879014,1.6471870463930457e-05,0.5266583496598772,0.836693759962187,0.788676680950931,0.069023014489934,7.110622800735122e-06,0.7190482536926037,1.909497358271169,1.7613158042175612,0.7388373429577706,0.6141396478974044,5.008983253849282,4.855137044473776
723,l,0.12805368544016427,0.09494930821734629,0.10383244838573917,0.21275926655848804,0.2858506694971468,0.016409152247729368,5.9127371580013176e-05,0.8329900464664796,0.15190527841593943,0.1524431462581761,0.035765364489713146,1.5112089664939522e-05,0.6970032252606104,0.31573352821359907,0.29887761535851587,0.017998129657147522,7.845188919259397e-05,0.8501582622510753,0.21745016982675552,0.21927893346907204,0.04297837326809427,1.8569833494977516e-05,0.659885520422085,0.5305270495281421,0.495211686714564,0.7179345984029305,0.728494038658123,1.2338275100597262,1.1762778214064802
729,l,0.28008885139745493,0.07879435311162097,0.1370196923411019,0.13049859830116256,0.2803796406187901,0.025469435891663,4.82805137622075e-05,0.6644082027843113,0.35105120678392204,0.3567143371494637,0.12370858074194462,6.741554405319248e-06,0.7944310008754487,2.5919713424187045,2.5365951241462406,0.030444701902104247,4.5352785661492795e-05,0.5713829276089883,0.36519925984859364,0.35973747488251556,0.0975288535485852,9.73255203378772e-06,0.7718223349560661,1.9834184779828454,1.9649335772648429,0.7554687649410582,0.5489202375145844,5.28578609311878,5.194311566310299
736,l,0.2078378419977331,0.0723042510817512,0.1415065308442362,0.1068459270928287,0.1805336549312898,0.0504374623497478,2.085484221797657e-05,0.4014668483593896,1.0755280935844955,0.994475311432528,0.0964997306317269,4.456848956010851e-06,0.5979462175024198,2.156340747275175,2.048557301401133,0.0343979842473922,3.445449495973448e-05,0.7019224717265035,0.4929025739513455,0.4865261332412022,0.0403540496950304,2.002602680544797e-05,0.8496230280600117,0.4944577466315298,0.5029330163238168,0.7748559741821262,0.6720688103209851,4.110153331021229,3.919429001841365
764,l,0.16336295747237328,0.09896370220745457,0.12581694676170393,0.2599362946015321,0.3443664794722043,0.013090527916949556,4.5537052585440974e-05,0.6289358588991237,0.05330488289944569,0.06163894145837498,0.05646873630965602,1.0694312230335915e-05,0.7118711225497135,0.8106030754677126,0.7800894636758375,0.007179584550326733,5.754776100171735e-05,0.7152462186782962,0.03622312845105611,0.05166671353838062,0.05817930791261756,1.0391749901380897e-05,0.7152819409665495,0.856964081818476,0.8421474362417919,0.696931742130142,0.551285180657585,1.8563244503111396,1.7932875240239181
778,l,0.2621369694961606,0.08039306087101107,0.17099956829476937,0.18827212802513812,0.3034375000103823,0.0366879013093618,4.057653388018062e-05,0.6806868627856227,0.7618754071819436,0.7006787163273671,0.09089352186249905,1.3342751045581672e-05,0.8150677676660528,1.5814896970122911,1.4911529744066359,0.04906311992565745,1.585320399384827e-05,0.37943870611881014,1.1000186714503826,1.050519014017123,0.09681352596207667,1.2981343873054726e-05,0.5793471794814232,0.9232766974714537,0.9496624517147076,0.7673703693678147,0.5825168177107772,4.237781307056253,4.113988770605947
785,l,0.22031977443435063,0.1129432935486368,0.1751900422424604,0.16938035261192547,0.2582441919211059,0.0345888424588985,4.020828912336295e-05,0.7151364480992923,0.7254037434337265,0.7340005977814311,0.0738517978403912,1.2084846125721223e-05,0.7994861531505193,1.222037246353115,1.2279610746952472,0.04156843219156,1.923751077507814e-05,0.4452540616082024,1.1635769210256224,1.144521547880903,0.08481874785631005,7.06116066194418e-06,0.6794266488720138,1.9124183010790754,1.9020340425557032,0.802932610426182,0.6662108815548418,4.8240043120694125,4.800437808330821
808,l,0.21532196584882404,0.151199474666189,0.21526513393226618,0.30659612613954995,0.348780902764653,0.044335305806854,2.536678915130207e-05,0.7345677063920492,1.0746694943635435,1.015910531108758,0.04136320328858778,2.8290686951543266e-05,0.7379094246955499,0.9354414043249829,0.9215840739686193,0.0535654091842533,1.7094023179141033e-05,0.4544282791521426,1.4105229412745428,1.3401763381983172,0.07436738244971351,8.35577669181522e-06,0.6151288618943683,1.4782614772290967,1.505634619197244,0.5646237680340226,0.6608603030137841,4.858798576603678,4.74240789661964
837,l,0.1633483090655887,0.11604973067723776,0.15938448588745743,0.14712668879269192,0.14272055993207725,0.026485525582941864,4.3190939196652834e-05,0.6942291854332632,0.6580734511589775,0.6724024076519469,0.028603696737930024,5.549883903477955e-05,0.8142450424543799,0.6670624828400569,0.6385054344680707,0.030642921476146653,2.1163091329053678e-05,0.47852290178537255,0.5912204924139953,0.6568385438138112,0.07905195941956325,9.236340075556983e-06,0.6712727779575263,1.6214074431417287,1.5667641583678935,0.7163100959011295,0.7956988737983228,3.3867055598712232,3.3586698866091877
856,l,0.199224771650444,0.10208295172299425,0.17371976610860476,0.24761393103075452,0.3095207809912293,0.02137039416669355,9.275220526972018e-05,0.5922791309368168,0.3851320047366563,0.37297433572691097,0.06959867064752659,1.2751982745964964e-05,0.7681447350148825,1.4063836707159552,1.3778546717926559,0.029842932712900627,5.77990894719961e-05,0.47253229459962426,0.5461330349098109,0.5462902974471899,0.08510075163802347,9.787597739406301e-06,0.6921653557499555,1.5234961399140359,1.5041709604507738,0.7946218652232433,0.4441301766876041,3.8019739459185597,3.741971072380673
861,l,0.1864432874101357,0.21418693337785033,0.25148771441580753,0.3363238354091309,0.3287028482265531,0.03376675108689167,6.697888594027621e-05,0.6704060823413124,0.5634451364056059,0.5190011662313286,0.05253914248545124,1.46331057171343e-05,0.7605401361395013,1.469286564929755,1.4334232640313285,0.046018411026587984,2.7634432255992173e-05,0.3808412575509081,0.9171701792512058,0.8443453515123325,0.05922395669459997,1.0111988423357509e-05,0.4520054727871362,1.2708348345025795,1.2678268143811664,0.7671265357304744,0.46487030666315343,4.076792193734391,3.9946615106180436
868,l,0.19925277372641934,0.149023264336263,0.16638959656747562,0.1307061253000903,0.2381259344235765,0.03726180267694999,7.316150302185167e-05,0.8596165870197937,0.7514143734341904,0.7394795959042589,0.04686077594956726,2.202557964620353e-05,0.6948775687892417,1.0592626431669694,0.9975566753265807,0.05550399554236561,1.5326370272993953e-05,0.6703283686741995,1.573799087997352,1.4676706987136614,0.06256238896402225,1.1737382309380296e-05,0.3693468654164649,1.6585812147915528,1.622760564532695,0.7865421834017834,0.6200282887863438,4.9093548099994395,4.724716001545752
915,l,0.2044444080788223,0.04912088532246875,0.06437498328144343,0.16062254484432603,0.2625330834496142,0.031201364868305787,7.779395429488913e-05,0.7279965174666096,0.5304025734677581,0.47226152953460854,0.071838926809201,1.2408732408828656e-05,0.8510374190979926,1.7108656592954439,1.630463735188194,0.028485193200650002,4.729956729461659e-05,0.4619754763143716,0.6978076940573003,0.7004449080763241,0.0765193410081296,6.523364042312225e-06,0.6675395964021589,1.7716941479815946,1.7429052205217763,0.7550201176518919,0.5614546543624076,4.581865022472306,4.442555716256409
922,l,0.19110485654470463,0.12440295410446758,0.15368396977874546,0.1968062459035937,0.25830348064511754,0.0409234572255227,2.9299938720125597e-05,0.734589951653289,1.0542801010818879,1.054632718881552,0.07498556546354919,1.3646541033843794e-05,0.7987061559778432,2.075241627907592,2.022923994970603,0.03377531176372231,3.1567555281405e-05,0.8914229696579091,0.6641877599076411,0.6714810256467578,0.05704687915867252,1.1837140491162842e-05,0.5926776346774488,1.3872883574053272,1.3520215279205785,0.7934248159234388,0.7407414609353591,4.878702105609635,4.82895325407465
924,l,0.20443577455182338,0.09976105726148882,0.14013563952499433,0.21281349075023084,0.2917307525648598,0.017033156147933593,5.832846477486453e-05,0.6342992832395284,0.21665969383729386,0.232333302847898,0.07654471891063402,6.599969086585446e-06,0.7713449520316461,1.998426082641016,1.9026873578919223,0.01672357961940722,5.120714652352112e-05,0.42387875886953186,0.16424834351195014,0.164450454169086,0.08995678582045877,6.677311390416054e-06,0.7753509481131898,1.7831911478966336,1.7521966585170028,0.7581311899982685,0.43123124354626885,4.136985352192338,4.043590854380015
929,l,0.2062082509829353,0.1413449291639579,0.15415005088424322,0.2410522437089446,0.26946414866380936,0.025609094888988534,7.408203654384987e-05,0.7977751230537407,0.813609559660573,0.838354311959061,0.06991466871752988,1.0113994288407282e-05,0.8299782615814228,2.065122238680514,2.053826119807466,0.040055278390574656,2.7767782143701484e-05,0.655141749978777,1.2496878454710165,1.2471170760479788,0.0820475295257144,7.392570536627311e-06,0.7445895748428756,2.3145065976944927,2.2654534566603663,0.789475021979306,0.6985919729725587,6.129332557439919,6.0542621451989
