filename,cow,img_class,pbad,pgood
1223_20231117_110830_frame_551,1223,0,0.30313563346862793,0.6968643665313721
1329_20231117_132115_frame_85,1329,1,0.0006128203240223229,0.9993871450424194
1320_20231117_132737_frame_226,1320,1,0.0006494431872852147,0.9993506073951721
1293_20231117_112814_frame_141,1293,1,0.00019555326434783638,0.9998044371604919
915_20231117_123346_frame_940,915,0,0.9990917444229126,0.0009083010372705758
1262_20231117_121934_frame_552,1262,0,0.9999431371688843,5.6843156926333904e-05
981_20231117_133039_frame_97,981,1,0.8598889708518982,0.1401110589504242
785_20231117_125124_frame_289,785,0,0.9994895458221436,0.0005104094743728638
807_20231117_175347_frame_201,807,0,0.18939954042434692,0.8106004595756531
1236_20231117_142505_frame_800,1236,0,0.19585061073303223,0.8041493892669678
1223_20231117_110830_frame_639,1223,1,0.031845103949308395,0.9681549072265625
1329_20231117_132115_frame_260,1329,0,2.6929568775813095e-05,0.9999730587005615
1320_20231117_132737_frame_236,1320,0,0.00016524057718925178,0.9998347759246826
1293_20231117_112814_frame_52,1293,1,0.0034647879656404257,0.9965351819992065
915_20231117_123346_frame_92,915,0,0.651984691619873,0.34801530838012695
1262_20231117_121934_frame_17,1262,0,0.9983223080635071,0.0016777104465290904
981_20231117_133039_frame_186,981,1,0.46567246317863464,0.5343275666236877
924_20231117_131101_frame_124,924,0,0.9334200024604797,0.06657997518777847
807_20231117_175347_frame_905,807,0,0.3631061911582947,0.6368938684463501
1236_20231117_142505_frame_679,1236,1,0.9993922710418701,0.0006076796562410891
1223_20231117_110830_frame_785,1223,0,0.9999998807907104,5.964694338445042e-08
1329_20231117_132115_frame_487,1329,1,0.0032318963203579187,0.9967681169509888
1320_20231117_132737_frame_307,1320,0,0.1180398240685463,0.8819601535797119
1293_20231117_112814_frame_201,1293,1,0.03325239568948746,0.9667475819587708
915_20231117_123346_frame_34,915,0,0.9985733032226562,0.001426626811735332
1262_20231117_121934_frame_301,1262,0,0.9999996423721313,3.177126473019598e-07
981_20231117_133039_frame_577,981,1,0.7189963459968567,0.2810036838054657
924_20231117_131101_frame_620,924,1,0.006452502682805061,0.9935474991798401
807_20231117_175347_frame_236,807,0,0.9999947547912598,5.247802619123831e-06
1236_20231117_142505_frame_649,1236,1,0.9833003282546997,0.016699708998203278
1223_20231117_110830_frame_745,1223,0,0.9999175071716309,8.250566315837204e-05
1329_20231117_132115_frame_20,1329,0,0.01999834179878235,0.9800016283988953
1320_20231117_132737_frame_225,1320,0,0.00015651261492166668,0.9998434782028198
1293_20231117_112814_frame_381,1293,1,0.0002144031022908166,0.9997856020927429
915_20231117_123346_frame_288,915,0,0.7251599431037903,0.2748401165008545
1262_20231117_121934_frame_486,1262,0,0.9999936819076538,6.320485226751771e-06
981_20231117_133039_frame_447,981,1,0.02716935984790325,0.9728306531906128
924_20231117_131101_frame_148,924,0,0.9941629767417908,0.005836973898112774
807_20231117_175347_frame_550,807,0,0.00810061302036047,0.9918993711471558
1236_20231117_142505_frame_421,1236,1,0.974516749382019,0.025483224540948868
1223_20231117_110830_frame_536,1223,0,0.5906627774238586,0.40933722257614136
1329_20231117_132115_frame_104,1329,1,0.010618356987833977,0.9893816709518433
1320_20231117_132737_frame_340,1320,1,0.03740178048610687,0.9625982046127319
1293_20231117_112814_frame_337,1293,1,0.04621964320540428,0.9537803530693054
915_20231117_123346_frame_821,915,1,0.5049786567687988,0.49502134323120117
1262_20231117_121934_frame_368,1262,1,0.9999996423721313,2.98851887237106e-07
981_20231117_133039_frame_300,981,1,0.8485656976699829,0.15143437683582306
924_20231117_131101_frame_57,924,0,0.9125164747238159,0.0874834880232811
807_20231117_175347_frame_724,807,0,0.24150806665420532,0.7584919333457947
973_20231117_135700_frame_967,973,1,0.772804856300354,0.22719520330429077
1116_20231117_141845_frame_248,1116,0,0.11311700940132141,0.886883020401001
1003_20231117_163646_frame_4,1003,1,0.9999616146087646,3.838231714325957e-05
1261_20231117_134027_frame_210,1261,0,0.040706414729356766,0.9592936038970947
978_20231117_170827_frame_312,978,1,0.037800416350364685,0.9621995687484741
861_20231117_122436_frame_94,861,0,0.9998675584793091,0.0001324223994743079
1040_20231117_172657_frame_579,1040,1,0.09418553113937378,0.9058144092559814
778_20231117_140227_frame_126,778,0,0.272274374961853,0.727725625038147
924_20231117_131101_frame_317,924,0,0.2403891533613205,0.7596108913421631
807_20231117_175347_frame_702,807,0,0.543422281742096,0.45657768845558167
973_20231117_135700_frame_762,973,1,0.0007033555302768946,0.9992966651916504
1116_20231117_141845_frame_245,1116,1,0.8858621716499329,0.11413780599832535
1003_20231117_163646_frame_265,1003,0,0.9999949932098389,5.061629053670913e-06
1261_20231117_134027_frame_564,1261,0,0.9039471745491028,0.09605284780263901
978_20231117_170827_frame_285,978,0,0.008505615405738354,0.9914944171905518
861_20231117_122436_frame_66,861,0,0.8147203922271729,0.18527957797050476
1040_20231117_172657_frame_649,1040,0,0.24542732536792755,0.7545726299285889
778_20231117_140227_frame_258,778,1,0.00651355367153883,0.9934864044189453
924_20231117_131101_frame_147,924,0,0.5967152118682861,0.4032847583293915
1354_20231117_125009_frame_338,1354,0,0.0007290481007657945,0.9992709755897522
973_20231117_135700_frame_851,973,1,7.098784408299252e-05,0.9999289512634277
1116_20231117_141845_frame_274,1116,1,0.1714141070842743,0.8285859227180481
1003_20231117_163646_frame_219,1003,1,0.9999191761016846,8.08140539447777e-05
1261_20231117_134027_frame_545,1261,1,0.2255859076976776,0.7744140625
978_20231117_170827_frame_209,978,0,0.7094900012016296,0.29051002860069275
861_20231117_122436_frame_57,861,0,0.6684092283248901,0.33159080147743225
1040_20231117_172657_frame_318,1040,1,0.0038955630734562874,0.9961044788360596
778_20231117_140227_frame_22,778,0,0.14000175893306732,0.8599982857704163
924_20231117_131101_frame_176,924,0,0.0004497891932260245,0.9995501637458801
1354_20231117_125009_frame_2,1354,1,0.4842516779899597,0.5157483816146851
973_20231117_135700_frame_707,973,0,0.21217671036720276,0.7878232598304749
1116_20231117_141845_frame_278,1116,1,0.9818521738052368,0.018147870898246765
1003_20231117_163646_frame_47,1003,1,0.9600574970245361,0.039942458271980286
1261_20231117_134027_frame_243,1261,0,0.013766875490546227,0.986233115196228
978_20231117_170827_frame_148,978,0,0.17903809249401093,0.8209619522094727
861_20231117_122436_frame_401,861,1,0.1457623690366745,0.8542376160621643
1040_20231117_172657_frame_734,1040,1,0.004495579283684492,0.9955044388771057
778_20231117_140227_frame_458,778,0,0.9199783205986023,0.08002165704965591
1300_20231117_130153_frame_614,1300,1,0.0004472090513445437,0.9995527863502502
1354_20231117_125009_frame_459,1354,1,0.0030703027732670307,0.9969297051429749
973_20231117_135700_frame_670,973,0,0.025784103199839592,0.9742159247398376
1116_20231117_141845_frame_916,1116,1,0.9922749400138855,0.007725040428340435
1003_20231117_163646_frame_144,1003,1,0.8916690349578857,0.10833103209733963
1261_20231117_134027_frame_324,1261,0,0.00012677424820140004,0.999873161315918
978_20231117_170827_frame_440,978,1,0.014810874126851559,0.9851891994476318
861_20231117_122436_frame_386,861,1,0.6633298993110657,0.33667004108428955
1040_20231117_172657_frame_629,1040,1,0.6704773902893066,0.32952260971069336
778_20231117_140227_frame_8,778,0,0.010539961978793144,0.9894601106643677
1300_20231117_130153_frame_229,1300,1,0.00039377075154334307,0.9996063113212585
1354_20231117_125009_frame_227,1354,0,0.01917351968586445,0.9808264970779419
973_20231117_135700_frame_136,973,1,0.0815342590212822,0.918465793132782
1116_20231117_141845_frame_224,1116,1,0.8946465849876404,0.10535341501235962
1003_20231117_163646_frame_264,1003,1,0.3080807030200958,0.6919192671775818
1261_20231117_134027_frame_64,1261,0,0.020344212651252747,0.9796557426452637
978_20231117_170827_frame_375,978,0,0.028430648148059845,0.9715694189071655
861_20231117_122436_frame_47,861,0,0.4897320866584778,0.5102679133415222
1040_20231117_172657_frame_782,1040,0,0.1390841007232666,0.8609158992767334
778_20231117_140227_frame_438,778,0,0.12198430299758911,0.8780157566070557
1300_20231117_130153_frame_355,1300,1,0.003946943208575249,0.9960529804229736
1354_20231117_125009_frame_93,1354,0,0.15753616392612457,0.8424638509750366
973_20231117_135700_frame_987,973,0,0.0005030607571825385,0.9994969367980957
