,cow,filename,volume,lf_vol,rf_vol,lb_vol,rb_vol
0,1003,1003_20231117_163646_frame_1,6.512975409112067,,,,
1,1003,1003_20231117_163646_frame_10,6.308402314141926,,,,
2,1003,1003_20231117_163646_frame_100,6.2610200757924215,,,,
3,1003,1003_20231117_163646_frame_101,6.055240941220586,,,,
4,1003,1003_20231117_163646_frame_102,6.8849495203260735,,,,
5,1003,1003_20231117_163646_frame_103,6.724849186457051,,,,
6,1003,1003_20231117_163646_frame_104,6.011406947782598,,,,
7,1003,1003_20231117_163646_frame_105,5.489889853623534,,,,
8,1003,1003_20231117_163646_frame_106,6.112804366023594,,,,
9,1003,1003_20231117_163646_frame_107,6.143788920608677,,,,
10,1003,1003_20231117_163646_frame_108,6.561324172885517,,,,
11,1003,1003_20231117_163646_frame_109,6.580612546574612,,,,
12,1003,1003_20231117_163646_frame_11,5.828717745146271,,,,
13,1003,1003_20231117_163646_frame_110,6.6838282263920075,,,,
14,1003,1003_20231117_163646_frame_111,6.435611155677821,,,,
15,1003,1003_20231117_163646_frame_112,6.233542573726143,,,,
16,1003,1003_20231117_163646_frame_113,6.671829625943213,,,,
17,1003,1003_20231117_163646_frame_114,6.5540890053585565,,,,
18,1003,1003_20231117_163646_frame_115,6.15798115694463,,,,
19,1003,1003_20231117_163646_frame_116,5.646377838012107,,,,
20,1003,1003_20231117_163646_frame_117,6.253288270509444,,,,
21,1003,1003_20231117_163646_frame_118,6.225174335417401,,,,
22,1003,1003_20231117_163646_frame_119,6.421801148391734,,,,
23,1003,1003_20231117_163646_frame_12,5.455485936601621,,,,
24,1003,1003_20231117_163646_frame_120,6.30816539507567,,,,
25,1003,1003_20231117_163646_frame_121,6.685864966283801,,,,
26,1003,1003_20231117_163646_frame_122,6.035154070887229,,,,
27,1003,1003_20231117_163646_frame_123,6.3716603153889615,,,,
28,1003,1003_20231117_163646_frame_124,7.062925296837067,,,,
29,1003,1003_20231117_163646_frame_125,5.649593250766028,,,,
30,1003,1003_20231117_163646_frame_126,6.321602998851067,,,,
31,1003,1003_20231117_163646_frame_127,6.274804693520717,,,,
32,1003,1003_20231117_163646_frame_128,5.460069284336279,,,,
33,1003,1003_20231117_163646_frame_129,6.12071936143111,,,,
34,1003,1003_20231117_163646_frame_13,5.853333105841018,,,,
35,1003,1003_20231117_163646_frame_130,6.091597617674467,,,,
36,1003,1003_20231117_163646_frame_131,6.174752282229078,,,,
37,1003,1003_20231117_163646_frame_132,6.029575648049937,,,,
38,1003,1003_20231117_163646_frame_133,6.276792973350695,,,,
39,1003,1003_20231117_163646_frame_134,6.124732642785743,,,,
40,1003,1003_20231117_163646_frame_135,6.377175870105189,,,,
41,1003,1003_20231117_163646_frame_136,6.829430946212721,,,,
42,1003,1003_20231117_163646_frame_137,6.472531652639528,,,,
43,1003,1003_20231117_163646_frame_138,6.246811337306979,,,,
44,1003,1003_20231117_163646_frame_139,6.543427327345404,,,,
45,1003,1003_20231117_163646_frame_14,5.828336705522789,,,,
46,1003,1003_20231117_163646_frame_140,6.845076396383379,,,,
47,1003,1003_20231117_163646_frame_141,6.804910052096212,,,,
48,1003,1003_20231117_163646_frame_142,6.508708166381044,,,,
49,1003,1003_20231117_163646_frame_143,6.011700122491551,,,,
50,1003,1003_20231117_163646_frame_144,6.211726565466891,,,,
51,1003,1003_20231117_163646_frame_145,6.3161541415871625,,,,
52,1003,1003_20231117_163646_frame_146,6.226834932822788,,,,
53,1003,1003_20231117_163646_frame_147,6.829299725615937,,,,
54,1003,1003_20231117_163646_frame_148,5.652868923357368,,,,
55,1003,1003_20231117_163646_frame_149,6.131342046631913,,,,
56,1003,1003_20231117_163646_frame_15,5.568834011393304,,,,
57,1003,1003_20231117_163646_frame_150,5.8425198049655345,,,,
58,1003,1003_20231117_163646_frame_151,6.3458367384297985,,,,
59,1003,1003_20231117_163646_frame_152,5.698565962221791,,,,
60,1003,1003_20231117_163646_frame_153,6.621584541713358,,,,
61,1003,1003_20231117_163646_frame_154,6.072774313858379,,,,
62,1003,1003_20231117_163646_frame_155,6.4739165439864115,,,,
63,1003,1003_20231117_163646_frame_156,5.969370584883672,,,,
64,1003,1003_20231117_163646_frame_157,6.179390576371571,,,,
