,cow,filename,volume,lf_vol,rf_vol,lb_vol,rb_vol
0,1003,1003_20231117_163646_frame_10,5.843713870570098,0.7477224397840229,2.0245364300858313,1.9210970373946685,1.3150432556184277
1,1003,1003_20231117_163646_frame_101,5.275411538238123,0.5541206504768437,1.8147129747819168,1.8170223851248086,1.2955087637563532
2,1003,1003_20231117_163646_frame_102,6.644614297457983,0.7970324715618062,2.12766056246901,2.3978755236295752,1.6038415564194202
3,1003,1003_20231117_163646_frame_103,6.504938370108667,0.7626424305104793,2.0965347057418993,2.289053789906337,1.566178776029156
4,1003,1003_20231117_163646_frame_104,5.683027769614533,0.6752504910317905,2.080647432509895,1.7971857998912626,1.2904824601255787
5,1003,1003_20231117_163646_frame_106,5.92414381377808,0.7715459345072296,2.106259711305591,1.931655744782802,1.2948362388903674
6,1003,1003_20231117_163646_frame_107,5.690928414412402,0.6629454686061739,1.9589519199185945,1.879367616659148,1.3563797961226265
7,1003,1003_20231117_163646_frame_108,6.348127043768614,0.7091726537879356,2.1742152207679295,2.0984276404803675,1.572016323207048
8,1003,1003_20231117_163646_frame_109,6.667850302640738,0.7995724988324315,2.131858791745103,2.344109766832506,1.608103655911571
9,1003,1003_20231117_163646_frame_11,5.283878008903938,0.6939643053396363,1.982277344571013,1.717513468182557,1.0357807851075602
10,1003,1003_20231117_163646_frame_110,6.379145277383038,0.8756472382280368,2.1669647083967747,2.1224951973702235,1.4056290057892211
11,1003,1003_20231117_163646_frame_111,5.983733817575579,0.7945533295920699,2.1742514804195485,1.937229321822196,1.2533468351127952
12,1003,1003_20231117_163646_frame_112,5.363077943118562,0.5771609349632302,1.9462207490724313,1.7233153052619206,1.2605020240596432
13,1003,1003_20231117_163646_frame_113,6.128414823603947,0.7976861301942991,2.15371104597454,2.038770790538096,1.354598052571544
14,1003,1003_20231117_163646_frame_114,5.501971074898323,0.5805041008295428,2.023895215814175,1.7502362060069294,1.313102685936221
15,1003,1003_20231117_163646_frame_115,5.777336599600812,0.6477909103331825,2.106906639809706,1.8724787154749334,1.2926618011346551
16,1003,1003_20231117_163646_frame_116,5.406955028509338,0.6896403216478884,2.063441000072361,1.6796402492919595,1.1226447574364706
17,1003,1003_20231117_163646_frame_117,5.833263355788937,0.6987045069451076,2.050223096526848,1.9225688596701114,1.3011844439518487
18,1003,1003_20231117_163646_frame_118,6.171224109915747,0.7104038250720239,2.0258112063557823,2.1944736144254984,1.4520233501024185
19,1003,1003_20231117_163646_frame_119,6.113022379974171,0.77235618770796,2.0931221449345148,2.0482705653781528,1.4044641701692382
20,1003,1003_20231117_163646_frame_12,5.279857726498187,0.6805494414008268,1.9303540297782982,1.7502270769076378,1.1170776365226587
21,1003,1003_20231117_163646_frame_120,5.909701132925325,0.8605156852872669,2.1345308867492006,1.9228049427769494,1.1921205108970157
