,cow,filename,volume,lf_vol,rf_vol,lb_vol,rb_vol
0,1003,1003_20231117_163646_frame_1,6.512975409112067,0.8271318985816404,2.4460926686336033,2.1110474327260675,1.339034943805608
1,1003,1003_20231117_163646_frame_10,6.308402314141926,0.8018869847780628,2.32575952835705,1.94059012863177,1.414409931319977
2,1003,1003_20231117_163646_frame_100,6.2610200757924215,0.7578156320087422,2.3690232475816333,1.949631002849559,1.4182404147495786
3,1003,1003_20231117_163646_frame_101,6.055240941220586,0.7044875043060019,2.0809599669959047,2.065222203657145,1.461388851459977
4,1003,1003_20231117_163646_frame_102,6.8849495203260735,0.7885234708882013,2.316485217103435,2.3794455443342244,1.68753430860238
5,1003,1003_20231117_163646_frame_103,6.724849186457051,0.7707819866516505,2.303995000641051,2.2507112649919283,1.6171608349893885
6,1003,1003_20231117_163646_frame_104,6.011406947782598,0.7420786969361538,2.3229816367960794,1.8031995114027797,1.319821728067688
7,1003,1003_20231117_163646_frame_105,5.489889853623534,0.6653620275075455,2.076266447780372,1.799126893897733,1.1449409081584907
8,1003,1003_20231117_163646_frame_106,6.112804366023594,0.7747507879557629,2.235285030723094,1.9429769637257808,1.3489989082018066
9,1003,1003_20231117_163646_frame_107,6.143788920608677,0.7708005932416998,2.1361298309068286,2.005726832109091,1.4333714488013987
10,1003,1003_20231117_163646_frame_108,6.561324172885517,0.812265449002183,2.3889943642870572,2.068502877474453,1.5045753682966925
11,1003,1003_20231117_163646_frame_109,6.580612546574612,0.7561156125904934,2.3253305228472705,2.1398648330089203,1.5616235446075362
12,1003,1003_20231117_163646_frame_11,5.828717745146271,0.7338625093217499,2.135761150509023,1.9080155996694994,1.2260452703451963
13,1003,1003_20231117_163646_frame_110,6.6838282263920075,0.9378459689524522,2.363002195252488,2.139111393304568,1.4452799022373262
14,1003,1003_20231117_163646_frame_111,6.435611155677821,0.789446801999977,2.316436367489799,2.069637308671045,1.4474118406477423
15,1003,1003_20231117_163646_frame_112,6.233542573726143,0.693839887467523,2.329603842101621,1.9120328980918573,1.4715418005411915
16,1003,1003_20231117_163646_frame_113,6.671829625943213,0.8367525145560138,2.338200169701304,2.1950374468475538,1.5389390252776747
17,1003,1003_20231117_163646_frame_114,6.5540890053585565,0.8090007890208131,2.4045136587422924,2.050227431410179,1.5014841612163294
18,1003,1003_20231117_163646_frame_115,6.15798115694463,0.714419217415017,2.343744582500799,1.9110213237160592,1.3422180844732046
19,1003,1003_20231117_163646_frame_116,5.646377838012107,0.7004668892198975,2.1801298075002298,1.7218819518647728,1.1986596246974546
20,1003,1003_20231117_163646_frame_117,6.253288270509444,0.7430535104421221,2.256083042109294,1.9983509439599483,1.4073189377119895
21,1003,1003_20231117_163646_frame_118,6.225174335417401,0.7128823535386698,2.131196236011413,2.143724706254379,1.4512705986313459
22,1003,1003_20231117_163646_frame_119,6.421801148391734,0.8243938019449069,2.278436997789973,2.076422764909457,1.4556289297456209
23,1003,1003_20231117_163646_frame_12,5.455485936601621,0.6820837691623042,2.099037638107778,1.718200861100526,1.1574478589930453
24,1003,1003_20231117_163646_frame_120,6.30816539507567,0.8962079831408809,2.1900309220219607,2.0997172420720647,1.3437347112560865
25,1003,1003_20231117_163646_frame_121,6.685864966283801,0.9479315387781135,2.33100388769986,2.1044133475326787,1.4705709869804486
26,1003,1003_20231117_163646_frame_122,6.035154070887229,0.7602027060805018,2.259254981131868,1.8436943387765543,1.3008419113261476
27,1003,1003_20231117_163646_frame_123,6.3716603153889615,0.7922179686174662,2.323480224482245,2.0468237307118478,1.3914150335978464
28,1003,1003_20231117_163646_frame_124,7.062925296837067,0.8979623145413967,2.412157618911054,2.2598214837294335,1.6745808385243253
29,1003,1003_20231117_163646_frame_125,5.649593250766028,0.723030960413908,2.348293163335528,1.5586945973508932,1.155945356760941
