cow,variable,std,mean,cv,std_fg,mean_fg,cv_fg,feature
962,lb,13.774654161648877,546.1451517085258,0.02522159927366768,78.55436072813903,459.9684122331248,0.17078207685341118,peri
962,lf,17.816311764688557,853.592221287824,0.020872158063728476,119.27106048693233,624.9785629077559,0.19084024247490264,peri
962,rb,13.953559494228042,505.64806140476543,0.027595397983852604,74.18042873865525,452.9936419474065,0.16375600421179368,peri
962,rf,5.68860688905031,621.6897659217484,0.00915023408921023,89.68239156698219,622.1261083342469,0.1441546824117514,peri
962,udder,10.286361741068463,1220.2662220206685,0.008429604585821466,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
970,lb,58.74089906858949,597.4040212197348,0.09832692278946621,78.55436072813903,459.9684122331248,0.17078207685341118,peri
970,lf,56.99318237844058,739.805934772439,0.07703801726863874,119.27106048693233,624.9785629077559,0.19084024247490264,peri
970,rb,69.59131450880653,540.7660204749636,0.12869025026329012,74.18042873865525,452.9936419474065,0.16375600421179368,peri
970,rf,53.26275231745947,692.0560653417192,0.07696305976476013,89.68239156698219,622.1261083342469,0.1441546824117514,peri
970,udder,5.235779458424373,1269.9831745661374,0.004122715610160005,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
973,lb,26.69468631978043,459.5098194258649,0.05809383214733939,78.55436072813903,459.9684122331248,0.17078207685341118,peri
973,lf,17.29775079293569,836.2692258063242,0.02068442824289909,119.27106048693233,624.9785629077559,0.19084024247490264,peri
973,rb,13.99207473278277,416.26908456273526,0.03361305283451586,74.18042873865525,452.9936419474065,0.16375600421179368,peri
973,rf,8.157010479464661,820.4183304940109,0.009942501497440893,89.68239156698219,622.1261083342469,0.1441546824117514,peri
973,udder,5.143604179678662,1258.626084329961,0.0040866816949983184,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
975,lb,21.815596079283814,345.26452862888834,0.06318516462121879,78.55436072813903,459.9684122331248,0.17078207685341118,peri
975,lf,27.156065089606496,687.7598047831749,0.03948480981404227,119.27106048693233,624.9785629077559,0.19084024247490264,peri
975,rb,21.33842683739049,516.2298319626674,0.04133512927035499,74.18042873865525,452.9936419474065,0.16375600421179368,peri
975,rf,18.9800546122032,640.608915729495,0.029628146199916085,89.68239156698219,622.1261083342469,0.1441546824117514,peri
975,udder,7.97390401211139,1063.7808347155442,0.007495814694051729,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
978,lb,12.47446792960499,419.6743999391513,0.029724157421595565,78.55436072813903,459.9684122331248,0.17078207685341118,peri
978,lf,10.946545307367753,686.0576342623151,0.015955722610882465,119.27106048693233,624.9785629077559,0.19084024247490264,peri
978,rb,10.904535307927729,458.91733061532955,0.023761437148835968,74.18042873865525,452.9936419474065,0.16375600421179368,peri
978,rf,12.356722117204487,647.2693260263911,0.019090541788937897,89.68239156698219,622.1261083342469,0.1441546824117514,peri
978,udder,8.225349850142813,1114.5461049141634,0.007379999637409604,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
981,lb,24.615040282749174,439.70292455271914,0.05598107019139897,78.55436072813903,459.9684122331248,0.17078207685341118,peri
981,lf,15.48421855323367,599.6725275497395,0.02582112376650328,119.27106048693233,624.9785629077559,0.19084024247490264,peri
