cow,filename,udder_ecc,udder_circ,lf_ecc,rf_ecc,lb_ecc,rb_ecc,lf_circ,rf_circ,lb_circ,rb_circ
1003,1003_20231117_163646_frame_141,0.6166258955796315,0.777967598502047,0.675170179889643,0.5634071693714251,0.65957422025335,0.765032223505112,3.5577996696201316e-05,1.1789201157550014e-05,2.345988557716607e-05,3.129588817106098e-05
1003,1003_20231117_163646_frame_142,0.619965942983996,0.7886696347377545,0.6914591444877817,0.5497342941236658,0.6467845118571517,0.7690168649617317,3.728451487169596e-05,1.1840692506157202e-05,2.2179039255349418e-05,3.116123700209488e-05
1003,1003_20231117_163646_frame_143,0.6119843439370244,0.7724860978398346,0.7002831360008349,0.5964310729708906,0.6304087441038624,0.7385552683323328,3.6939616396270024e-05,1.1894933765884042e-05,2.3468094462916665e-05,3.145869275251496e-05
1003,1003_20231117_163646_frame_144,0.6311507365203263,0.7665087404535159,0.6789920510967561,0.6068788855978174,0.7122238037010011,0.6955754087497636,3.9717574699895426e-05,1.1606747465626727e-05,2.2811416591991425e-05,3.210409337248336e-05
1003,1003_20231117_163646_frame_145,0.6146215542537349,0.77227478336588,0.6964525077660156,0.5701701766765452,0.6615324487857365,0.7456479544827419,3.636533874254366e-05,1.1858300255417103e-05,2.295114048513671e-05,3.392624517362811e-05
1003,1003_20231117_163646_frame_146,0.6152012486903571,0.741874091567789,0.7017295952015185,0.6008291620797006,0.7090744749552658,0.664702066571356,3.881214547149259e-05,1.1887454608789733e-05,2.2490983311046675e-05,3.5609892973663354e-05
1003,1003_20231117_163646_frame_147,0.6236832141360447,0.765922463859602,0.6575965724944229,0.5670390343285737,0.6859388188523148,0.7547753638945803,3.74113775089675e-05,1.2059409967431742e-05,2.2377311653418427e-05,3.40374940669503e-05
1003,1003_20231117_163646_frame_148,0.6413325395489883,0.7874934773187057,0.7121788800410968,0.589204218452576,0.7142268113362992,0.7560101337963288,3.900323132590522e-05,1.223670474354226e-05,2.273664380370637e-05,2.9945261042359436e-05
1003,1003_20231117_163646_frame_151,0.6291612691689566,0.7822711910923186,0.6872100670398859,0.5335096712561364,0.6804435979944659,0.7845289490085223,3.872359780660959e-05,1.222617800331025e-05,2.374550520375475e-05,3.16787465255532e-05
1003,1003_20231117_163646_frame_155,0.6353020537302942,0.7901760004261256,0.6915479410950883,0.5688624577361882,0.6773960566830558,0.7755092645423696,3.826209262860683e-05,1.2006102504209237e-05,2.125955268238822e-05,3.2460984694177906e-05
1003,1003_20231117_163646_frame_16,0.5807302283065952,0.7753747657739549,0.6855944867125432,0.5624649729335406,0.5350080052030142,0.7376764205116885,3.831480124953544e-05,1.1625416632819713e-05,2.5483697979891105e-05,3.6407011333484355e-05
1003,1003_20231117_163646_frame_161,0.6411235823984052,0.7837812132482396,0.6809382047840493,0.6043241105929218,0.6830547053227727,0.7313692217531887,3.9877954628383244e-05,1.1736586634880825e-05,2.309313161606335e-05,3.230836078739281e-05
1003,1003_20231117_163646_frame_164,0.6427640869942701,0.7723133645161003,0.6805336382971964,0.5936271614554645,0.7143348855887195,0.7193876317487056,3.868340721854455e-05,1.1848291156989573e-05,2.2400179741889025e-05,3.323522580890318e-05
1003,1003_20231117_163646_frame_165,0.6486153932523246,0.7900442921794469,0.6852378980175003,0.5992168569306625,0.7137803040996766,0.7436434128933352,3.852315824904518e-05,1.1523920723454992e-05,2.174537592807725e-05,3.194614264156835e-05
1003,1003_20231117_163646_frame_166,0.6329477249457357,0.7733998019075382,0.6565411861633695,0.5697330629205909,0.7140464594388237,0.7462589137115824,3.442433147906415e-05,1.2105454148449951e-05,2.2871638843060373e-05,3.098295529754714e-05
1003,1003_20231117_163646_frame_167,0.6291793161906358,0.7876921020761629,0.6889268357328202,0.5487263348977284,0.7178056558134045,0.743126296332466,4.176246216007876e-05,1.2196744286023428e-05,2.209463168067158e-05,3.09518431082782e-05
1003,1003_20231117_163646_frame_17,0.6168089951033933,0.7973450404596172,0.6885783668852359,0.6071819145272004,0.6018399226410699,0.7578868999274327,3.891806450583495e-05,1.13621929690321e-05,2.262583237322622e-05,3.441162384437781e-05
1003,1003_20231117_163646_frame_170,0.5822610477564054,0.7777358752754491,0.6482585268097025,0.550904658994436,0.5284217913477337,0.7500612347072442,3.948868825292915e-05,1.227032273874466e-05,2.242510214698276e-05,3.2418350055401495e-05
1003,1003_20231117_163646_frame_171,0.6196506901151078,0.7700049899398649,0.6802776089372504,0.5677932415302266,0.6422170739075447,0.7416906631147614,3.8747794409402484e-05,1.1933471595164987e-05,2.0840000215594446e-05,3.3247201721211683e-05
1003,1003_20231117_163646_frame_173,0.6173824031495216,0.790578407389408,0.6854382426468625,0.5649612127116694,0.6914955469039992,0.7093825252996719,3.952871604196486e-05,1.1983842030499327e-05,2.279122350699993e-05,2.942978253716616e-05
1003,1003_20231117_163646_frame_174,0.618491978297067,0.7930345104353617,0.6926730507658276,0.5706420654314261,0.7015660709261962,0.7352994007352996,3.956224669171587e-05,1.184244421127393e-05,2.257733111168343e-05,3.124860777427773e-05
1003,1003_20231117_163646_frame_175,0.6354218462167446,0.7830203640635623,0.6921411103637255,0.5834824967261029,0.716589675662348,0.7183310038426487,3.807269600863345e-05,1.2028649907003037e-05,2.303025948108099e-05,2.985892106718222e-05
1003,1003_20231117_163646_frame_178,0.6329219876602609,0.7947265917947898,0.6574018721813633,0.5308454610270599,0.6623229930725846,0.7992513674097175,3.725434421035044e-05,1.2817405638637976e-05,2.1540402925722135e-05,2.9265627671437187e-05
1003,1003_20231117_163646_frame_18,0.6218148432874926,0.7945960613617049,0.6432725149757,0.5716392979486659,0.5714428962997138,0.8049978277647594,3.679163530710556e-05,1.1698990742742887e-05,2.247467741307876e-05,3.203265261590795e-05
1003,1003_20231117_163646_frame_183,0.6156285633355646,0.7611581081872889,0.6756736170162723,0.5355303723420711,0.6989214928684118,0.7372774538134124,3.901519121869555e-05,1.2443480344204734e-05,2.2682704362372787e-05,3.3943153380511413e-05
1003,1003_20231117_163646_frame_184,0.6237418213546468,0.7904650360952226,0.7013056326152638,0.5539716325606161,0.7276976133297427,0.7348984161697436,4.061865733413246e-05,1.2180911113132667e-05,2.252798750369085e-05,3.0049755920303525e-05
1003,1003_20231117_163646_frame_185,0.6018425314659849,0.7680421089432213,0.6809659618772332,0.5306904561564911,0.6705540259230757,0.7412767511423771,4.0260649785577244e-05,1.221792906535237e-05,2.2907520009554442e-05,3.322857020568464e-05
1003,1003_20231117_163646_frame_186,0.6239051695225891,0.7798926005985286,0.6647199710638699,0.5349243197633687,0.6906594331846545,0.763005580921727,3.841102070541364e-05,1.2264352573198045e-05,2.1432983037505677e-05,3.198471996205449e-05
1003,1003_20231117_163646_frame_187,0.6130875643511688,0.7801264774876413,0.6695613583030768,0.5390977242191181,0.6805820774588334,0.7498601884144606,3.914225785858703e-05,1.217143179746202e-05,2.205096296238507e-05,3.334973364632076e-05
1003,1003_20231117_163646_frame_188,0.6012206423814911,0.7623820535237268,0.6165401708832817,0.5604312803015514,0.6896586298384124,0.6656029629362568,3.96901095506588e-05,1.2229716102217838e-05,2.2809498990252917e-05,3.384400163982555e-05
1003,1003_20231117_163646_frame_189,0.6069006121873544,0.7594853293038403,0.7062591153147174,0.5729550189814112,0.7017273695299101,0.6597486062793436,4.0304002163525936e-05,1.226400357408023e-05,2.158954236304746e-05,3.493478999029926e-05
1003,1003_20231117_163646_frame_190,0.6255899960328852,0.7894470679782115,0.6918356098711184,0.5638284671872084,0.666218076904701,0.7643188390095229,4.053628732140988e-05,1.2374407885080455e-05,2.1749300220421787e-05,3.227761257889525e-05
1003,1003_20231117_163646_frame_191,0.6295538570534324,0.7944326603504572,0.6835224195580138,0.5743994374845554,0.6865575737181868,0.7754726577611626,3.7012351808374165e-05,1.2314327396727592e-05,2.40038147419767e-05,3.001750533746051e-05
1003,1003_20231117_163646_frame_193,0.6186545357278393,0.7643696229452996,0.6136442888564343,0.5594460348607148,0.6830031740345177,0.7573265781755126,4.0788185805863266e-05,1.2016769850546464e-05,2.3990191847608616e-05,3.161781703961717e-05
1003,1003_20231117_163646_frame_194,0.6375582571570655,0.8008653940349444,0.6657080655645657,0.5318518120504481,0.6750368633532682,0.7989355741814264,3.87925257383555e-05,1.2269553312689644e-05,2.2982652617031543e-05,2.9608330888864565e-05
1003,1003_20231117_163646_frame_195,0.6340161636358379,0.7935537823886607,0.6678457521175947,0.5382320407070239,0.6923975119676908,0.7919783522110487,3.7545953885953394e-05,1.2302725643566148e-05,2.1655296511067776e-05,2.860571864530009e-05
1003,1003_20231117_163646_frame_196,0.6245751832073786,0.7817227248658215,0.7030260066789715,0.5556786964156859,0.713928446271026,0.7486873329315443,3.730045968625566e-05,1.2515269744721273e-05,2.270908396809661e-05,2.9848588809677515e-05
1003,1003_20231117_163646_frame_197,0.6209481409049415,0.7793695222768858,0.6690615015704945,0.5475891479321023,0.6988534718014695,0.7496628738854207,3.481155249175167e-05,1.2266716792518375e-05,2.388498266635344e-05,2.9839824278004647e-05
1003,1003_20231117_163646_frame_198,0.6249802279159161,0.7789639174834089,0.6269039265269825,0.5408996653797737,0.6873574554472425,0.7717736701311494,3.785069171101437e-05,1.2236186280617944e-05,2.1395190258861723e-05,3.0405457475988302e-05
1003,1003_20231117_163646_frame_199,0.6192526847499099,0.7816104860691151,0.6946482100028527,0.5506207492080627,0.6984209741361871,0.7242264819222716,3.6066431984074674e-05,1.1901153221087463e-05,2.2191170636754175e-05,3.102201578900147e-05
1003,1003_20231117_163646_frame_2,0.6259062520679568,0.7971359645538467,0.6752031028021043,0.5945265548755074,0.6194609777750761,0.7759424995673649,3.521924069219464e-05,1.111430042743367e-05,2.446193484698051e-05,3.1422536318452334e-05
1003,1003_20231117_163646_frame_20,0.6220391791657085,0.7805683471885028,0.6956520325385163,0.5677552246777728,0.6036135114573472,0.7798228327613301,3.798884556846886e-05,1.1891643864986531e-05,2.2718710135729963e-05,3.3591949304178015e-05
1003,1003_20231117_163646_frame_200,0.6271409899489794,0.7956746707666299,0.6814361223353391,0.5759518896614925,0.7043086091400119,0.7389082718941657,3.447962375409078e-05,1.1489574419070526e-05,2.2483004044668976e-05,3.097919188669115e-05
1003,1003_20231117_163646_frame_202,0.6182595108886665,0.7646668470039738,0.6982457560224792,0.5925412999660603,0.7182183166388431,0.6633466636203377,3.7647931355840534e-05,1.1964710242133343e-05,2.361327297195972e-05,3.62508799023926e-05
1003,1003_20231117_163646_frame_204,0.6090534850585482,0.7854816549774293,0.7059673183925709,0.5747040649892835,0.6698870557353692,0.730776652019747,3.8564561653186984e-05,1.1943730677538923e-05,2.3173374505149287e-05,3.0954346072303385e-05
1003,1003_20231117_163646_frame_205,0.6207477927491502,0.7663021446551527,0.7160637228613225,0.5949866927320088,0.7201384381530228,0.6848543853306867,3.559736999030817e-05,1.1826120855000054e-05,2.1879734931445387e-05,3.414359085187792e-05
1003,1003_20231117_163646_frame_206,0.6312908402208665,0.7892391684994676,0.6834221393594915,0.5733401360219331,0.6572846677531352,0.7851025053019758,3.303218209993144e-05,1.2027026167437222e-05,2.237572493764178e-05,3.072947285717745e-05
1003,1003_20231117_163646_frame_207,0.6161235244515564,0.7738410419696561,0.6842961597742077,0.53976408658025,0.6622817105247035,0.7692423730103736,3.4846218304118365e-05,1.1967274200845244e-05,2.40582113031996e-05,3.165905788477606e-05
1003,1003_20231117_163646_frame_208,0.625340045259752,0.8028112110240688,0.6945328158953686,0.5776290862391239,0.6910729926357124,0.7631771798119024,3.54690659582706e-05,1.15551134790049e-05,2.1982596076895875e-05,2.9651461585953563e-05
1003,1003_20231117_163646_frame_209,0.6221682640974481,0.7983743768264632,0.7161852764046752,0.5680850676888348,0.669637274880954,0.7615810477451687,3.4814457445682254e-05,1.1675440243047427e-05,2.2385077683250345e-05,3.08826761730938e-05
1003,1003_20231117_163646_frame_21,0.6348587268363727,0.7927727522626608,0.7142132470844388,0.5805617497997946,0.6482729351030583,0.7628572610493957,3.934079015327318e-05,1.1307302634267737e-05,2.2288244344048234e-05,3.414443952037473e-05
1003,1003_20231117_163646_frame_210,0.6259988699816434,0.796119408268284,0.6720634093974028,0.5592163225920808,0.6833219302210218,0.7846917170168977,3.568162092317855e-05,1.1804415224045562e-05,2.2247221835744034e-05,3.040687370888645e-05
1003,1003_20231117_163646_frame_211,0.6113042915156023,0.7769701984235241,0.6937632992106461,0.5419947248535266,0.6798867344657055,0.7526982775808644,3.489132543142252e-05,1.2041620727579546e-05,2.1938371672024106e-05,3.1265605685633104e-05
1003,1003_20231117_163646_frame_213,0.6004926088510608,0.7721360511212416,0.6748822615448097,0.5642560946210651,0.6479539134635504,0.7406919126348003,3.432646293707462e-05,1.1739959242079606e-05,2.3928148594708988e-05,3.369152523238362e-05
1003,1003_20231117_163646_frame_214,0.6122265017318129,0.7760079616693123,0.7073772150884587,0.5851258972645808,0.690791234995948,0.70894304537063,3.555177001066785e-05,1.156081856000211e-05,2.257712769512799e-05,3.2586383628835746e-05
1003,1003_20231117_163646_frame_215,0.6076138173883641,0.7750053686452159,0.6634971343772407,0.5746647812032992,0.6555218397168209,0.7441511704839787,3.6126851854064826e-05,1.1875472114902688e-05,2.2970199741640906e-05,3.352696871261282e-05
1003,1003_20231117_163646_frame_216,0.6151036371806076,0.7621155569753201,0.6634578634953445,0.5766035238385976,0.6637751461316432,0.7537937534515784,3.625290200599358e-05,1.199024118455237e-05,2.2324363352622436e-05,3.4060011546488615e-05
1003,1003_20231117_163646_frame_217,0.611792983466384,0.791115176378563,0.6542793503817418,0.5665301407539458,0.6645187011567321,0.7471916474442876,3.6011750373321006e-05,1.1691469217882214e-05,2.28195910154326e-05,3.0471853384154246e-05
1003,1003_20231117_163646_frame_218,0.6089334036978757,0.7544945608329046,0.6806029712184556,0.5838921086555852,0.6902223117134255,0.6939479376780855,3.870000329206614e-05,1.152992816134246e-05,2.1651775353060527e-05,3.543910461472724e-05
1003,1003_20231117_163646_frame_219,0.6240324907732877,0.7829214723272534,0.647914371778441,0.5464689557338898,0.673582017783061,0.7796787559467674,3.7057904367705704e-05,1.2018176670282984e-05,2.1429354804756384e-05,3.170587006785652e-05
1003,1003_20231117_163646_frame_220,0.6163370661949569,0.8024849483291129,0.6372474243899456,0.5416141308224806,0.6600671827736881,0.7848451442198628,3.664993889371129e-05,1.1984160849336037e-05,2.2417521643026997e-05,2.9660762160278283e-05
1003,1003_20231117_163646_frame_221,0.6096111040870307,0.7713009627178853,0.6281935151512344,0.5433355313872268,0.6856513790188935,0.7584712965852517,3.73778294075342e-05,1.1949930739890614e-05,2.1791495944499476e-05,3.16985289918204e-05
1003,1003_20231117_163646_frame_222,0.6096121933524621,0.7755794254457589,0.6627922078286853,0.5430173925296389,0.6624156052839872,0.7558783527543181,3.740171109449951e-05,1.1982120080838327e-05,2.2230692107731148e-05,3.16966281462201e-05
1003,1003_20231117_163646_frame_223,0.6069361585164874,0.7723306333799467,0.6819590550836163,0.5514665562948292,0.6716543295402099,0.7445663724080285,3.558561564918935e-05,1.1781836987486095e-05,2.208064261900988e-05,3.2713930488918395e-05
1003,1003_20231117_163646_frame_224,0.6075538301875741,0.7636075612730103,0.6940211884070433,0.5780351220181861,0.685637935556263,0.6720965599558754,3.5283707055449035e-05,1.1515569028008041e-05,2.1515542084206597e-05,3.6895264755385175e-05
1003,1003_20231117_163646_frame_225,0.6168740413698861,0.7706161658349254,0.7176699939496173,0.6028207874548702,0.6906818204523754,0.7204651756867896,3.6009820489101744e-05,1.1350334259204184e-05,2.2461825383567117e-05,3.392384742261644e-05
1003,1003_20231117_163646_frame_226,0.606733974746946,0.7601611434110743,0.6867768173058808,0.5930999511173236,0.6834356035238656,0.6847622508469492,3.618690172421933e-05,1.1700762068300987e-05,2.204048711511483e-05,3.4980600519028656e-05
1003,1003_20231117_163646_frame_227,0.6081664696398814,0.7844337895403719,0.6986649664631186,0.6098863531646115,0.667971638438518,0.7089291393508208,3.5339414132385314e-05,1.140166343778416e-05,2.3994815845585033e-05,3.2091571769111165e-05
1003,1003_20231117_163646_frame_228,0.6063737496619609,0.7675599943771666,0.7030560578159206,0.609984822831726,0.6686871782972373,0.6865774871076037,3.636539555758092e-05,1.1647101349484044e-05,2.2551356120548288e-05,3.552602509449119e-05
1003,1003_20231117_163646_frame_229,0.601403215037829,0.7555338341169645,0.6977331799385906,0.594024630843281,0.6761805195288391,0.6685873897928697,3.7673284437089696e-05,1.1794265778706034e-05,2.288301662828469e-05,3.548662296810145e-05
1003,1003_20231117_163646_frame_23,0.6137832742003341,0.7965442810896857,0.6887045882080874,0.5504873624616894,0.6381221584186152,0.7696899437146923,3.712506153582804e-05,1.1866966448355317e-05,2.3481625481469818e-05,3.0220048800864027e-05
1003,1003_20231117_163646_frame_230,0.6225516550234813,0.7785428492476768,0.7021439662618945,0.5894138726980662,0.6872170719389138,0.7391925420015393,3.6298433696949444e-05,1.167804164318859e-05,2.1967618392423885e-05,3.3587703229768887e-05
1003,1003_20231117_163646_frame_231,0.6324773271900708,0.7927695318243857,0.6810013274998508,0.5615157312600222,0.6739057770529614,0.7856797837630144,3.4466436749165145e-05,1.1712872904234882e-05,2.1850078276245223e-05,3.033475335067602e-05
1003,1003_20231117_163646_frame_232,0.602877246000262,0.7765108861292195,0.6641711923360926,0.5395247755022728,0.6501480616120593,0.7542456361168178,3.6868574154790355e-05,1.1829766563618852e-05,2.427527599442917e-05,3.25568367838068e-05
1003,1003_20231117_163646_frame_233,0.6171430832917782,0.7987848176026882,0.691839383623379,0.5642003917457354,0.6782865859354633,0.7678172517050961,3.685293728793089e-05,1.1841074331768558e-05,2.1700828359202957e-05,3.032681262830739e-05
