cow,filename,volume2,arealf_vol2,rf_vol2,lb_vol2,rb_vol2,lf_area,rf_area,lb_area,rb_area,front_geo,back_geo,front_eu,back_eu,area,lf_vol2
1084,1084_20231117_150625_frame_211,3.9879482816883756,,1.1674325319153744,1.0603889889471017,0.629053089275163,0.05651718196380875,0.050187427517342516,0.04111503063917568,0.03070802303756893,0.2247551941889385,0.11575949374731243,0.13842669939227017,0.10299115841031849,0.17629699507992447,1.138162065075751
1432,1432_20231117_133858_frame_1074,2.7352404009798907,,1.0139821856171598,0.624923206446343,0.6046216507873606,0.039249813058515846,0.05555210268305987,0.030283341878995028,0.024976795975061146,0.2124139323817447,0.11530480092964458,0.13010570873425062,0.058818076011650434,0.1534013426605987,0.5769584976252035
1171,1171_20231117_170904_frame_513,6.759046223310608,,1.1967069101207992,2.1861757464105924,1.3765475012582813,0.07735988243328919,0.05624384928547075,0.06788175326779405,0.045439357567654506,0.2855189267333227,0.16635621635605058,0.20705160976889236,0.07457780909272738,0.23657185889099736,2.2561274081803746
1023,1023_20231117_124217_frame_261,1.4165048585681448,,0.6568893023271234,0.1530251207173114,0.15656301247070262,0.05570922171953348,0.06679754991402316,0.019108884517960605,0.01798434869702827,0.4683791270012988,0.15071648778809893,0.20538891494167688,0.08012697062969788,0.17668001016468915,0.4399256669985632
1380,1380_20231117_130025_frame_1235,2.3122896313627384,,0.9389670174015073,0.32143318121579106,0.38095784248083275,0.04265757543271088,0.053221016172154585,0.023206667461545247,0.02643862587313837,0.2510721156381813,0.135246080889906,0.19436860959390764,0.09127997665595286,0.15158522173242486,0.6936825248593618
1442,1442_20231117_144458_frame_398,4.0205194586492805,,1.3828861544135518,0.5929017742708838,0.7851949825701354,0.054657807998202974,0.057838227960378595,0.029748764327329185,0.038376777534918985,0.2396887242104896,0.1391875283483964,0.16340551354274768,0.08348868846079144,0.1773311023728894,1.2495918280122373
1023,1023_20231117_124217_frame_318,2.2482448859232984,,1.0041432330101279,0.25466720065566556,0.31512929995432315,0.04662096548489877,0.06637995192412631,0.02409877893078372,0.031019109663330477,0.28787125603298197,0.16463924329462712,0.1700059049781358,0.07895591888770741,0.17626345264150106,0.6694182489573104
1380,1380_20231117_130025_frame_1192,1.8199929812534907,,0.7492744178922406,0.2501436555219311,0.2567415680008778,0.03812967414197325,0.04617380704244082,0.020839043629885944,0.021017752184414647,0.24776925821040804,0.1317164079993177,0.1778172611173497,0.08824246927355005,0.13394820572935115,0.5616246170924631
1144,1144_20231117_130218_frame_293,6.155784913554495,,1.923147446345527,1.312787930546541,0.5128677374836591,0.09024557892668873,0.09899425497595181,0.04624101270106764,0.027215551345716533,0.32530597608670103,0.1830451297103327,0.1734349811758782,0.08927738359109955,0.26934353548366957,2.4286904148827615
1148,1148_20231117_163359_frame_96,7.70011179545849,,2.274735390277117,2.5547236483291167,0.6543342276806885,0.08847822249548906,0.07843831013925505,0.08021945366328993,0.029883967333528827,0.3375684295226934,0.17558997128780596,0.2219108050124233,0.08700670473399019,0.2651879176468055,2.3385433845388053
1396,1396_20231117_122138_frame_259,3.020704037436992,,1.5481005276208981,0.6655958517819945,0.9120350956064527,0.007294613403745557,0.0707133028316732,0.047236429938628845,0.04681095122272824,0.1910614118713592,0.16448809080285087,0.1164593094930794,0.0639949948282525,0.1728093021811116,0.004563806977489037
1473,1473_20231117_105808_frame_319,3.270910996859256,,1.7811947460264006,0.5823956935549743,0.9664367932189435,0.020200716106277376,0.08588685446308363,0.027013086752603888,0.06685737661078485,0.26771488957617445,0.14868247481916788,0.2707949576405511,0.0897734216958263,0.16944958547327169,0.3774752617290123
1305,1305_20231117_133315_frame_192,6.231931307469711,,1.8382151071324444,1.4506059695304658,0.18754160715473117,0.09454373849533276,0.07440659009588681,0.04993117544970226,0.012996545113449373,0.26489918313137323,0.19981121551757383,0.17837165819079726,0.2210234749695386,0.2221356309363995,2.9758332475557467
1305,1305_20231117_133315_frame_428,7.090497750770667,,1.969193747970555,2.3440836983905795,0.36714973954789076,0.08010996596872383,0.06914198131894064,0.07310316738033315,0.018512645987326794,0.2582855191431148,0.2153779691480328,0.219032335112785,0.14737539951240247,0.22781177248426482,2.773754696883721
1461,1461_20231117_123203_frame_140,3.737109575298105,,1.1000031546409288,0.7131525247061233,0.8785426838562682,0.06093432080732242,0.05200247159303493,0.029059481747153934,0.03716105576436963,0.24709313701328509,0.1409290897124349,0.173540912052604,0.09212512297929697,0.16324769440186032,1.2651632930943197
1171,1171_20231117_170904_frame_472,5.4850940265564105,,1.367132685471045,1.5301064422470383,1.046500198952047,0.0635629568368672,0.059772665692813004,0.057323062630887316,0.04613935467594849,0.2914405852746728,0.16244175159029822,0.17925005984810624,0.07099625322178527,0.21185709422484506,1.7684816937773586
1422,1422_20231117_144116_frame_251,4.924069763134701,,2.2493420393465353,1.1244299209643283,1.2246209816102258,0.019919493890311755,0.07088866061485449,0.047114476000106986,0.04939399692997379,0.24975272887054456,0.1661579139799765,0.21283213880618818,0.08991913185252,0.18656814347400966,0.3607041713334927
1441,1441_20231117_162056_frame_429,2.5087743057064023,,0.9346927223630926,0.5474630679886205,0.4532158248129554,0.046246323962633944,0.07224953665553215,0.0295170379409238,0.03382251785352207,0.2720833440404373,0.15328183701543838,0.22591179837233472,0.08400026110424241,0.1722814581506828,0.6358282052179661
1399,1399_20231117_142847_frame_45,2.1942054086090983,,0.8270504696304738,0.48265473780594376,0.5273738704205536,0.0594483173342352,0.05197508266943799,0.051074277907728505,0.0446620112052326,0.31126121330178663,0.1720743736750917,0.1694024752085543,0.12293238819978179,0.21335017217343774,0.38986490609564933
1399,1399_20231117_142847_frame_365,2.34936185636012,,0.7951417718789878,0.5867316078107779,0.6614750363455966,0.05531461499157037,0.05148248335218007,0.0580786419626855,0.04793122113482864,0.3098237174460097,0.1626372154864273,0.15558529811248784,0.08964734174550168,0.2117329531523966,0.3606216918395467
1089,1089_20231117_134638_frame_215,4.30290377299808,,1.0284221735771475,0.551001332909912,0.8144701772143267,0.07460829922331624,0.07200613453894365,0.03174610132402819,0.0359764059708154,0.29595810393672933,0.13529702414331649,0.15867314937956023,0.07083253295353782,0.2136282857733462,1.9424651762034981
1273,1273_20231117_160411_frame_90,7.297629563026071,,2.375059411892735,1.3021131745485048,1.4656175932369915,0.09521671292537444,0.0877952710430474,0.049616061085342854,0.04805503667503148,0.31541540211653024,0.1916854188125351,0.27493501657476255,0.1600421922125142,0.2775856958314446,2.1365222544879687
1478,1478_20231117_160449_frame_430,4.68127727759717,,1.779063583475714,0.7364201017569153,1.10148745381746,0.043130287968279855,0.05652800046895569,0.027431529488719315,0.04071604439357621,0.220127293839386,0.12441281248555877,0.16546947146485863,0.07567650335237472,0.16326067224140361,1.1164785008329168
1423,1423_20231117_135006_frame_738,3.0644720422891663,,1.4454093611719265,1.1240582810993593,0.2357254887926719,0.02277608521771265,0.06297058808396036,0.06731253217473086,0.021649376367174303,0.21203405416634308,0.2905908337967408,0.17658807511193347,0.20439072599577351,0.16153530570449623,0.5888024208952356
1478,1478_20231117_160449_frame_172,5.618915223966899,,2.050199855182658,0.8993414433296026,1.242404081621715,0.04481291408713806,0.05949863011015458,0.030157764698815266,0.0425678170569727,0.2243587226515437,0.13071391777788274,0.14851596806588302,0.06862025599081265,0.17444903258314157,1.3906594077234808
1432,1432_20231117_133858_frame_734,2.750442891504214,,1.0951101409530581,0.512537781002254,0.5939637174149917,0.039983222225311955,0.06516063852429999,0.024706052313371623,0.025614148407094098,0.2120904453754256,0.12201528638381112,0.11907286712101676,0.05560755673047687,0.15724404286419105,0.5755132532680763
1207,1207_20231117_131640_frame_476,2.775861940259385,,0.682200560129761,0.5629622844504847,0.2085312316778234,0.06736473445800617,0.04276798635869021,0.029641522862960713,0.016679505227864003,0.30982690944827046,0.17512438287401327,0.21571493604238703,0.09216793463876233,0.16027599178809313,1.3492754394220898
1487,1487_20231117_120420_frame_248,0.7587482656311427,,0.10060822852035604,0.038466862498683266,0.04153377271102374,0.06186309479703213,0.017734866503969975,0.012557670216488476,0.0058642088500654825,0.24240195058995215,0.08368370398071928,0.19920613698521503,0.10873238763859598,0.12467092293997016,0.4815123353913381
1486,1486_20231117_125458_frame_458,3.3662300422423956,,1.5044560618793406,0.4150148977423987,0.8132813004737717,0.038652090085040745,0.05615401560413501,0.034878602943002386,0.04652400765977891,0.19459516568406796,0.12664692474593223,0.12481145248139999,0.08446156864380604,0.17251913469508118,0.642909742192067
1098,1098_20231117_115632_frame_420,2.1435133912060294,,0.9401986144506578,0.18511149250558243,0.10311072125314398,0.06495057329124033,0.05584393156325672,0.022883941132939685,0.02844112811758797,0.3229081415681584,0.13789744000929213,0.26941534471124506,0.07272255687901498,0.19526549398419216,0.9035900583817693
1168,1168_20231117_111157_frame_618,6.017701028671606,,1.5407742654129644,1.257174408996373,0.5700241317860286,0.08388856597403417,0.07073210648157058,0.046520422972722617,0.031291186469924424,0.3069035943330155,0.1302707426927163,0.18791530115416955,0.06859361576367214,0.2258018601442815,2.689457658571306
1442,1442_20231117_144458_frame_266,4.024090698370241,,1.3398257175647301,0.6281627981970042,0.8379319980685023,0.054392974232074766,0.05795637084049286,0.03485335064915831,0.03951274749043847,0.23520156453597077,0.1380971278458811,0.15137248887798563,0.0718290187097576,0.17819075550863556,1.2430402413620718
1432,1432_20231117_133858_frame_345,3.126300248427199,,1.3891218459123238,0.5564179438944022,0.5880466522033998,0.04710259572408827,0.07718912837093671,0.02784060591903695,0.021918310002255862,0.2157732754481904,0.14107450963751422,0.11475567338372245,0.07289218771429054,0.16991939118156132,0.6845746371370808
1478,1478_20231117_160449_frame_310,5.355238084672498,,1.9095552073506747,0.9628009358003519,1.2076848853298339,0.04474059655894763,0.05926373146931878,0.03167079654015129,0.056918925707586214,0.22097358306064335,0.11392104824584987,0.1492345292028465,0.07856054001268772,0.1827694445088635,1.3122380315943196
1148,1148_20231117_163359_frame_346,7.30747903807918,,2.433904404586759,2.374775530461957,0.9486918619665329,0.06273271142687006,0.08087132333560988,0.07419027220321359,0.033172012614524765,0.3314450580375483,0.17874469660592315,0.23363044015323936,0.09639281944662349,0.24573252645639465,1.4941397620391563
1401,1401_20231117_141034_frame_374,4.678151381745538,,1.8188146768666014,0.40356293522511544,0.6089536824208914,0.08404276153473746,0.07454679344066428,0.02673287366933425,0.036646476277320254,0.2732775539113049,0.15719701577976591,0.16932752361389022,0.06777722639191235,0.21697460536827493,1.957778211106612
1098,1098_20231117_115632_frame_355,4.030573557765646,,1.4494173712332046,0.6180517991348762,0.439217139308604,0.07833555734044115,0.06693333128135075,0.03669752604527495,0.03392369761108054,0.319154009054376,0.1425927848930823,0.22963938644393325,0.06031273055848606,0.2221413661873995,1.603630975695638
1470,1470_20231117_145926_frame_349,4.006428387306233,,1.9432401540766957,0.33805024209415574,0.4769825621896401,0.05359613788961152,0.07203936410062746,0.019489814898104304,0.02541887213316411,0.2246013712788044,0.11051275453610905,0.18442956174824424,0.08355396130541966,0.16690866773144186,1.2822355039138016
1495,1495_20231117_110027_frame_1066,3.3463434725040626,,1.4679148804328777,0.7036621762267747,0.5119913080306956,0.0358982399686944,0.06670900840281006,0.034790976305576524,0.03713786324410412,0.21058703978641902,0.12581921100104757,0.1426833426250085,0.0792399794282317,0.16603555435217957,0.842122690602225
1399,1399_20231117_142847_frame_392,3.6573228905274733,,1.427852152818587,0.6944221414734069,0.8282625697787505,0.06034131566481766,0.06944782721286495,0.048569670469512605,0.04880320097134096,0.3073847669777148,0.16724336003646745,0.15229631358372167,0.11309524517022333,0.22101972703635894,0.8200889048371596
1321,1321_20231117_141734_frame_191,6.529185277667846,,1.4894297859969554,1.5217007145981085,1.4796704546179231,0.07720401332762405,0.060125868649446156,0.05546470160028974,0.05684362715283461,0.3229881555622513,0.225022686905313,0.1342289375693098,0.1550890207585832,0.24559318969279542,2.088888369995294
1470,1470_20231117_145926_frame_571,3.4304586078704937,,1.7151611254580117,0.2924036474766681,0.405800079590537,0.051176137146678596,0.07257257079256786,0.023631427467496063,0.024600822421794205,0.2238074108540849,0.12597940785808484,0.18498714201564648,0.07650991128266031,0.165541679188473,1.083674848863556
1504,1504_20231117_165817_frame_311,1.257016659120525,,0.10037558747632058,0.5050940742206851,0.5307975889066793,0.026119015483007775,0.01367693981804776,0.04133870649777115,0.04471159784926803,0.2551191426984729,0.17519972456455107,0.17723313263097842,0.0630509844979422,0.13022006652601378,0.12066443182753395
1419,1419_20231117_132922_frame_826,4.762568401745287,,2.2385802423850185,0.5891909149226228,0.6450433860594662,0.062329938502959044,0.07672274847035268,0.025662799539328367,0.030675554649050342,0.2836448442833759,0.1621555266400797,0.16690527727110752,0.10454448062181827,0.18585049969336825,1.4808093084278595
1259,1259_20231117_125126_frame_6,4.489565776057029,,1.0857976475286655,0.988080601117476,0.650963445845581,0.06849117482647857,0.050671355535890805,0.04030675893280274,0.029884685456543023,0.25394229453506173,0.11781492385881795,0.15220828699591696,0.0633767028491889,0.19062169210119442,1.7628332460607141
