,cow,filename,volume,lf_vol,rf_vol,lb_vol,rb_vol
0,1084,1084_20231117_150625_frame_318,5.17030754533541,1.6744635306424926,1.5837361115399997,1.22654892992888,0.7395889902587428
1,1504,1504_20231117_165817_frame_430,2.709781759168305,0.3704821275749316,0.5979223372692346,0.7313232697319653,1.0506359161627041
2,1432,1432_20231117_133858_frame_685,2.856549195414146,0.5776516092819176,1.1357613510522293,0.5801807555467744,0.6051466591913368
3,1470,1470_20231117_145926_frame_796,4.112849497578475,1.1067482349726168,2.0067886695151826,0.43037696679274823,0.6341260582618985
4,1061,1061_20231117_120831_frame_19,6.59916267128777,2.0269762549142327,1.9758045499107848,0.9643737445578235,1.9215798048061192
5,1233,1233_20231117_132057_frame_1025,4.612201100731847,1.6126837009665147,1.0386198838512375,1.1312584371970518,0.8672738388817829
6,1276,1276_20231117_144729_frame_103,3.596423695736244,1.690048034904242,1.2831636554559593,0.38357834632926824,0.25941298261931156
7,1231,1231_20231117_134357_frame_606,6.176357235235199,3.6024286117355544,1.4918723712747335,0.6157990200207338,0.5022105165646255
8,1399,1399_20231117_142847_frame_2,4.522499047129884,1.1963722509757024,2.037876592986485,0.6851386017994987,0.7122804369231545
9,1233,1233_20231117_132057_frame_770,5.080093355591226,1.7195275564711074,1.345092849591919,1.1643423479198605,0.9313618402660224
10,1399,1399_20231117_142847_frame_377,3.174922093562746,0.5252093011505659,1.1905362102345767,0.7228034406777627,0.8174327433564025
11,1061,1061_20231117_120831_frame_264,8.327421996191045,2.2443704986952047,2.402766669748543,1.2583949019535257,2.751751602351506
12,1486,1486_20231117_125458_frame_477,4.0719375580082025,0.999004170997739,1.7258483673721654,0.5925544892992775,0.854229204467656
13,1389,1389_20231117_152844_frame_194,4.490848376224165,1.6367059832492006,2.0321573605788963,0.3167538648710716,0.5901037639222104
14,1144,1144_20231117_130218_frame_385,5.755202530172311,2.3276106042843163,1.777170481945257,1.2682724240198102,0.41641287366218804
15,1442,1442_20231117_144458_frame_1038,3.9208116853052872,1.1327235770125161,1.5065805450431575,0.46383780702544525,0.8433902805747421
16,1159,1159_20231117_171700_frame_61,3.929361439906847,1.2845770525727291,1.6374015176021708,0.6831455047847502,0.38321158950521617
