cow,lp_group,area,back_eu,back_geo,front_eu,front_geo,lb_area,lb_circ,lb_ecc,lb_vol,lb_vol2,lf_area,lf_circ,lf_ecc,lf_vol,lf_vol2,rb_area,rb_circ,rb_ecc,rb_vol,rb_vol2,rf_area,rf_circ,rf_ecc,rf_vol,rf_vol2,udder_circ,udder_ecc,volume,volume2,farmname,robotside,filename,directory,date,time,size,computer,begin_time,end_time,yield,device_name,conductivity_lf,conductivity_lr,conductivity_rf,conductivity_rr,mean_flow_lf,mean_flow_lr,mean_flow_rf,mean_flow_rr,yield_lf,yield_lr,yield_rf,yield_rr,occ(*1000_cells/ml),peak_flow_lf,peak_flow_lr,peak_flow_rf,peak_flow_rr,interval,quarters_num,num_videos,birth_date,age_in_days,last_calving_date,days_in_milk,lactation_number,total_kick-offs_last_7d,peak_occ_current_lactation,latest_lifetime_daily_yield,total_lifetime_yield,type,avg._occ_last_9_milkings,avg._flow_last_7_days,avg._yield_per_milking_last_7d,total_yield_in_lactation,peak_yield,peak_yield_day,peak_occ_current_lactation.1
1040,l,0.1780333949014401,0.1177224582652302,0.1710955570251869,0.3225641575446352,0.3380121806407237,0.0327092878937616,1.6196134182699303e-05,0.6873932209391953,0.4402256673619091,0.4363792695027017,0.0568720446012535,9.664243415138803e-06,0.7679312850091073,0.6679849324497439,0.6585632150660212,0.0392120175596335,1.3376013501571968e-05,0.7495305413235739,0.6778046344451881,0.6316172680166933,0.0425194386995873,9.808315437232585e-06,0.654392627383508,0.4532990111953486,0.4457609077587411,0.7682474986087902,0.6813231830311176,2.2796212294933818,2.194757714389831,laufenberg,left,1040_20231117_172657.bag,videos_2,20231117,17:27:30,3490161685,guilherme,11/17/2023 5:25 PM,5:38 PM,55.12,VMS_2,4.92,4.66,4.71,4.67,1.98,2.12,2.65,2.78,9.15,16.84,10.12,19.0,154.0,2.65,2.91,3.84,3.57,09:47:28,4.0,1,8/15/2018,1921,4/18/2023,214.0,3,0.0,1911.0,56.5,108454.0,Tank,203.0,11.02,52.44,28302.07,156.13,94.0,1911.0
1057,l,0.2387682506064111,0.1435187221429972,0.2199959322328965,0.2268496338947149,0.3317242294603969,0.0459452721476965,3.548445712538604e-05,0.789496323340757,0.8731189423882537,0.8483642985969023,0.0483090724905826,1.7795709923588447e-05,0.848482509078728,1.048092302544605,1.009511431476196,0.045753532640982,2.012450895265053e-05,0.4637935999878552,1.1006011994593785,0.8989136590737458,0.075419184856096,6.512691532660164e-06,0.6553095234794453,1.5476107690169458,1.503742552766516,0.7474982000232426,0.671285455234789,4.942081014766101,4.461488517449377,laufenberg,left,1057_20231117_140050.bag,videos_2,20231117,14:01:12,2527603715,guilherme,11/17/2023 2:00 PM,2:15 PM,59.68,VMS_1,4.18,4.42,4.2,4.29,1.98,2.25,2.51,2.12,11.24,13.49,19.05,15.9,22.0,2.78,3.57,3.44,3.04,12:46:37,4.0,1,10/6/2018,1869,10/28/2023,21.0,4,1.0,108.0,43.6,81498.0,Tank,16.0,8.37,52.73,1888.92,,,108.0
1061,p,0.233536778732222,0.0949639933477286,0.1573614900640807,0.1724786670037123,0.2511757889262934,0.0339877219230225,6.0504241753243376e-05,0.5786749828218534,1.0381869381557598,0.9595462472580776,0.0676899270104523,1.3624449705712942e-05,0.6290438876099773,1.944264043674792,1.8640358527547545,0.0676212977637983,2.4200241413100684e-05,0.7449171967748344,2.345562794466342,2.2741728167159776,0.0727396089946056,1.580831130806021e-05,0.6035929542631273,2.2804487243078206,2.2532267146114955,0.4522049361067829,0.4522049361067829,7.340033928970259,7.1328388945463175,laufenberg,left,1061_20231117_120831.bag,videos_3,20231117,12:08:56,2831195622,lab,11/17/2023 12:10 PM,12:20 PM,38.87,VMS_2,4.71,,4.66,4.54,2.65,,3.57,3.17,10.63,,12.28,15.96,20.0,3.97,,5.56,4.23,11:01:04,3.0,1,10/18/2018,1857,2/6/2023,285.0,3,0.0,280.0,45.5,84425.0,Tank,29.0,8.98,41.21,32298.24,129.48,136.0,280.0
1074,p,0.1928494278234071,0.0933777941830431,0.1697990358838534,0.2229073492488238,0.2685283616465713,0.044625084066628,4.34883537295124e-05,0.5488491866837159,0.4623945893589496,0.4292208416934747,0.0744438902643569,1.0416776805001716e-05,0.6095496209599828,1.1179575642201756,1.1118851500055302,0.0331831328529073,5.290552812852527e-05,0.8560982229817673,0.498476054954254,0.4775579994515573,0.0370609813000485,2.7646164334199124e-05,0.8589012148732651,0.763380576108718,0.7377655258610417,0.6800792854026935,0.6800792854026935,2.9431933893440987,2.8977442448822424,laufenberg,left,1074_20231117_145637.bag,videos_2,20231117,14:56:58,2242570271,guilherme,11/17/2023 2:56 PM,3:03 PM,36.16,VMS_2,4.65,4.66,4.52,4.6,3.17,3.04,2.78,2.91,6.72,11.44,5.36,12.63,17.0,4.37,3.84,3.97,3.7,07:36:13,4.0,1,11/20/2018,1824,4/9/2023,223.0,3,0.0,4165.0,53.3,97220.0,Tank,33.0,12.39,36.04,28745.18,151.27,77.0,4165.0
1081,p,0.224700032182041,0.0850877069187305,0.1614887897709235,0.1470752535485883,0.2789768337341922,0.0540972646321143,3.257731764874645e-05,0.4349319180922187,0.6639808651151321,0.71707657019746,0.0665366165585138,8.90002609855431e-06,0.7294858007135578,1.2752122863626985,1.2726978733337704,0.0328230623281151,4.812753284514824e-05,0.6822706735737546,0.5053122769171122,0.4980985107356759,0.0743891079978932,1.2243559845049664e-05,0.8040351792724538,1.2318075188903383,1.1803380362864468,0.581669890514747,0.581669890514747,3.6495116466552697,3.589988001969744,laufenberg,left,1081_20231117_112916.bag,videos_3,20231117,11:29:56,4575010918,lab,11/17/2023 11:33 AM,11:43 AM,54.26,VMS_2,4.99,4.79,4.73,4.8,2.78,2.25,3.04,2.78,12.17,14.07,14.24,13.78,237.0,4.1,3.04,4.1,4.1,10:45:04,4.0,1,12/6/2018,1808,3/4/2023,259.0,3,0.0,905.0,50.9,92004.0,Tank,113.0,11.25,43.33,31236.66,137.6,38.0,905.0
1084,p,0.1897148682967865,0.0910341071890658,0.1278340094671584,0.1473042551809531,0.2242346534159486,0.0443935795883922,3.293669939758945e-05,0.6516041006256428,1.307758109815073,1.2562576148074776,0.0627033724749467,1.7589405107747465e-05,0.692689756817866,1.618375770548695,1.5746394038100089,0.0299711638677022,6.36474794217637e-05,0.7577239320898045,0.7360721062562925,0.7403184334550789,0.054009579294762,2.138985891394569e-05,0.8250253012253588,1.4677341307390548,1.4342644362122428,0.6898772032138323,0.6898772032138323,5.161111159904902,5.015117453352843,laufenberg,left,1084_20231117_150625.bag,videos_2,20231117,15:06:38,1537376667,guilherme,11/17/2023 3:04 PM,3:15 PM,53.04,VMS_2,4.58,4.53,4.52,4.53,2.91,2.51,2.25,2.65,12.08,14.82,10.98,15.17,5.0,3.97,3.44,3.31,3.44,11:03:24,4.0,1,12/9/2018,1805,6/20/2023,151.0,3,0.0,617.0,35.7,64404.0,Tank,12.0,10.68,44.33,17286.71,132.65,102.0,617.0
1089,p,0.2127221289118362,0.0786176964410751,0.1390241921661798,0.1771639471632839,0.2923762557045459,0.0328741442925994,5.053377775392087e-05,0.6054758892138988,0.6278671313720767,0.6241900544154205,0.0771214937865118,1.1796269150611846e-05,0.7259096095242146,2.0386264287863933,2.00594307314224,0.0385588441190993,3.74840011969088e-05,0.7146227925742862,0.8851299942889675,0.8687015651304433,0.067814579075838,1.7539444213922295e-05,0.744224066342334,1.105613853636775,1.0974634606711782,0.6197077703524545,0.6197077703524545,4.625139121398774,4.564945124284255,laufenberg,left,1089_20231117_134638.bag,videos_2,20231117,13:47:04,2540679858,guilherme,11/17/2023 1:46 PM,1:52 PM,43.23,VMS_2,4.45,4.39,4.51,4.53,3.7,3.44,3.97,3.7,9.55,10.87,10.54,12.28,11.0,5.29,4.89,5.82,4.63,07:56:25,4.0,1,12/15/2018,1799,4/30/2023,202.0,3,0.0,1037.0,47.7,85757.0,Tank,14.0,12.92,41.4,25256.36,146.17,51.0,1037.0
1098,p,0.2136466551821609,0.060393948916376,0.1421847029827853,0.2362226660599683,0.3187064619909873,0.0340504884889848,2.567593458944136e-05,0.584576456140091,0.5376855013563755,0.5189716357092856,0.0706057622162607,8.914799428939016e-06,0.5971899068482116,1.4016740848367797,1.372747752112957,0.0377428951867407,3.598905751833345e-05,0.6316437393061398,0.3849291158612002,0.380627184718639,0.0611943577314327,1.0356075911352364e-05,0.6829993485768844,1.296320302810171,1.2487294999309635,0.4583982848105847,0.4583982848105847,3.6407668732719256,3.523935369261684,laufenberg,left,1098_20231117_115632.bag,videos_2,20231117,11:56:58,3050667196,guilherme,11/17/2023 11:56 AM,12:05 PM,47.95,VMS_1,5.31,5.29,4.87,5.16,2.65,2.25,3.7,2.25,8.44,12.5,14.51,12.5,97.0,3.57,3.04,4.89,3.04,09:10:52,4.0,1,1/7/2019,1776,3/10/2023,253.0,3,0.0,4965.0,57.3,101829.0,Tank,258.0,10.38,43.85,31090.74,141.27,108.0,4965.0
1100,p,0.1854533433483104,0.0049322064601227,0.0050415083003635,0.1464500094493616,0.2359526071131961,0.0369997657017014,3.523200631440471e-05,0.4601768022479066,1.119506049791586,0.94863606127724,0.0697979180392174,1.0052414912428596e-05,0.7314933873609847,1.624127204135441,1.5118729029463671,0.0282011682342643,8.388251790055669e-05,0.7503781068636,0.7344141913972756,0.7456139473999848,0.0531646796012476,2.022224783012539e-05,0.8984926553798982,1.336167885607236,1.278263222112084,0.6659661497476409,0.6659661497476409,4.519520089849316,4.077926340858345,laufenberg,left,1100_20231117_150524.bag,videos_2,20231117,15:05:40,1776947727,guilherme,11/17/2023 3:04 PM,3:11 PM,31.26,VMS_1,4.85,4.82,4.8,4.83,2.12,3.04,2.25,3.31,6.15,9.59,6.37,9.15,142.0,3.17,4.76,3.44,4.5,07:28:54,4.0,1,1/8/2019,1775,2/6/2023,285.0,3,0.0,142.0,46.8,83075.0,Tank,35.0,9.77,41.89,33422.17,130.75,35.0,142.0
1102,p,0.233954193880531,0.0740767565884233,0.1398033001377787,0.2166184333341407,0.2675323184641959,0.0311357425534632,5.1279951760321584e-05,0.5421889677323332,0.5682779975575841,0.5861812882588114,0.0759254959264239,7.359263052976566e-06,0.7912517823904297,1.940925464959838,1.900407393991999,0.0472240529531643,3.947052754703187e-05,0.797399413056355,0.8211425537504747,0.7606620999428079,0.0755465548672053,1.448733205856222e-05,0.7860964457818915,1.4639930996837425,1.459385046799708,0.6396588245213113,0.6396588245213113,4.7710400077157775,4.684833628450211,laufenberg,left,1102_20231117_114115.bag,videos_3,20231117,11:41:32,1791811749,lab,11/17/2023 11:45 AM,11:52 AM,50.11,VMS_2,4.52,4.45,4.66,4.33,3.17,2.91,3.44,2.78,14.15,12.52,10.85,12.59,20.0,4.37,3.7,4.76,3.57,11:25:47,4.0,1,1/27/2019,1756,4/19/2023,213.0,3,0.0,200.0,50.8,89280.0,Tank,28.0,11.9,38.61,24485.16,135.55,93.0,200.0
1116,l,0.1837074571053963,0.1040790315147649,0.201900679151246,0.2855474549064338,0.3481793812251872,0.0561023873140068,2.279470264553426e-05,0.6678108664350476,0.8496420126031788,0.8315416578635932,0.0519424028545289,1.660313942946599e-05,0.6037895049834816,0.7034528780393651,0.698166092134425,0.0422913007113154,2.15401718091238e-05,0.6342555121480079,0.4686398012976623,0.4710953572592273,0.0445688084315558,8.134138695367445e-06,0.607287099127592,0.627869848005695,0.6361944668449097,0.7439281827164264,0.4625171045674294,2.360302421467659,2.326008071618542,laufenberg,right,1116_20231117_141845.bag,videos_1,20231117,14:19:42,6708885177,maria,11/17/2023 2:17 PM,2:27 PM,54.85,VMS_4,4.4,4.36,4.48,4.32,2.51,3.17,2.78,2.91,10.19,16.8,12.68,15.19,,3.44,4.1,3.7,3.84,12:23:57,4.0,1,3/5/2019,1719,8/4/2023,106.0,3,0.0,397.0,37.2,63975.0,Tank,,11.0,44.24,11476.25,128.15,42.0,397.0
1127,p,0.2043109634661351,0.0548016729523768,0.1019425673453606,0.1513499340518919,0.2546439161300292,0.0388742453708433,5.257551450724484e-05,0.5525445359951358,0.7089450814683054,0.7129591696430714,0.0976587717448508,9.085429601997926e-06,0.6969951060992747,2.6463495047254617,2.5871955058522063,0.0146631483696529,0.0001841369282006,0.7449198454215138,0.1660247166120636,0.175767069210336,0.0601139136338275,1.5409287666495863e-05,0.8123311705218157,1.1946340264373738,1.183980126572363,0.5392925859761091,0.5392925859761091,4.718358766409358,4.648926419330332,laufenberg,left,1127_20231117_144642.bag,videos_2,20231117,14:47:02,2358678106,guilherme,11/17/2023 2:46 PM,2:55 PM,46.43,VMS_2,4.38,4.33,4.31,4.46,2.12,2.78,2.38,3.04,11.79,13.05,12.37,9.22,25.0,3.17,4.1,3.7,4.1,08:07:12,4.0,1,4/12/2019,1681,10/6/2023,43.0,3,0.0,42.0,36.1,60685.0,Tank,18.0,10.81,53.0,4949.11,,,42.0
1139,p,0.2802902277732355,0.0726277707214446,0.1522620971640447,0.1721735422374872,0.3054444542060343,0.0479541893737338,3.841944235462922e-05,0.3988707230568994,1.1407423227386584,1.1041483062624835,0.109470538503819,7.713946771533533e-06,0.5508509420733837,2.819630333946927,2.7463006857801635,0.0564443292764213,6.125858212785711e-05,0.7610328400703518,1.114988076079014,1.0763372570726215,0.068924909713623,1.848651051147392e-05,0.809581749408505,1.9174097461694928,1.8152985923541969,0.5845826261032854,0.5845826261032854,7.0297904728801,6.898173380583011,laufenberg,left,1139_20231117_114132.bag,videos_2,20231117,11:41:48,1948637392,guilherme,11/17/2023 11:41 AM,11:55 AM,54.34,VMS_1,4.44,4.56,4.53,4.43,1.19,1.98,1.72,1.85,11.71,15.1,10.91,16.62,17.0,2.12,3.17,2.65,2.78,10:40:44,4.0,1,5/13/2019,1650,9/24/2023,55.0,3,0.0,162.0,39.2,64644.0,Tank,32.0,7.06,41.92,6246.67,,,162.0
1144,p,0.2663493208575729,0.0892890208411134,0.181822602919619,0.1852471019223118,0.3272948059612108,0.0485024650288851,3.1234961974596104e-05,0.4486592634320917,1.1700560419098416,1.1178113501103335,0.0914682120778228,1.2220249433329792e-05,0.7161004745401629,2.31156261794104,2.278544540369719,0.0325084294552098,8.7995639873205e-05,0.8108468935897102,0.5090951438611278,0.5147801519321517,0.0907478014377774,1.7556714845560285e-05,0.8544908120317479,1.87365973224887,1.846481821801089,0.6918416299440084,0.6918416299440084,5.864856396332093,5.715807795211338,laufenberg,left,1144_20231117_130218.bag,videos_2,20231117,13:02:40,2575514057,guilherme,11/17/2023 1:02 PM,1:10 PM,50.57,VMS_1,4.38,4.15,4.19,4.09,3.7,3.17,3.7,3.7,9.55,16.29,9.46,15.28,42.0,5.16,4.37,5.03,5.16,09:52:04,4.0,1,6/1/2019,1631,8/23/2023,87.0,3,0.0,305.0,36.6,59688.0,Tank,117.0,12.57,38.6,10452.85,,,305.0
1148,p,0.2514176800278166,0.0891451979302995,0.1804662905012444,0.2311509560531997,0.3350548077139448,0.0664607774436549,1.647564058071066e-05,0.5858771950576679,2.027515230602251,1.9355623849049644,0.0817159666776144,1.029299910397268e-05,0.4785961497727503,1.850728131794096,1.848220213520564,0.0259173150161047,7.42906472219731e-05,0.7390224497264163,0.4943674351596087,0.4765856355449597,0.0781285261284744,1.1900829349781662e-05,0.7600412526765536,2.201763143709244,2.095098443618992,0.5205712744502768,0.5205712744502768,6.458562545868565,6.328114153980172,laufenberg,left,1148_20231117_163359.bag,videos_2,20231117,16:34:16,1951089212,guilherme,11/17/2023 4:32 PM,4:40 PM,36.62,VMS_2,4.65,5.27,4.58,5.07,3.44,3.7,3.31,2.38,9.88,9.22,10.69,6.83,600.0,4.76,5.16,4.76,3.57,07:32:32,4.0,1,6/22/2019,1610,7/11/2023,130.0,3,0.0,2328.0,49.8,80210.0,Tank,455.0,12.05,33.34,15357.29,146.86,87.0,2328.0
1151,p,0.2035470770390595,0.0569512946515632,0.1034029255160196,0.2586898588235133,0.2931700731573162,0.04178467991337,2.995363953939788e-05,0.7139830303652175,0.9884381074882485,0.8846225735630266,0.0763431034405936,1.0192558660919065e-05,0.3268579779225829,2.01674073446147,1.9531241042246168,0.0416280635790483,2.7850084797141262e-05,0.8503101934797236,0.9040363937776094,0.877304657720789,0.0474128136821514,2.982889909406405e-05,0.7693488782377269,0.7796308053307335,0.7501518385133791,0.7048439160713195,0.7048439160713195,4.579985246848586,4.349485694341485,laufenberg,left,1151_20231117_145552.bag,videos_2,20231117,14:56:14,2298155123,guilherme,11/17/2023 2:55 PM,3:01 PM,40.74,VMS_1,4.51,4.55,4.47,4.62,4.5,3.84,4.23,4.37,9.19,8.88,9.99,12.68,1088.0,5.69,5.82,5.95,7.01,07:33:06,4.0,1,6/29/2019,1603,7/30/2023,111.0,3,0.0,4557.0,43.4,69612.0,Tank,1409.0,15.41,36.63,12914.5,137.98,83.0,4557.0
1153,p,0.1852799967554817,0.0658948160372483,0.1244009118684945,0.1457329069951843,0.2312076910691561,0.0180168762554768,0.0001014686400625,0.6561874689991765,0.3422277926612221,0.3854398736763791,0.0892746452389692,8.686738443145027e-06,0.7131043572176464,2.507123682505451,2.429524564823755,0.025699120113651,5.093193135771654e-05,0.7573436140874767,0.4613535548459451,0.4960701118379181,0.0575492398786644,1.4036564567250504e-05,0.7607265726350366,1.2829064031498578,1.2327045492293824,0.48229249957622,0.48229249957622,4.449558064469132,4.398581439824996,laufenberg,left,1153_20231117_143046.bag,videos_2,20231117,14:31:04,1999321516,guilherme,11/17/2023 2:30 PM,2:36 PM,36.84,VMS_1,4.58,4.55,4.33,4.56,3.7,4.23,3.7,3.97,8.29,9.41,10.36,8.77,28.0,5.16,5.82,4.89,5.69,05:16:22,4.0,1,7/1/2019,1601,9/3/2023,76.0,3,0.0,480.0,44.6,71325.0,Tank,26.0,13.66,36.97,9776.53,,,480.0
1159,p,0.1966585697970364,0.0510493088751062,0.1070854609392824,0.1686715049463487,0.280229665847499,0.0398692483686083,3.394335317862436e-05,0.3968040022347961,0.8621652279729266,0.8455695494020018,0.0688759854847058,1.0008349118412922e-05,0.6177069561636185,1.4603068043820004,1.4550439104076187,0.0240958078890537,7.487214070670251e-05,0.7707369886831028,0.3981872817143251,0.3752184991326707,0.0622479925160006,1.951987956176736e-05,0.8109971876968027,1.5100208632782692,1.4480785143247237,0.6217180096214227,0.6217180096214227,4.17907121978806,4.11653229373904,laufenberg,left,1159_20231117_171700.bag,videos_2,20231117,17:17:16,1888747555,guilherme,11/17/2023 5:16 PM,5:25 PM,36.31,VMS_2,4.65,5.06,4.71,4.6,2.12,1.85,2.65,2.38,11.42,6.64,10.08,8.18,782.0,3.44,2.51,3.84,3.04,10:45:49,4.0,1,7/14/2019,1588,11/8/2023,10.0,3,0.0,7882.0,44.7,70993.0,Divert 2,3268.0,8.92,27.7,542.2,,,7882.0
1163,p,0.202415295253836,0.1174910207566917,0.1852624935655588,0.2201614627164277,0.298243242044822,0.0245862786831451,5.161530745636229e-05,0.5870983338281324,0.3937873236895946,0.3640144491259379,0.0747931712126149,1.2156700135204133e-05,0.6983621537664013,1.2796614958015615,1.294024423823089,0.0360348249402707,6.217355829725106e-05,0.7396873560363851,0.6981254162440775,0.605003724341954,0.0625894225125335,1.5432949932934838e-05,0.811741274693031,1.566476654798656,1.530774233791402,0.6307716264667086,0.6307716264667086,3.7973532269339767,3.576445009677451,laufenberg,left,1163_20231117_164620.bag,videos_2,20231117,16:46:38,2196197082,guilherme,11/17/2023 4:46 PM,4:57 PM,43.03,VMS_1,0.0,4.08,4.0,4.02,0.66,1.98,1.46,1.72,1.12,16.4,11.4,14.11,11.0,2.12,3.04,2.38,2.65,08:07:34,4.0,1,8/4/2019,1567,8/9/2023,101.0,3,5.0,194.0,41.4,64874.0,Tank,21.0,5.66,39.05,10857.44,124.02,77.0,194.0
1164,p,0.2520937295141555,0.117468318653638,0.1729514365499786,0.2001766753595316,0.2640886792081829,0.0752798264575232,2.065628116088002e-05,0.3845263190238655,2.330846871360044,2.4065235365762083,0.0869972482224742,9.976108206190208e-06,0.7095594671140185,2.889051157148047,2.7953079891980432,0.0287023385258357,7.859310730898089e-05,0.861250504356238,0.6553960354812584,0.6753163428791603,0.0737490999567607,1.68351436458469e-05,0.8805541152707798,1.7440896729001822,1.7281003610241823,0.7296911085725458,0.7296911085725458,7.398160321347846,7.379920082136522,laufenberg,left,1164_20231117_151515.bag,videos_2,20231117,15:15:32,1855576094,guilherme,11/17/2023 3:14 PM,3:20 PM,39.09,VMS_1,4.11,4.08,4.07,4.09,4.37,3.17,3.97,3.97,9.17,10.43,9.96,9.52,31.0,6.08,4.76,5.69,5.16,06:08:43,4.0,1,8/4/2019,1567,10/25/2023,24.0,3,0.0,74.0,36.1,56512.0,Tank,32.0,14.71,45.87,2573.63,,,74.0
1168,p,0.2339940991034383,0.074765521422761,0.132149525396914,0.199428236173873,0.3023607416066035,0.0540989178210377,2.2590521497123455e-05,0.3933538610813467,1.6802622455512322,1.636114793761709,0.0815391252987049,1.1273176679004343e-05,0.4506511658773373,2.639927047970082,2.5655463478898497,0.032139664671255,5.494851104923673e-05,0.7805132783538016,0.7593588621755971,0.7334846099060872,0.0681237896836809,2.101302649203152e-05,0.6246005567074109,1.6657089186957144,1.6504249511602846,0.4287766283873809,0.4287766283873809,6.708612515712365,6.566587800308126,laufenberg,left,1168_20231117_111157.bag,videos_2,20231117,11:12:32,4127507981,guilherme,11/17/2023 11:11 AM,11:25 AM,54.78,VMS_1,4.57,4.69,4.46,4.76,1.46,1.72,1.46,1.98,13.6,15.28,13.21,12.7,220.0,2.51,2.65,2.38,3.04,08:42:29,4.0,1,8/17/2019,1554,9/17/2023,62.0,3,0.0,1345.0,42.7,66303.0,Tank,271.0,6.48,44.72,7977.36,,,1345.0
1170,p,0.1851766069854892,0.0539873551991999,0.124294987335434,0.1672105452219708,0.2712450572578667,0.0440973290809575,2.9382767935659613e-05,0.6479769519796007,0.9751865682366272,0.9098590779149216,0.0515847779769287,1.6488804262769086e-05,0.6259498696274642,1.0805418485868383,1.060896818849914,0.027359180144133,6.137045150967599e-05,0.7610578655329365,0.4157372321903971,0.4192877118493674,0.0545533753284608,1.809842419253546e-05,0.7410283440842278,0.8845929364870382,0.8656143889200231,0.6391963012411677,0.6391963012411677,3.3498158251059675,3.2175000280844266,laufenberg,left,1170_20231117_170106.bag,videos_2,20231117,17:01:24,2144290019,guilherme,11/17/2023 4:59 PM,5:07 PM,32.54,VMS_2,4.45,4.33,4.51,4.33,2.91,3.31,3.7,3.17,5.73,7.45,8.07,11.29,160.0,3.97,4.63,4.89,3.97,10:36:59,4.0,1,8/27/2019,1544,11/3/2023,15.0,3,0.0,457.0,32.4,50035.0,Tank,268.0,13.19,32.1,767.83,,,457.0
1171,p,0.2154865911467573,0.0837115836653745,0.1650174091433258,0.2258076611820443,0.2876096861783026,0.0587654466031956,2.32328612873379e-05,0.725524194284192,1.597963779989676,1.556821985104757,0.0598600891208873,1.7750146204812018e-05,0.484632066791529,1.5269671659647457,1.5405489165436983,0.0537674186435351,2.936385187304388e-05,0.8422242783021036,1.38920446310066,1.4141654197695606,0.0520933005651457,2.638184846009491e-05,0.4707815870453785,1.2783332769259852,1.2898797774398223,0.5164277134508475,0.5164277134508475,5.442877478813149,5.609257896951693,laufenberg,left,1171_20231117_170904.bag,videos_2,20231117,17:09:22,2149508737,guilherme,11/17/2023 5:07 PM,5:16 PM,52.69,VMS_1,4.78,4.75,4.74,4.76,3.17,4.1,3.57,4.1,13.91,13.76,13.69,11.33,131.0,3.97,5.42,4.63,5.16,13:38:18,4.0,2,8/29/2019,1542,1/3/2023,319.0,2,0.0,240.0,44.4,68394.0,Tank,36.0,14.47,38.03,32691.61,123.12,61.0,240.0
1173,p,0.2450067129870546,0.1344636218506953,0.2036612085948011,0.2528385522968895,0.2963237005242832,0.0403134470966454,2.460475045314859e-05,0.6930131708660817,1.0817912358681177,1.1290673120458932,0.0776529743117156,1.5165938130087365e-05,0.6204019221220277,2.3439745743798377,2.1711445554252915,0.0408311786749994,2.8611574247931973e-05,0.5645797427583735,0.9505339216365686,0.9856310128074632,0.0870479566327046,1.0884991173135048e-05,0.6739997407164806,2.90899049947956,2.744246465005364,0.5773765873146329,0.5773765873146329,7.295055897735345,7.148910425838798,laufenberg,left,1173_20231117_174946.bag,videos_2,20231117,17:50:02,1921913340,guilherme,11/17/2023 5:47 PM,5:59 PM,47.84,VMS_3,4.23,4.2,4.36,4.3,2.12,1.85,1.85,1.85,12.46,12.35,10.25,12.79,,2.91,3.04,2.65,2.91,11:30:58,4.0,1,8/31/2019,1540,11/11/2023,7.0,3,0.0,,43.0,66208.0,Tank,,7.34,28.78,546.83,,,
1177,p,0.3070952186042734,0.2172072155429235,0.2399550767406126,0.2628786776726211,0.3085808865733178,0.0108861331032202,0.0001503032357423,0.4607379035487758,0.2505675369414775,0.2374468610045605,0.125021228041536,1.0213025899517904e-05,0.7617666955256712,3.7998483777029177,3.666957718645633,0.0623477839152222,2.0107498599686267e-05,0.8640918968534327,1.9980031808537897,2.2848173039370074,0.1247217282058207,7.776898011808784e-06,0.6991811060210033,4.905518465176016,4.781796807160879,0.5717364902652743,0.5717364902652743,10.765835736043211,10.68485527255268,laufenberg,left,1177_20231117_171845.bag,videos_2,20231117,17:19:00,1826087806,guilherme,11/17/2023 5:18 PM,5:32 PM,69.49,VMS_1,4.31,4.15,4.21,,2.38,3.17,1.98,,21.21,26.28,22.0,,14.0,3.44,4.37,2.78,,17:42:19,3.0,1,9/18/2019,1522,10/28/2023,21.0,3,1.0,74.0,35.6,54161.0,Tank,20.0,8.63,47.14,1872.56,,,74.0
1192,p,0.1777903201326291,0.0909785671582698,0.1020797037001545,0.1647099322322282,0.2575256221794271,0.0141812546303823,5.173113524163237e-05,0.6654674959604598,0.1618210868870043,0.1616977935065999,0.0687408793897303,6.782202531929418e-06,0.5511948094384495,1.3350842422283002,1.322925592811898,0.0331712526872377,2.111577577454381e-05,0.6503479297690554,0.5050535643215168,0.4902575215240182,0.0547559600466711,1.5346653933789092e-05,0.7778630021033697,0.7957644144899846,0.7736733024017519,0.5705958000803778,0.5705958000803778,2.840962161456504,2.789191244485839,laufenberg,left,1192_20231117_135119.bag,videos_2,20231117,13:51:52,3894384480,guilherme,11/17/2023 1:51 PM,1:57 PM,30.89,VMS_1,4.58,4.56,4.53,4.36,2.38,2.78,2.25,3.31,7.28,6.88,6.24,10.49,5.0,3.44,3.7,3.04,4.23,07:53:25,4.0,1,12/1/2019,1448,11/29/2022,354.0,2,1.0,225.0,45.2,65473.0,Tank,15.0,10.92,37.27,35458.32,122.59,43.0,225.0
1198,p,0.1642769146131057,0.092616689480601,0.174003998467898,0.2161690668227272,0.3101000388584142,0.0296692541806198,5.8813494665087694e-05,0.3792370350032215,0.650019629666385,0.6731878313120712,0.0687107767059879,1.2410340275999182e-05,0.6690254090247548,1.6309479539555995,1.6030303419858611,0.0188859611401631,9.320704502842744e-05,0.6773725359449767,0.2417358350164375,0.2624172233310212,0.047171533806993,2.0173712677145656e-05,0.8503466820389247,0.7464902704933015,0.7415675533659516,0.5894988431402909,0.5894988431402909,3.340569948814992,3.30634853640481,laufenberg,left,1198_20231117_115055.bag,videos_3,20231117,11:51:26,3406363225,lab,11/17/2023 11:54 AM,12:01 PM,39.0,VMS_2,4.31,4.18,4.19,4.13,3.57,3.84,2.25,3.7,6.83,12.59,7.52,12.06,45.0,4.63,5.03,3.17,4.76,12:04:31,4.0,1,12/23/2019,1426,1/12/2023,310.0,2,1.0,405.0,31.5,44885.0,Tank,56.0,12.18,29.73,26546.59,103.74,31.0,405.0
