cow,udder_vol,lf_vol,rf_vol,lb_vol,rb_vol,udder_sarea,lf_sarea,rf_sarea,lb_sarea,rb_sarea,front_eu,back_eu,right_eu,left_eu,front_gd,back_gd,right_gd,left_gd,udder_peri,udder_area,udder_circ,udder_exc,lf_peri,lf_area,lf_circ,lf_exc,rf_peri,rf_area,rf_circ,rf_exc,lb_peri,lb_area,lb_circ,lb_exc,rb_peri,rb_area,rb_circ,rb_exc,lf_len,rf_len,lb_len,rb_len,missing
1102,8.658630891960433,4.072827894359751,2.6187533975060635,0.6852380575008675,0.6458548233889201,2339.550023049389,876.0386792211342,782.9963522294993,298.43834251555046,365.7810273759844,15.880683758287104,5.690712152384784,16.860539384302626,17.802492307286755,27.38457727351863,13.907078067505344,22.35813123566996,22.55784534025234,1011.7743041713136,85429.0,0.7498494481757545,0.6396588245213113,826.0559159102154,20772.302325581397,0.7015863513707813,0.79125178239043,669.2985565973348,24009.0,0.6873059440668603,0.7860964457818915,439.2203461105328,10287.0,0.674379355542861,0.5421889677323332,489.9898987322333,12526.0,0.6510570130283141,0.7973994130563553,54.18040855440474,42.9203525978536,37.16011683663263,35.985604428482695,0
1127,10.163407113884823,2.7717609107101198,2.8086495170409034,0.7338385611748928,0.6063749953055986,2306.2522319602085,1169.27471385995,742.6857296276676,459.1586919661893,158.7015406406724,13.10638558972704,9.94713940794401,17.106550894487913,17.6934189113439,25.25833017150648,13.214120846308496,20.657812334828513,20.740866132480953,1083.2590180780453,72477.0,0.7801192014731095,0.5392925859761095,835.6122650963194,34071.5,0.7261152686397013,0.6969951060992747,646.842712474619,22858.5,0.6968713211661639,0.8123311705218158,435.46298679765215,9894.5,0.7237122050110318,0.552544535995136,310.12846301849606,4579.0,0.6159960969706635,0.7449198454215138,46.96979865726118,36.83780953940946,21.29236259548483,24.00914521383924,0
1139,10.248961515131946,2.7717609107101198,2.617015605335534,1.0278874848008912,0.7401983156977605,2033.4555837360435,670.8227464738211,747.2629872395589,437.77053226981656,417.8094567600471,14.205755101215605,5.771234473674402,18.49821305096461,20.13723283592098,30.77086963783171,14.624117992896968,25.20264881096087,27.235028912087923,1148.9331162702408,81581.0,0.7776772227927882,0.5845826261032857,609.9538892174879,20772.302325581397,0.7261152686397013,0.5508509420733837,607.8305191657993,20331.0,0.693242659635649,0.8095817494085047,465.4274528917194,12404.0,0.7111693981553076,0.3988707230568997,464.9188309203679,9744.0,0.5638581283036164,0.7610328400703515,43.04276272167831,53.78596193495451,48.24266691038555,42.01701612019028,0
1144,7.308129729173848,4.828315339237046,2.765545720628146,0.7338385611748928,1.1410494865994387,2033.4555837360435,950.120959790362,918.6779964764672,526.7634953766388,330.1109361344154,17.838291671568975,8.193293589517456,21.59157343294784,20.879509565550723,33.11265346975157,18.114409355129197,29.24070205988697,29.417346611235097,1057.8376618407356,69102.0,0.7753731260087977,0.6918416299440088,653.7827919510468,25998.0,0.7604317224343752,0.7161004745401632,613.747258045114,20958.0,0.7001963367427056,0.8544908120317477,481.9066376115481,14052.0,0.7525314260870349,0.4486592634320916,403.7289680818844,7491.0,0.6042597571191237,0.8108825818920055,43.04276272167831,30.935547249203644,47.88267049891101,42.30828986822971,0
1148,7.308129729173848,4.70165474883063,3.8809282389132074,0.7338385611748928,0.8681219324553416,2592.6978093074213,925.0165750026624,803.9827710735519,370.2807496676978,213.0800626262184,20.26484164481483,7.239638250754915,17.858221643543608,17.22545694927582,33.32260548857498,18.247160248322576,26.58258225221425,30.63684746594145,1194.1879502661795,64238.704545454544,0.7775565840851183,0.5205712744502777,732.842712474619,30102.0,0.7033774446470578,0.687583540458948,673.8721497261419,26685.0,0.7390507900789662,0.7600412526765534,442.9167547350518,10162.19642857143,0.595000352086505,0.5858771950576679,384.07821048680194,8072.0,0.685564058585211,0.7390224497264165,43.92831059855721,54.34147074812125,31.52793401326929,38.26241919418692,0
1151,7.795235651834591,3.4527963051052373,1.8481252663604757,1.171835520194563,0.8532858830665766,2078.549506694256,837.4528504156997,461.74472236112615,430.7066040351124,370.4764522524979,18.603804531331264,4.201385408308052,23.400187196066888,17.22545694927582,29.39281443050423,10.37005909837568,23.985955646618773,26.70326947691248,1111.7615433949868,77424.0,0.7873642944302387,0.7048439160713191,722.6589462905454,29788.0,0.7108672827214887,0.687583540458948,523.5462479183374,14889.0,0.6826823545269379,0.7693488782377269,569.8721497261419,15467.0,0.6026188466386397,0.7137696207569465,431.00176363624496,9534.123529411765,0.556865682690747,0.8503101934797238,49.78777321186839,43.27111354484393,44.66698075767846,28.421093945418583,0
1153,6.584192687271515,3.061955223667048,2.306520406929009,0.3089526992933515,0.4145190933832657,1951.309601276197,966.5325239714282,612.8357813798984,168.3515540704797,251.39829654059528,14.389650516284703,7.120422528831143,18.621720880280574,19.02425195753092,23.586521484964265,12.872805742440065,19.652148908520328,20.8151459858418,1085.17575695736,77051.0,0.8214642792638903,0.4822924995762197,858.1503243191938,35268.0,0.7261152686397013,0.7131043572176461,655.706673505298,24271.0,0.7076456064386318,0.7607265726350368,343.82947314527274,6608.0,0.7007164343136416,0.6561874689991763,427.94826817189073,10293.0,0.7068238334149866,0.7573436140874769,40.94768332805172,38.04469804751394,31.322683278495575,30.42524242174331,0
1159,9.664792486983778,2.7717609107101198,2.490803655382808,0.8741031826891098,0.7344710565919728,2175.480182735425,944.4784391799626,625.1726182228754,460.3621441026922,229.27300339373696,16.089359766660237,4.504528654941139,17.858221643543608,17.22545694927582,28.05058128076972,10.536584000213018,26.358021138119963,26.88576337041784,1088.9331162702408,73591.0,0.7772997957611185,0.6217180096214221,803.0203820042827,31798.0,0.7261152686397013,0.6177069561636189,589.889393668845,19522.0,0.7039863326113859,0.8109971876968028,490.2741699796952,13417.0,0.7094112567229841,0.3968040022347967,398.912734265958,8201.0,0.6498586841109352,0.7707369886831027,51.263534638189306,46.293322781852574,33.295248214481454,33.05949185744998,0
1163,4.360501486344896,1.1116717323350191,1.9783907024577807,0.6623432724981466,0.6036915088715786,1818.0747138055297,663.7310090118932,599.2757685620224,255.29992873470772,316.52863914300013,20.255726815796653,10.457233912884991,17.858221643543608,17.22545694927582,29.03936086782432,19.21639211596459,27.3157200133067,30.456531346739336,1065.7199128346442,70843.0,0.7853942062575668,0.6307716264667088,662.3158005400378,26066.0,0.7581846905528026,0.6983621537664011,701.1980515339463,23792.0,0.6204341125041408,0.811741274693031,433.64675298172574,10296.0,0.6836488032613885,0.5870983338281324,520.2152954766495,10190.0,0.6548354033893732,0.7396873560363852,43.04276272167831,40.22710555445624,34.78583432973903,40.48649187946293,0
1164,7.308129729173848,5.255461554667713,4.272438303950821,0.7338385611748928,0.62364254114226,2650.7475398136703,1053.0325837193168,778.7020390848226,370.2807496676978,246.33014225358136,17.56985654493077,9.6798261209614,21.20398368752556,17.828949629976474,26.253282403183118,16.955129323954754,22.676960343249117,25.89344208111265,1147.5777772109132,80677.0,0.7698309110601235,0.6046557625721969,713.445742854949,30133.0,0.7510371993191293,0.7095594671140182,723.2274887854693,23359.0,0.7060502368697188,0.8805541152707799,569.8893936688451,10162.19642857143,0.7283895396375731,0.3845263190238645,403.01933598375615,7965.0,0.6357748327808311,0.8612505043562378,51.22964952219754,28.673349216869475,45.49346011533187,36.98710176897018,0
1168,10.095375456466897,4.229279219817575,2.9965358573836065,1.2338348434864006,0.940288031989438,2504.195431168392,862.8748301981764,755.1285190859694,552.5036213647609,327.37556679118626,16.28876190508474,5.90355785754257,20.063908856597244,22.082035948324723,30.230147805639184,13.441505702621273,24.4145951626122,25.35498191789363,1110.7909806465098,73786.0,0.7511868387105758,0.6046557625721969,661.6589462905454,27159.0,0.7817087980759181,0.687583540458948,566.5076656851998,18408.5,0.7216829816363062,0.6246005567074109,535.5315292925759,17319.0,0.7414223842784806,0.39335386108134685,457.22644276494276,10301.0,0.6190970723870243,0.7805132783538015,37.0539906701996,27.11948809870733,34.78583432973903,41.899636441374376,0
1170,6.093923621267238,2.229985999061914,2.254965044832619,0.4809332436063074,0.5533852742481171,1851.275091933443,575.7435051412247,511.0343528535478,458.94113493779736,217.6911577912474,13.53316617107678,5.312604498313857,21.233023203710523,20.235315644316096,27.3290820219727,12.488647073082902,23.627547046548703,23.911612040965803,1024.8082245892128,65768.0,0.7877190038971755,0.6391963012411673,603.611219075793,21532.0,0.7406238050222013,0.625949869627464,575.58787847868,20013.0,0.7569718003698277,0.7410283440842278,489.60512242138304,14454.0,0.7562362786290858,0.6479769519796006,429.2203461105328,9363.0,0.6401434134866307,0.761057865532937,44.89584124416768,45.75773080453198,36.17601642276906,37.16440020798021,0
1171,8.780818663972678,2.9935284533818174,2.433769182113207,0.7338385611748928,1.0170935544167408,2147.023742019766,657.2392626498175,578.7417628418359,537.9830797304649,467.50446649620494,18.50570042874263,7.613050448737442,17.858221643543608,24.71508306364272,28.73000107477388,16.730839778901615,24.02885849017333,24.47927634696524,1065.5361466505706,71369.0,0.7910088709279365,0.5164277134508468,576.8122292025696,20298.0,0.7714640016829881,0.687583540458948,538.8416664540924,15910.0,0.722763521371,0.7178447194710836,442.9167547350518,10162.19642857143,0.5894044691132703,0.725727103526864,563.9898987322333,15516.0,0.6129870619874428,0.8422242783021039,38.07545696686867,36.65663454294972,36.32947424440035,34.65620377423647,0
1173,9.111657319421576,2.736533717894363,3.3681315362088253,1.0747008913456984,0.8836503428121391,2541.31900548414,828.0207989016061,913.8950789740336,415.708393655593,387.0736976526371,21.46563744587685,11.306974108612838,23.68758846175926,20.882071426327585,29.51403905163109,20.31398312052504,23.63601604530372,25.329289966935463,1167.6509370638316,82838.0,0.7639021350477084,0.5773765873146327,637.5128060534578,22934.0,0.7121624073447729,0.6204019221220277,673.2346314604057,27825.0,0.7688454883236503,0.6739997407164806,561.3290398693841,16996.0,0.6763464017510119,0.6930131708660818,499.1391770309007,14875.0,0.7547251536256748,0.5645797427583731,43.04276272167831,42.92487510784819,38.467116016049104,39.75676555854833,0
1177,7.308129729173848,2.7717609107101198,2.765545720628146,,0.6617208809119408,2033.4555837360435,670.8227464738211,699.8787164779886,,328.1481805136305,15.23734462585899,7.572529289147017,17.858221643543608,16.237026550126384,26.128287261362704,15.329586713718875,21.432438577747572,16.900914659968603,1011.7743041713136,64238.704545454544,0.794990489108781,0.5717364902652771,753.5128060534577,30449.0,0.6739095688949089,0.7617666955256714,616.1902012273466,21262.833333333332,0.6582140069695803,0.6991811060210037,,,,,431.00176363624496,9534.123529411765,0.6271471386907395,0.8640918968534325,34.19302519120688,,,33.77560387545945,1
1192,4.8065761568476475,2.9272006425758885,1.304491945735656,0.2590511501481223,0.1725618111637247,1884.4826120833845,813.7974514605903,540.9519808358189,150.30032768712653,341.8363176397065,12.953774677718135,7.969233506366468,19.29149984942932,19.43996648011658,25.43312081203003,9.959665869710117,21.85619392215285,18.54144352647762,1011.7743041713136,64238.704545454544,0.780197729780645,0.5705958000803777,822.183332908185,20772.302325581397,0.7259221061503691,0.5511948094384502,661.1538956566621,23283.5,0.6674887904185438,0.7778630021033697,461.32999615553604,10656.5,0.6221170793459515,0.6654674959604598,431.00176363624496,9534.123529411765,0.667453609316756,0.6503479297690558,45.305831903346466,40.61658099463741,34.78583432973903,21.2983408469041,0
1198,7.074192352297393,3.4106594501597467,2.4472878418162933,0.5300609593933674,0.6577929044185132,1839.9181251151592,795.1925233968169,561.7826888649947,317.31224114923185,212.8631260543106,21.45844526696977,9.193391045993144,20.12527038509217,23.144620942682234,31.30718521657332,17.693237195923867,22.0542812243156,23.193011871850388,1000.607214462436,62818.0,0.7921489129044411,0.589498843140291,703.144227664784,26593.0,0.6697179905947526,0.6690254090247548,607.7888886054567,19582.0,0.6643259460891231,0.8503466820389247,390.8355697996826,9110.0,0.7511373383163261,0.379237035003221,357.97160876900364,6945.0,0.6919364031227105,0.6773725359449766,39.42294988623882,40.47168783643232,33.40884516370054,26.034027203591663,0
1200,6.040810018482638,2.152166535578787,2.133370972948744,0.1200390665141157,0.196912668086004,1871.8313131953607,848.2719767422543,747.3237195930171,135.8590015307568,160.22135413228412,10.609607032226402,7.572529289147017,17.858221643543608,15.431535694336942,19.48486286896648,22.63199251064465,21.432438577747572,16.17574445136602,968.607214462436,57998.0,0.777421921926298,0.5802504668365284,649.031529292576,23862.0,0.7124112727331243,0.7758353097192107,604.1259377015544,21347.0,0.7328811842197115,0.7815776325539292,321.9421715174808,5677.0,0.6813991214413656,0.6176506161337862,368.69343417595167,6942.0,0.6548604082598861,0.790781408143349,36.55534046341412,28.85831206829289,34.78583432973903,33.77560387545945,0
1207,7.074192352297393,3.4106594501597467,2.4472878418162933,0.5300609593933674,0.6577929044185132,1839.9181251151592,795.1925233968169,561.7826888649947,317.31224114923185,212.8631260543106,21.45844526696977,9.193391045993144,20.12527038509217,23.144620942682234,31.30718521657332,17.693237195923867,22.0542812243156,23.193011871850388,1000.607214462436,62818.0,0.7921489129044411,0.589498843140291,703.144227664784,26593.0,0.6697179905947526,0.6690254090247548,607.7888886054567,19582.0,0.6643259460891231,0.8503466820389247,390.8355697996826,9110.0,0.7511373383163261,0.379237035003221,357.97160876900364,6945.0,0.6919364031227105,0.6773725359449766,39.42294988623882,40.47168783643232,33.40884516370054,26.034027203591663,0
1212,5.799500233588296,,3.2213152726159806,0.6538688279277733,0.6617208809119408,1836.5454030686983,,868.8123632147295,527.7634030846727,251.83316143262192,17.411122965872988,8.18109990218886,22.43772670539726,20.108249494663884,28.415272856665407,16.547101127197312,24.80984062775112,22.926182324987877,1147.5016587651646,76398.0,0.7866153113330023,0.618719573095436,,,,,792.3645737753169,21262.833333333332,0.7393686536267494,0.6803880538301346,592.1980515339465,10162.19642857143,0.6485330290167863,0.6856996699351079,444.2741699796952,10697.0,0.6824276736654631,0.569990098091911,,46.478912732568446,37.351833548641416,32.06982350819654,1
1219,8.496083387546815,3.825089530775929,2.4139357851377947,0.8712499911991587,0.7972377046780779,2021.4902279466546,830.4336328468057,591.6564850655545,300.7022941312947,300.1238949449472,8.337626014086368,5.64101504810956,19.352927125723014,18.14902167204216,26.024776426261784,11.47336383412939,20.870458103395507,21.533613928420824,939.8670990922585,53057.5,0.7615244155416958,0.6708946006499896,639.7924599429249,21197.0,0.6508930326897961,0.6791173405214832,515.8477631085024,15221.5,0.7164310201161372,0.8127598177634348,371.71424945612296,8417.0,0.7646508482242476,0.4581761044651752,411.9305012189244,7861.5,0.5756470025186067,0.8171143464540859,46.33857677921772,34.32832304686319,38.83861091131857,35.955172960662296,0
1231,6.859550498699123,2.7636207276832883,1.8031568110019003,0.6249020231675337,0.48100808042990184,2180.280946956922,1050.1847045099503,658.2069372447072,272.6974334420247,268.09182611234337,13.569184042031322,7.109192297981762,16.640095135798767,17.473872423292512,25.648586761167092,12.201867503519033,19.84598215650067,22.10844202373402,973.3437584951455,58986.5,0.7828346102272727,0.6046557625721969,665.4665581351203,27534.5,0.7827151179131209,0.5287799133291431,553.2797436238418,16532.5,0.6799678843550443,0.7871675274347683,346.16652224137044,7652.5,0.8021594413601294,0.5030848985258224,364.7645019878171,6773.5,0.6408022140284007,0.722781192211385,46.3728417763724,41.617516498849156,32.30544045688271,26.899541502886148,0
1233,9.622511560906366,3.621894432229914,3.2357346884510987,1.1717731617857416,1.09213509816048,2161.0177020112624,721.8262248148509,647.1848014555542,385.090049592246,425.6607045100594,16.7643661894477,9.901840672016345,21.87078126047106,21.98722443947902,28.98474240803405,17.574306987516053,24.69059096746897,25.647561974828008,1004.222438151586,60313.0,0.7537997009282562,0.5838076863662311,576.9482681718907,20529.0,0.7729996805092784,0.6153638533564558,542.3746750430836,17227.0,0.7352221372544643,0.7189540687369717,440.9777054234136,11809.0,0.7649924157975346,0.5550027175865817,432.747258045114,9985.0,0.6737777309008319,0.6694309368150028,47.59549733868111,49.624468322104775,35.8398124284654,37.62780841500223,0
1240,7.673415077287204,3.908781827746832,2.8211216847748424,0.456336491749204,0.6057039871783532,1926.5982201103377,847.3171963937,605.2751484836148,304.05109646993174,213.03260445996756,10.163071395357052,3.795497188613448,17.224269573455274,16.947187163276485,22.886359040425063,9.63773038460826,21.094294623234603,22.317554980025832,999.335136523794,61635.0,0.778130471297822,0.5502027333724198,661.3746750430836,26963.0,0.7781628889251425,0.6521258725348864,574.5168106668145,17891.0,0.6817722964969574,0.791580035674223,398.7350647362943,8904.0,0.7185329035626351,0.452993552945644,400.7411613907042,7409.0,0.5865607066899785,0.7438738809920699,44.55220605339101,46.69191662617738,38.44524527846591,34.19362734057966,0
1243,9.593221295959829,4.514484501824641,3.2036932884189904,0.9764483976955444,0.670023046400051,1956.280114919788,841.7185831199823,610.5519992711652,352.20269435008134,211.9823552096609,18.30887338639769,8.546482345061532,20.319960397676475,22.106953517970247,27.588293962315053,14.433757381702042,22.003756902703586,24.35314002254236,1013.9209229614208,60798.0,0.7866153113330023,0.5462084484137434,680.7005768508881,26643.0,0.7266665677605867,0.5615692460366237,576.333044482741,17451.0,0.6488204536210466,0.8550281502273769,399.4863273947651,9478.0,0.7463159588163845,0.5326715723264673,320.8294731452727,6075.0,0.7356179809481331,0.654177369350303,41.86865292568744,36.64926064010128,36.91836805446801,24.605196525300663,0
1245,9.005797827324592,3.9134625340275244,2.3021763422397643,0.8717772315506449,0.6617208809119408,2237.448215541348,872.5603194784526,560.1374597394874,289.35038445680425,542.9420198987639,10.158116249740402,6.155047449222971,20.435623274297097,21.32166256405136,24.291250110372808,14.836495015230998,24.56610195652941,26.117189346386706,1029.6610383315983,64728.0,0.7688018438332823,0.6711167855948871,641.6000717874997,24521.0,0.7502594391455222,0.7191409587043615,546.7919369326617,17374.0,0.7266143622611805,0.6857837888309968,392.24420971790903,8682.5,0.7027710587273001,0.7155521498128696,554.263022691402,13722.5,0.5614777069410397,0.83091824969583,50.27761555789556,47.75724311431382,41.3551462528206,37.484744981238975,0
1246,8.542129910399252,2.4769546452812072,3.5536048113391137,0.7338385611748928,0.7786991570327508,2049.40000419804,496.1835000859643,817.9876517504713,534.4690036063731,243.98812434087577,18.358145728309776,10.006401288826522,18.26963025524009,22.754637200117795,26.394925553440192,14.937522051602995,18.573402266008955,23.81621081665012,1033.9797974644666,68367.0,0.8025449770503843,0.6007520920412701,550.3746750430836,17578.0,0.7353496270847429,0.7551051074558043,724.1858582251266,27830.0,0.6646993525220143,0.7465433189581059,504.5756851698602,15369.0,0.7614192755115278,0.4972618929100673,362.0365799264592,7123.0,0.6829169644576089,0.7630706433467691,44.72523410118144,37.5812664385889,31.221639268935835,25.892696067011293,0
1258,7.301366918537287,3.2427790377914083,2.6914134357569957,0.5125208035751607,0.5227876039844254,2117.8200832705515,923.2715014791645,776.7745736450222,265.36273455007694,257.21852161707875,15.23734462585899,13.206772783050384,17.8100070363366,20.69884265756073,31.142304488818382,19.831886152676155,22.141390261434708,22.641230027925374,979.8204178980325,62323.0,0.7991805635914182,0.5576437713993767,676.5589642374204,25444.0,0.6976639130713478,0.7388456914301165,611.064537881567,20015.0,0.6772003939763558,0.8376440287102784,383.96603512485706,7803.0,0.7465539313128675,0.644738032890302,373.0162876565512,6979.5,0.6541877483267693,0.7168633103019622,46.59048259780741,50.68448650830464,31.170022970201487,31.94543476017892,0
1259,7.499762906778775,3.801990453756379,2.40330631473083,0.5079749236887094,0.3615558880596334,2390.552563006683,888.5496437603681,719.7202016967988,459.02643318618186,339.2870502162752,15.57889153889671,6.107374223724035,18.872913869771743,15.370942550212453,25.974694466550304,11.76969285469458,21.658183147595118,20.13338544173441,1054.6488450227787,69668.0,0.7858647532765753,0.5809243626743137,700.4406922210657,28338.0,0.7228096978118899,0.6682391884518603,605.6173157302028,20645.0,0.7062643791241221,0.7944995782669508,448.3269478283311,11303.0,0.7048111657588544,0.3645817519457184,406.0426765808692,8832.0,0.6730309299061056,0.7631004938447784,32.923747048682024,51.529960055677954,27.929086574534622,27.25175966237108,0
1263,7.1792373813763675,2.537990649017887,2.4001653730929613,1.185567827377763,0.9519130159565545,1968.5938185383445,665.5728643500966,523.0224590463954,529.01151310514,325.41300628890195,14.018192997491468,7.124046847123083,14.631002163228358,13.870450808665211,25.362512104124164,13.728249692296517,17.07221864811325,18.84146983462123,899.1513703397204,50321.0,0.7849964077533,0.6047321650735482,626.1264607118176,16370.0,0.7261152686397013,0.6395771452274392,510.4041122946064,14815.0,0.7210395606514999,0.7622095937096098,443.17009357883865,11323.5,0.7283472761005518,0.6163012098719589,388.33252147247765,7443.0,0.626262956208067,0.831640106578869,43.498288290114346,38.46538941730411,35.72119591853292,28.60460993887373,0
