cow,udder_vol,lf_vol,rf_vol,lb_vol,rb_vol,udder_sarea,lf_sarea,rf_sarea,lb_sarea,rb_sarea,front_eu,back_eu,right_eu,left_eu,front_gd,back_gd,right_gd,left_gd,udder_peri,udder_area,udder_circ,udder_exc,lf_peri,lf_area,lf_circ,lf_exc,rf_peri,rf_area,rf_circ,rf_exc,lb_peri,lb_area,lb_circ,lb_exc,rb_peri,rb_area,rb_circ,rb_exc,lf_len,rf_len,lb_len,rb_len,missing
962,7.308129729173848,5.573957541887206,4.085820276402695,1.1114116428574283,1.092560294833564,2033.4555837360435,670.8227464738211,804.5705321533461,370.2807496676978,328.1481805136305,17.81899546480697,7.572529289147017,19.782035178265044,21.64846066170968,33.57345374640323,15.329586713718875,21.432438577747572,29.70357006484138,1011.7743041713136,64238.704545454544,0.7747024483411966,0.5963755089260108,852.4173516239526,20772.302325581397,0.69746011405273,0.6393726931073498,621.3574311003805,22633.0,0.7364511621625883,0.7597342027347302,542.5107140124046,15590.0,0.6643836185118361,0.6483970272854416,505.2741699796952,12677.0,0.6235820375688348,0.7222363281825958,42.45733244970958,42.9203525978536,37.86215491334518,33.77560387545945,0
1003,10.09257325604928,,2.765545720628146,0.7338385611748928,0.6617208809119408,2079.613915638713,,726.7609596914809,551.4155028981829,421.6658320400945,14.39014807976305,8.39771880700808,17.56699418600064,16.153134949280805,25.843397703743648,16.213415554747257,22.22571083233353,23.11755768155866,1078.6316010800756,72353.0,0.7821819967079864,0.614229373060916,,,,,658.8254685319159,26554.0,0.7676602699142149,0.5680850676888348,595.7716446627536,10162.19642857143,0.6481986131794384,0.6667850664446018,549.5767311903868,14590.0,0.6118838983072148,0.7453841085075606,,50.5522617584932,45.07526496921894,41.30409924243363,1
1023,5.71478345746605,1.621161904286881,1.6999280746746497,1.0399279237305148,0.9185184466962032,1950.0882188323585,590.2414754879745,618.2521601280478,416.5172867456369,402.92971799759954,17.495512389638932,7.698302997872322,24.10803913562395,24.84622095816886,28.64552057449493,15.524940001808584,25.09615224441089,25.734496954674825,1004.38181771802,63911.0,0.7941578568742836,0.5876525285966997,527.3208511739211,16527.0,0.7492618138444672,0.6323527359062887,569.5756851698602,19119.0,0.7423722898661563,0.67467262596326,508.048773235279,14489.0,0.7043066244200418,0.6629297396322987,505.469083452062,13280.0,0.6548864219593112,0.5773820304935847,48.38712135075683,44.50049484184829,36.84477649421559,37.68154813458375,0
1061,8.568867840547767,3.3976858128382337,3.2028581191249583,0.7279018409338214,,2408.8638323787795,851.6362227615297,834.2170049938295,294.6345553617055,,13.27011098503577,7.943372545231877,15.75677177759506,13.268326623672522,25.27730337774826,15.37649098932368,21.65722420943739,17.90863325302403,1057.7615433949868,75677.0,0.7866153113330023,0.6046557625721969,713.7066735052979,25813.0,0.7261152686397013,0.6290438876099778,636.3929650063131,22520.0,0.7022119080157484,0.6035929542631274,458.5584412271571,9627.0,0.595592487174881,0.5786749828218534,,,,,38.25734973566109,49.5397394170046,25.44304017358624,,1
1074,8.226312229891251,3.949913653458976,1.996374416633472,1.375643035493214,0.793431656848649,2117.6607016158164,1062.524430198065,699.8787164779886,461.61076489256897,278.7098577981656,17.57360149849605,7.500773437798092,21.45402473258762,19.280326758436757,27.28108357975338,16.8647589745094,21.605180793980104,28.334032452554094,1028.2640687119283,67788.0,0.8065857930735808,0.6800792854026935,687.8366158202092,28806.0,0.7662431664749897,0.6095496209599829,564.2264427649427,15961.0,0.6382355832659058,0.8589012148732651,475.3807716974934,11705.0,0.655056670506862,0.5488491866837156,489.8477631085024,10742.0,0.5650889686978485,0.8560982229817673,44.53672367606391,42.9203525978536,34.78583432973903,33.77560387545945,0
1081,9.478594789784337,4.8004541639296985,3.181683452484661,0.8290212297487819,0.5933647354680847,2463.0798437386006,787.6250147083648,783.3901594937788,551.8267801388976,337.9215195438238,13.147271882764974,7.400913635264519,18.36429222687928,19.71520068322834,27.78946178662928,15.94029328165476,22.67958081191103,27.26245967021727,1173.8031739553294,83867.0,0.7630478030296478,0.5816698905147472,754.541197284454,32392.0,0.7140692185690887,0.7294858007135578,702.97875144394,26819.0,0.683042370688593,0.8040351792724539,470.57568516986026,13561.0,0.7651935002000329,0.4349319180922186,431.7411613907042,10606.0,0.7186332511011537,0.6822706735737544,43.04276272167831,50.10124418702952,45.33573915854256,40.27209617616273,0
1084,6.723700716846214,2.215566381630321,2.3727812296287514,0.8781321192171195,0.7843984869007803,1906.1535932255952,656.9575509429052,574.1090958023414,416.1194196022633,271.70275223954235,13.039555792189752,7.4559732192746395,20.99698754931575,14.871327080090783,21.87414107179972,12.600173640474786,22.60399160314605,20.107085085141293,1014.4858941188763,61709.5,0.7552906324607576,0.6898772032138323,582.250306372319,20421.5,0.7573101973949605,0.6926897568178663,566.2711216524904,18232.0,0.7146630755565946,0.8250253012253588,476.98380207782344,13486.0,0.7518651121536003,0.6516041006256426,414.6848122046001,9039.0,0.6618816621101702,0.7577535024794977,31.309323726557412,44.28290626536286,34.84333630870936,26.459850625462117,0
1089,8.459232116702184,3.4383739414655925,2.7781520414446605,0.9244405701427107,0.925373256638332,2170.740877627175,810.3783384545924,692.766176317715,320.67477445448344,381.5271014210228,14.288840195874949,6.474104351223612,18.749517563729064,16.67618625376405,29.97729313285592,13.881111714944597,22.41660726875196,22.65756458076825,1053.134126397017,71133.0,0.8065152968147613,0.6197077703524547,663.6711395993651,26611.0,0.756198369889961,0.7259096095242145,593.4751801064718,20625.0,0.7340389313564458,0.7442240663423341,436.63455967290594,10408.0,0.6852145283694633,0.6054758892138983,499.6406563273158,12939.0,0.6544370630341859,0.7146227925742864,48.85984787984727,51.98251148507871,36.927979705707,32.74114956148908,0
1098,7.619284320248025,3.1019538402640365,2.6423369057670727,0.8069935715027073,0.6082336700334248,2303.3847181989463,814.8832193735107,665.7525328593423,417.81981858272985,355.85510808329724,19.326862114244577,5.032730056011018,24.502936462304078,17.22545694927582,31.671376244945836,14.640972136893945,26.25439694902288,28.56479882019034,1011.7743041713136,64238.704545454544,0.7866153113330023,0.6046557625721969,722.7777413171634,31916.0,0.7699305138175974,0.5971899068482119,702.8843430349616,29244.0,0.7411399391830751,0.6829993485768852,527.2031021678298,15996.0,0.7347208647535293,0.584576456140091,512.0315292925759,13348.0,0.6381118568008433,0.6316454065819257,42.89385071952725,42.6787865210736,45.682466493949136,41.13237844839384,0
1100,7.6045362160295396,3.4003408943587665,2.871732798776601,0.6579431362450074,0.546071448962019,2037.443215482186,766.4557040374784,621.6320003896682,384.3062837552805,274.95044551965486,13.89906635926004,7.572529289147017,23.946778497040267,21.3448935794914,24.11102419446749,15.329586713718875,25.578766740412856,22.383107682991145,1154.3473298326137,71696.0,0.7866153113330023,0.6659661497476412,708.1980515339465,29861.0,0.733205438982397,0.731493387360985,644.2091988222396,20205.0,0.6026928024073976,0.8984926553798981,526.7594513539337,13707.0,0.630051103298726,0.4601768022479067,368.56958851545033,7411.0,0.7037872137545356,0.7503781068636,30.696688926704663,42.9203525978536,39.03419754899098,25.754763307288968,0
