cow,frame,filename,udder_vol,lf_vol,rf_vol,lb_vol,rb_vol,udder_sarea,lf_sarea,rf_sarea,lb_sarea,rb_sarea,front_eu,back_eu,right_eu,left_eu,front_gd,back_gd,right_gd,left_gd,udder_peri,udder_area,udder_circ,udder_exc,lf_peri,lf_area,lf_circ,lf_exc,rf_peri,rf_area,rf_circ,rf_exc,lb_peri,lb_area,lb_circ,lb_exc,rb_peri,rb_area,rb_circ,rb_exc,lf_len,rf_len,lb_len,rb_len
cow,145,cow_date_time_frame_145,7.1742220322151695,2.9315393992381575,2.1845146037038377,0.7637382547820226,0.4901665981836076,2203.9281933868824,788.1051263456038,691.9622414559233,301.20674139821733,325.16766899726963,21.585317945177454,7.294448907864444,25.05581168018274,25.699101481656406,30.59166704660372,16.002766427054276,25.07052691524422,24.35252606340873,1416.3544725075503,117083.0,0.7334318897046551,0.5504816404729896,798.6417023478423,39147.0,0.7712663473518474,0.7136718007607568,843.2691193458119,40800.0,0.7210039329837457,0.7664935294089793,571.5462479183374,19946.0,0.7672959796078624,0.4531404158201313,559.9838020778235,16564.0,0.6637799896731392,0.5734165079041298,40.20851767628726,39.45698338455918,36.577131204671666,31.02800649304576
cow,150,cow_date_time_frame_150,6.995160602847051,2.870853469969622,2.16548375325648,0.7079976452365748,0.5027107152345902,2164.6026035810264,744.0745132445724,696.318817268053,306.08616738273327,339.65803609969925,21.41562019242303,8.073211644042717,24.838497125779117,25.795514880981546,30.220089451682153,16.2970389172701,25.23017160335564,24.12273071331971,1417.8691911333115,119312.0,0.7457987619825945,0.5692753994779095,799.6122650963196,38990.0,0.7663094921055199,0.7212449004850566,856.8254685319159,41121.0,0.7038640713964115,0.7564279190057737,581.9310242291876,20166.0,0.7483187111331436,0.42747896413633224,573.747258045114,18400.0,0.7024031344765475,0.5185713198974603,40.457542905463384,39.29011804270339,34.91720521559691,42.84020350689983
cow,155,cow_date_time_frame_155,6.922501845436152,2.842719744238864,2.2504181812435036,0.7061520415286462,0.45482607087086235,2241.1104127549725,811.679233780847,731.7840072258887,287.64734731264014,358.57551519363784,21.227794509450217,7.2322869770753915,24.889383751477602,25.985573933253885,30.164522054874247,15.945546570913713,24.91133471707575,24.48698533221087,1438.070201260088,123655.0,0.7513830111310498,0.5564308059824947,847.0803025278549,42071.0,0.7367896779058875,0.7604656821302704,920.3645737753169,44932.0,0.6665700970351734,0.7713331731527726,593.5939751330898,18854.0,0.6724103632340975,0.25653744960269953,552.6761902332486,17150.0,0.7055576060334401,0.5038942244068381,40.981892371870366,4.380228369291362,36.8323014550121,42.099065359056006
cow,353,cow_date_time_frame_353,6.788455353405103,2.3729429045562647,2.1939113703727404,0.781464706164447,0.6440199098020842,2263.264267241502,701.2825756302913,683.7261931028406,341.06763567906864,451.9424448040071,21.219301548880352,7.331516740948375,25.275900158042653,26.238771523829747,30.231862852570558,16.13620737073803,25.316046739535253,24.647765509691634,1415.3422791987302,118046.0,0.7405223647192863,0.5813409311176262,770.0142853498729,36877.0,0.7815700031789021,0.7050787911655416,818.683332908185,39013.0,0.7314544962896938,0.7333907002896568,598.8599564173221,21370.0,0.7487965546295807,0.5484198256928504,622.3452377915607,20155.0,0.653927987555432,0.48978679326009417,45.186337808810954,38.068671627498894,36.318720567518525,41.272131318420854
cow,354,cow_date_time_frame_354,5.047189188852841,25.365813125467888,11.931306834286204,22.482658482695115,26.499903332365882,11849.35420668217,3778.979733635412,3706.9765489281026,1804.645661552501,2713.828382111377,21.447064425804786,17.700163029427536,14.142869534520095,25.87392188510227,22.093329041810076,143.70422493654354,88.68218536190268,144.07139182985415,1427.827560572969,120500.0,0.7427546675360491,0.6136140430483188,777.0203820042827,37647.0,0.7835656988807748,0.7073722036062553,827.3401871576773,38636.0,0.7093062407658378,0.7323774035301505,606.3746750430836,22314.0,0.7626147185908091,0.533696516954945,618.1320343559643,21267.0,0.6994450364582976,0.6287232297374444,,,,1.9655769314572058
cow,356,cow_date_time_frame_356,6.8940508105576015,2.4871313859262023,2.0551565926514352,0.8948828326090323,0.6869844562619236,2302.744393228778,726.6280810742273,653.2284253301084,341.08984495865406,478.32684092151004,21.133280189010616,7.225211147947122,24.898839395130334,25.645936967111222,30.093130032960037,16.396538808276855,24.779212177509397,24.19340634660852,1432.5554826343268,118636.0,0.726446201324719,0.5915929425887436,787.0142853498729,38053.0,0.7720288578426878,0.7299830953191396,840.819371877506,38132.0,0.6777882417392789,0.7362293825492023,593.3452377915606,21527.0,0.7683842472166595,0.5295304114975107,630.2802666341051,20277.0,0.6414253872374882,0.4104117348707591,43.27631841374604,36.871208406717685,36.476527102413,12.603499642632034
cow,357,cow_date_time_frame_357,6.476260904208655,2.2746222322328826,2.0075609639268563,0.7584324726677261,0.6523010877111057,2119.034145185426,697.3064736419668,605.6113540467431,313.9736387621317,423.01453479640634,21.170559405612074,7.068360509553314,25.77905223023884,25.87554869576154,30.213063810553663,15.858591382211468,25.26872450904824,24.33040420513324,1445.5260453828039,117926.0,0.7091981424249812,0.6004994501797523,781.0203820042827,37046.0,0.7631790694266211,0.7179313689693566,807.1686142824236,37993.0,0.7327990852112675,0.7445094480268691,591.7888886054566,21525.0,0.7723593545194145,0.5706272353397334,638.031529292576,20737.0,0.6401349074906079,0.46125795817996673,42.111630177341546,37.888998525513244,36.529242412409694,42.75251096721548
cow,363,cow_date_time_frame_363,6.432915114550976,2.266975706156291,1.937254233794138,0.8558192817352345,0.6346367585279369,2155.801031943511,699.1617172824867,637.2332054480571,313.2481661448352,401.07567568300055,21.183120642691915,7.621998715991102,25.666834053111725,25.7669177208943,30.095771875554,16.436272566628034,25.3949898503865,24.15228084692003,1428.655987697715,118785.0,0.7313346233932536,0.6173581963062884,776.6356056934325,37237.0,0.775800319402612,0.7117747737677727,833.547293938864,37911.0,0.6856691539094674,0.7483134780341465,595.0609665440988,21746.0,0.7717316665046332,0.5603397891164945,619.7533546995239,21252.0,0.6952994706261133,0.5324767868682735,43.57064001104953,38.76173288044557,35.899080500656126,14.03875770858292
cow,365,cow_date_time_frame_365,6.872930202486662,2.3745675313695216,2.260963932885207,0.8782992679431627,0.645784213458094,2192.7013162302947,740.9863811576272,657.6221164083726,323.53977257018045,390.85591315914485,21.256860627997376,7.171966938296245,26.12657725627446,25.65268627278495,30.107059828374254,16.192932184949584,25.717175984829854,24.0343270577755,1433.4844148224613,118935.0,0.7273334979313891,0.632978948696697,763.7716446627536,36549.0,0.7873327213774353,0.7190732511764685,815.8549057834387,37526.0,0.7084615412834947,0.7327796803741952,596.4751801064718,21737.0,0.7677586452038836,0.5937393598143278,633.9959953866431,22491.0,0.7031461452167502,0.6172374859248636,43.28500566593365,38.55866026743923,36.356586009644644,42.10752901910285
cow,366,cow_date_time_frame_366,6.595449660726484,2.291547921454666,2.0099975278799755,0.8774077987922564,0.6903043246014171,2218.3736347726535,708.862134088258,643.5398755760236,326.31950992184284,419.9926039620916,21.11255938677152,7.0451646492133975,26.394034341146384,25.40973517943731,30.343826117262868,16.028003084536717,25.637069665816963,23.97588443140237,1429.7270555095806,119338.0,0.7336388947268208,0.6312782617968067,769.2213921310594,36494.0,0.775048044260799,0.7265698544570769,818.2335854398791,37519.0,0.7042170167198458,0.72506912669654,597.0609665440987,21982.0,0.7748893788473978,0.5668809421419527,638.2741699796952,22706.0,0.7003835843373932,0.6152915509074899,42.701591199161285,39.12443760886597,36.46911187856465,42.2994904900433
