animal_number,milk_flow_duration_mean,yield_visit_mean,yield_lf_visit_mean,yield_lr_visit_mean,yield_rr_visit_mean,yield_rf_visit_mean,peak_flow_rf_mean,peak_flow_lf_mean,peak_flow_rr_mean,peak_flow_lr_mean,notmilk_visit_duration_mean,interval_sec_mean
1244,254.33616118769882,17.032661717921528,3.99288441145281,4.515832449628844,4.992163308589607,3.531781548250265,2.840933191940615,2.873001060445387,2.828271474019088,1.7198303287380698,95.16542948038176,34623.428419936376
1245,305.4350064350064,19.537734877734877,3.982406692406692,5.434749034749035,6.11976833976834,4.000810810810811,1.9953667953667955,2.309189189189189,1.9625482625482626,2.3146718146718146,100.12483912483913,36403.002574002574
1246,285.5813953488372,14.116360465116278,1.9257674418604651,4.901383720930232,3.3231046511627906,3.9661046511627904,1.8743023255813955,1.1405581395348836,1.4640697674418603,1.6275348837209302,96.88372093023256,24561.555813953488
1252,548.8333333333334,22.0218407960199,5.543731343283582,5.596592039800995,5.927835820895522,4.953681592039802,1.6286567164179104,1.371492537313433,1.1256716417910448,1.349402985074627,94.59950248756219,42100.02736318408
1255,297.9192708333333,18.583645833333332,4.057135416666667,4.848684895833333,5.524114583333334,4.1537109375000005,1.6538281250000002,1.71765625,1.9775,1.811328125,95.83072916666667,37331.34765625
1258,263.73732718894007,18.049562211981566,4.506451612903225,4.182096774193548,4.292165898617512,5.068847926267281,2.0123502304147465,2.0650230414746544,2.221935483870968,1.9817972350230415,106.35483870967742,36669.30414746544
1259,315.0256797583082,17.652462235649548,4.399365558912387,4.7800453172205435,4.46880664652568,4.004244712990936,1.7963746223564956,1.5310876132930513,1.4096374622356496,1.5844712990936558,97.81419939577039,31833.214501510574
1261,357.71634615384613,18.151802884615385,3.844014423076923,5.436201923076923,5.618461538461539,3.253125,1.5336057692307692,1.9329807692307692,1.5998076923076923,1.7264423076923079,95.45673076923077,28360.891826923078
1262,468.22535211267603,18.948591549295777,5.729718309859155,4.138028169014085,2.881455399061033,6.199389671361502,1.5709859154929577,1.5174647887323944,1.08,1.3388732394366198,105.01408450704226,32663.197183098593
1263,257.7248322147651,15.373120805369126,2.889463087248322,4.337432885906041,4.259614093959732,3.8866107382550337,1.7163422818791947,1.5469127516778525,1.7438255033557046,1.689060402684564,98.24832214765101,26276.11409395973
1264,201.075382803298,14.37720848056537,3.458127208480565,4.02321554770318,3.233439340400471,3.6624263839811544,2.323816254416961,2.428833922261484,2.2458657243816256,2.102332155477032,99.06595995288575,32603.459363957598
1266,435.9895591647332,17.94415313225058,3.7621693735498845,5.782459396751739,4.8952088167053365,3.504315545243619,1.5854756380510442,1.2027146171693737,1.5587935034802785,1.2853364269141532,99.06844547563806,35854.41415313225
1267,421.6524390243902,18.352225609756097,4.906509146341463,4.717012195121951,3.9640701219512193,4.764634146341463,1.3352743902439024,1.4957926829268293,1.1566463414634147,1.2935670731707318,99.6890243902439,33798.33993902439
1268,221.7826086956522,15.530652173913042,3.264130434782609,4.104782608695652,4.306739130434783,3.8550000000000004,2.28,2.393478260869565,2.402608695652174,2.675217391304348,100.3913043478261,28903.978260869564
1270,325.37142857142857,14.980857142857143,5.383,4.953114285714285,0.0,4.644742857142857,2.9130857142857143,3.101828571428572,0.0,2.0761714285714286,90.34285714285714,36992.40857142857
1271,377.77415458937196,19.648925120772947,4.948478260869566,4.869661835748792,5.072342995169081,4.758442028985507,1.7966666666666669,2.2447826086956524,1.5261594202898552,1.4132608695652176,95.41425120772946,38502.871980676326
1272,401.9017341040462,17.262326589595375,5.8569942196531795,0.5525,5.819017341040463,5.583121387283237,1.506936416184971,2.6471965317919075,1.928150289017341,0.51,82.43352601156069,34535.31936416185
1273,301.79891304347825,17.411608695652173,4.0853152173913045,4.378608695652174,4.874423913043478,4.0732608695652175,1.7002826086956522,1.7375217391304347,1.6762826086956522,1.7431956521739131,94.20108695652173,35200.57608695652
1274,258.703743315508,13.905839572192512,2.5668556149732624,4.251454545454545,4.171005347593582,2.916524064171123,1.4730481283422459,1.3952085561497325,1.9057540106951874,1.8521711229946525,96.35508021390375,32441.073796791443
1276,352.84537968892954,18.18310155535224,4.000905763952424,4.797465690759378,5.561344922232388,3.8233851784080515,1.5090027447392498,1.5832753888380604,1.7581152790484904,1.3905946935041171,97.45654162854528,30590.951509606588
1277,365.10136452241716,13.769044834307993,5.7930019493177385,,7.976042884990253,,,2.260701754385965,2.0221052631578944,,63.67056530214425,29045.171539961015
1279,262.66788766788767,16.81142857142857,2.6313308913308915,4.988046398046398,5.957716727716727,3.2343345543345543,1.944981684981685,1.667912087912088,2.238168498168498,2.3649084249084247,97.25885225885226,31801.2442002442
1281,286.91523713420787,17.08803229061554,4.317991927346116,4.298052472250252,4.1542179616548935,4.317769929364278,1.9002018163471242,1.9541473259334006,1.5859132189707368,1.5405045408678104,95.7891019172553,35206.307769929364
1282,247.63199105145415,15.874485458612977,4.961107382550335,,6.357885906040268,4.555492170022371,2.416912751677852,2.194765100671141,2.5967785234899328,,83.77740492170022,28802.690156599554
1283,225.83294930875576,14.719781105990783,3.2246082949308756,4.147891705069124,4.405345622119816,2.9419354838709677,1.8069815668202764,2.2559447004608297,2.159654377880184,2.130483870967742,96.9089861751152,29320.867511520737
1284,345.27789934354485,18.46177242888403,6.051925601750547,4.36858407079646,4.761378555798687,5.488074398249453,1.8312472647702407,1.8140481400437636,1.6738293216630198,1.7333628318584071,89.0328227571116,29863.57111597374
1286,295.53799392097267,16.547203647416413,3.711276595744681,4.43176291793313,4.932735562310031,3.471428571428571,1.4416413373860182,1.5939209726443768,1.8687537993920975,2.0781155015197568,96.92401215805471,29369.006079027356
1288,527.1636863823934,19.07812929848693,4.168734525447043,5.183314993122421,4.634800550206327,5.091279229711142,1.3282530949105915,1.0881705639614856,1.272792297111417,1.357716643741403,98.75103163686383,38099.02475928473
1291,237.01385681293303,14.375612009237877,2.5884872979214784,3.4360854503464204,4.578706697459584,3.7723325635103926,2.4534872979214777,1.955473441108545,1.9605311778290992,1.75635103926097,96.72748267898383,29210.49884526559
1293,337.15691868758915,16.687517831669044,4.870356633380884,3.680855920114123,3.463409415121255,4.672895863052782,1.5314122681883025,1.6913837375178318,1.7761198288159772,1.7504422253922967,95.85306704707561,34578.93437945792
1294,265.63529411764705,17.25313725490196,4.111607843137255,5.826549019607843,3.8522745098039217,3.462705882352941,1.8861176470588235,1.8291764705882352,1.992705882352941,2.7694117647058825,105.18823529411765,33707.901960784315
1295,291.142091152815,13.891742627345844,,5.336353887399464,5.886890080428954,2.6684986595174265,1.4404825737265414,,1.9346380697050938,1.8572654155495978,77.86595174262735,31755.268096514745
1300,290.76146788990826,15.431376146788992,3.909021406727829,4.2553822629969416,4.388440366972477,2.878532110091743,1.3831192660550458,1.5056880733944955,1.8089908256880733,2.066422018348624,94.74311926605505,29547.183486238533
1305,387.29479768786126,16.165676300578035,5.921294797687861,5.261445086705202,,4.9829364161849705,1.6312369942196532,1.6550982658959539,,1.4030057803468208,81.74566473988439,33270.27167630058
1312,403.0753246753247,18.981376623376622,4.326831168831169,5.066181818181819,5.125155844155844,4.463207792207792,1.6142337662337662,1.4766233766233767,1.2576623376623377,1.4064155844155846,95.7038961038961,32926.87922077922
1314,285.5395299145299,17.048707264957265,3.5941239316239315,5.034412393162393,4.900769230769231,3.519401709401709,1.9910256410256408,1.9335897435897436,1.9642307692307692,1.7687820512820511,103.05021367521367,33320.1655982906
1315,262.02608695652174,14.032347826086957,3.016695652173913,3.7160869565217394,4.067130434782609,3.2324347826086957,1.720695652173913,1.7019130434782608,1.613217391304348,1.6017391304347826,96.40869565217392,32476.704347826086
1319,252.3943661971831,10.979295774647888,1.4009859154929578,5.4271830985915495,4.0718309859154935,0.563,1.492,1.8625352112676057,2.203943661971831,2.4067605633802818,83.09859154929578,33832.140845070426
1320,340.353811149033,15.746723549488056,3.5638794084186576,4.371865756541524,4.4716837315130835,3.339294653014789,1.2562457337883959,1.270716723549488,1.4408646188850966,1.5084641638225256,99.57792946530148,39624.36632536974
1321,241.27358490566039,18.071084905660378,4.082735849056603,4.182405660377358,5.099481132075471,4.706462264150943,2.41188679245283,2.43311320754717,2.189716981132076,2.465660377358491,98.34905660377359,31802.22641509434
1323,258.1372549019608,12.818954248366012,3.7611111111111115,4.592287581699346,4.4655555555555555,,,1.7843137254901962,1.7811764705882351,1.8964705882352944,80.29411764705883,36241.163398692814
1325,256.5681818181818,13.168090909090909,0.778,5.510681818181817,2.3525454545454543,5.251818181818182,2.4526363636363637,1.54,1.7915454545454546,2.231181818181818,80.79545454545455,31974.263636363637
1328,187.6593023255814,13.139162790697675,2.85903488372093,3.576081395348837,3.3671395348837208,3.336906976744186,2.207860465116279,2.7067674418604653,2.029953488372093,2.188395348837209,95.66627906976744,29182.690697674418
1329,273.3,13.398733333333334,3.4350571428571426,3.5134190476190477,3.395238095238095,3.0550190476190475,1.262,1.4636571428571428,1.4609142857142858,1.7336571428571428,95.61428571428571,33942.28666666667
1334,383.69945355191254,15.87662568306011,3.3789890710382515,4.213374316939891,3.7288661202185795,4.555396174863389,1.4052459016393444,1.0852459016393443,1.4342622950819675,1.436639344262295,98.59562841530055,32124.176229508197
1335,235.14728682170542,18.23018087855297,3.9577906976744184,5.074276485788113,5.358010335917313,3.8401033591731264,1.987674418604651,2.0808527131782943,2.108527131782946,2.5233333333333334,96.24806201550388,34983.87338501292
1352,251.41803278688525,16.241569086651054,4.138196721311475,4.00480093676815,4.397435597189696,3.701135831381733,2.130843091334895,2.0508899297423886,1.7344496487119438,1.8276814988290397,102.68032786885246,36851.8700234192
1354,268.9023709902371,13.316973500697351,4.152370990237099,0.0075,4.660055788005579,4.504504881450488,2.0543096234309624,1.9594142259414227,1.7828451882845187,0.105,80.30264993026499,31067.570432357043
1359,331.66596417281346,14.929483667017914,3.763034773445732,3.1213804004214962,4.455690200210748,3.589378292939937,1.574035827186512,1.5639831401475237,1.3524973656480506,1.4331085353003161,102.18018967334037,31637.291886195995
1360,369.07902298850576,14.35875,3.7729310344827587,3.4899856321839082,3.380761494252874,3.71507183908046,1.2525862068965516,1.1860344827586207,1.2818103448275862,1.4891379310344828,112.30028735632185,32735.287356321838
1362,216.3959227467811,13.405525751072963,3.220160944206009,3.6070386266094423,3.592875536480687,2.985450643776824,2.2223819742489272,1.7743133047210302,1.9879828326180258,2.07637339055794,97.83154506437768,31731.03540772532
1364,254.6969696969697,17.596681818181818,3.4785303030303028,5.421333333333333,5.142772727272727,3.5540454545454545,2.027727272727273,1.8913636363636364,2.228727272727273,2.1020909090909092,97.84848484848484,38621.162121212124
1365,185.58544652701212,15.198930540242559,4.054487320837928,3.8957111356119074,3.122359426681367,4.126372657111356,2.735986769570011,2.6798235942668134,2.3067254685777288,2.3152590959206174,98.8026460859978,38589.13671444322
1370,279.41507024265644,15.173780332056193,3.6469604086845466,4.139974457215836,3.901494252873563,3.485351213282248,1.597241379310345,1.654712643678161,1.719616858237548,1.6775478927203065,96.1404853128991,32739.114942528737
1371,396.466966966967,13.344894894894896,1.9637687687687686,4.1546396396396394,4.445420420420421,2.781066066066066,0.9415315315315315,0.9136936936936937,1.1944144144144144,1.2373873873873875,96.23573573573573,36027.23273273273
1372,280.6572265625,14.625625,3.39755859375,3.851259765625,3.67853515625,3.698271484375,1.61431640625,1.4708203125,1.87177734375,1.755703125,98.8544921875,33913.1796875
1376,233.98949579831933,12.239012605042015,2.969453781512605,3.227153361344538,3.173855042016807,2.8685504201680674,1.8915756302521007,1.7629411764705882,1.4574579831932772,1.582563025210084,104.58193277310924,28377.470588235294
1380,190.8385093167702,12.27888198757764,2.921826086956522,3.55632298136646,3.129018633540373,2.6717142857142857,2.0215900621118013,1.9162732919254657,1.7483478260869567,1.9396024844720499,99.77018633540372,31530.28447204969
1385,307.74474474474476,15.386876876876876,3.683573573573574,4.0534084084084085,3.685975975975976,3.963918918918919,1.5403603603603606,1.4497297297297298,1.6980180180180182,1.4119819819819819,96.21921921921921,35500.576576576575
1389,446.73344947735194,16.817491289198607,6.431533101045296,0.9261672473867596,3.330731707317073,6.129059233449477,1.4470034843205575,1.5693031358885017,1.0897212543554007,0.849616724738676,95.25261324041811,45123.606271777004
1391,245.97830802603036,12.90056399132321,3.634349240780911,2.7656832971800434,3.2506507592190887,3.249880694143167,2.0012147505422995,1.7722125813449023,1.6936659436008676,1.3044468546637744,95.54013015184381,31920.669197396965
1395,406.57741347905284,12.841001821493625,4.2894171220400725,3.8832240437158467,4.668014571948998,0.06333333333333334,0.27999999999999997,1.2051366120218578,1.2678688524590163,1.1554098360655736,81.51001821493625,28310.377049180326
1396,290.12762973352034,13.788793828892006,0.15333333333333332,4.739032258064516,4.776998597475456,4.272117812061711,2.033267882187938,0.7999999999999999,1.7277980364656382,1.9474333800841515,82.83169705469845,34101.67040673212
1397,202.5275229357798,13.028807339449543,2.7485091743119265,3.795928899082569,3.4825229357798166,3.0018463302752294,2.1930963302752295,2.1785779816513764,1.9427064220183485,2.045504587155963,96.5091743119266,32609.852064220184
1398,317.60353535353534,13.713131313131312,3.369419191919192,3.736792929292929,3.4728535353535355,3.134065656565656,1.4184848484848485,1.3576515151515152,1.700530303030303,1.8254545454545454,98.98737373737374,34496.79797979798
1399,387.525783619818,13.747239635995957,2.9909201213346814,4.3440343781597575,3.1613549039433773,3.2509302325581397,1.3499089989888775,1.3121739130434782,1.071627906976744,1.2334883720930234,98.66228513650152,31930.487360970677
1400,343.7358490566038,15.601765498652291,3.797021563342318,3.822870619946092,3.9817520215633424,4.0001212938005395,1.9018059299191377,1.598247978436658,1.5040431266846361,1.2317789757412398,95.99460916442048,33720.96900269542
1401,194.41002949852506,12.213377581120945,3.3439970501474927,2.260103244837758,3.4677433628318584,3.141533923303835,2.4290265486725664,2.4557522123893807,2.0886725663716814,1.6721238938053098,103.99705014749263,34847.73008849558
1404,152.6432119205298,9.993245033112583,2.021100993377483,3.0917963576158938,2.7827069536423843,2.0976407284768213,2.31591059602649,2.151109271523179,2.3993543046357617,2.308708609271523,99.22764900662251,24050.35844370861
1405,249.41097424412095,10.533796192609183,0.01,4.00080627099664,2.859216125419933,3.6737625979843225,1.6865845464725646,0.06,1.2995744680851065,1.8881522956326988,76.86002239641657,27279.00895856663
1406,220.37272727272727,11.266454545454545,2.706651515151515,3.540469696969697,2.0781969696969695,2.941136363636364,1.8345454545454545,2.0935454545454544,1.6081818181818184,1.8457272727272729,100.99090909090908,32488.76818181818
1407,278.12883435582825,13.704509202453988,2.7532515337423313,4.055102249488752,4.0149897750511245,2.8811656441717792,1.4676687116564415,1.423803680981595,1.4598773006134969,1.4899386503067487,97.57668711656441,35165.46421267893
1409,251.67804024496937,12.142099737532808,2.6103324584426946,3.50748031496063,3.3391076115485565,2.6851793525809273,1.203989501312336,1.338740157480315,1.6173753280839895,1.5128608923884515,96.24846894138233,27075.083114610672
1410,385.8688725490196,12.660453431372549,3.47718137254902,5.058651960784314,0.02,4.1245955882352945,1.1263970588235295,1.0426470588235293,0.12,1.6584558823529412,84.42524509803921,34972.25612745098
1412,501.4492350486787,14.058317107093185,4.8478859527121,0.4899860917941586,4.133643949930459,4.586801112656467,1.4375799721835882,1.3076495132127957,0.9697635605006953,0.8185535465924895,95.7134909596662,33606.094575799725
1414,294.16527777777776,13.63738888888889,2.8989583333333333,3.538694444444445,4.005013888888889,3.194722222222222,1.9546666666666666,1.7115833333333332,1.6455,1.3453333333333333,97.08472222222223,33033.14166666667
1417,317.9960106382979,13.894760638297873,4.410372340425532,4.677566489361703,0.01,4.806808510638297,1.8051063829787235,1.7467021276595744,0.12,1.437845744680851,75.03590425531915,32309.860372340427
1418,226.20287539936103,17.674600638977633,4.402188498402555,4.435431309904153,4.443993610223642,4.392987220447285,2.2585303514376998,2.247891373801917,1.9843130990415336,2.1357507987220448,99.2923322683706,41501.23482428115
1419,318.65302491103205,16.504697508896797,3.7186654804270463,4.483523131672597,4.094270462633452,4.208238434163701,1.7233451957295374,1.7155516014234875,1.3564056939501778,1.5044839857651244,98.0373665480427,37602.622775800715
1422,246.24399494310998,12.65691529709229,0.5113527180783818,4.512553729456384,4.291934260429835,3.3410745891276865,2.252692793931732,1.2199494310998735,1.9296333754740833,1.8686978508217447,96.15802781289507,34438.71554993679
1423,216.5812865497076,13.195099415204679,3.2522807017543856,3.1403625730994156,3.607005847953216,3.195450292397661,1.815298245614035,1.9830175438596491,1.8698245614035087,1.6772631578947368,104.68187134502924,33215.78128654971
1424,255.96456692913387,10.304212598425197,2.783490813648294,2.14001312335958,2.2982152230971127,3.0824934383202103,1.3564566929133857,1.502992125984252,1.361732283464567,1.1643307086614174,102.46062992125984,29719.135170603673
1425,458.6600529100529,13.711521164021164,2.7238095238095235,3.7829232804232804,3.978002645502645,3.226785714285714,1.0511904761904762,1.0376984126984128,1.3123809523809524,1.0134126984126983,99.27645502645503,34659.863756613755
1427,223.84093437152393,12.330289210233593,2.3956173526140154,3.550411568409344,3.6128921023359286,2.7713681868743048,1.6196662958843158,1.7261179087875418,1.8591323692992214,2.314238042269188,96.04783092324806,30934.53726362625
1429,346.68068331143235,16.054822601839685,4.207752956636005,3.775873850197109,3.8300131406044677,4.2411826544021025,1.5849934296977661,1.3833902759526937,1.1955847568988174,1.5275164257555849,92.00525624178712,31789.64914586071
1430,493.3101983002833,17.88458923512748,4.509220963172805,5.050014164305949,3.879985835694051,4.445368271954674,1.256600566572238,1.0541643059490085,1.0956373937677053,1.1823796033994334,94.02691218130312,36293.69263456091
1432,257.9571045576408,13.137882037533513,3.1330831099195713,3.349396782841823,3.215563002680965,3.4398391420911527,1.8899195710455765,1.440160857908847,1.4663002680965147,1.4915549597855229,96.73458445040214,32173.29490616622
1433,273.0369955156951,12.34980941704036,2.93835201793722,3.309080717488789,2.9073991031390136,3.1949775784753363,1.3937892376681613,1.4289013452914798,1.3409865470852018,1.4994618834080717,100.21412556053812,29498.954035874438
1434,360.5042372881356,18.738629943502826,4.609887005649718,4.827669491525424,4.228149717514125,5.072923728813559,1.7151694915254236,1.6679661016949154,1.4239830508474576,1.3958474576271187,96.61440677966101,38463.39548022599
1435,239.66839378238342,13.153445595854924,3.212059585492228,3.1316450777202074,3.3229533678756478,3.4867875647668396,1.704637305699482,1.9069948186528498,1.3632124352331607,1.8680829015544043,96.54922279792746,35027.62046632124
1436,255.59139784946237,13.47142174432497,3.610931899641577,3.406535244922342,2.741899641577061,3.71205495818399,1.6346236559139786,1.609820788530466,1.354336917562724,1.5706093189964156,99.89247311827957,33201.04181600956
1437,279.9324942791762,13.548878718535468,2.850423340961098,4.03104118993135,3.9375171624713956,2.7298970251716246,1.3245995423340962,1.315400457665904,1.5211441647597255,1.550183066361556,101.14302059496568,39158.6647597254
1440,261.33639143730886,8.035902140672782,,3.3679816513761467,2.5460091743119264,2.1219113149847093,0.9290825688073394,,1.330183486238532,1.3955963302752294,80.13149847094802,27992.837920489295
1441,303.759375,10.494859375,2.522625,3.265234375,1.6506562500000002,3.05634375,1.3331250000000001,1.171875,1.513875,1.7803125000000002,95.803125,33990.6359375
1442,280.394540942928,12.94801488833747,2.948734491315136,3.3291066997518612,3.573002481389578,3.0971712158808935,1.4328535980148882,1.6485856079404466,1.6180645161290323,1.245409429280397,99.55583126550869,34172.828784119105
1443,440.01960784313724,12.780928104575164,3.320771241830065,3.4738954248366016,1.558954248366013,4.427307189542484,1.3011764705882352,1.284235294117647,0.9210196078431373,0.9550588235294117,94.72549019607843,34628.081045751635
1447,357.4896193771626,13.083321799307958,3.5253979238754325,3.1927854671280276,3.350197802197802,3.727871972318339,1.4063667820069203,1.483598615916955,1.1597802197802198,1.0736678200692042,97.38927335640139,30955.356401384084
1449,240.29202037351442,16.325551782682513,4.020577249575552,4.641018675721562,4.0683870967741935,3.5955687606112052,2.13509337860781,2.427249575551783,1.7398471986417656,2.143803056027165,95.15789473684211,33863.4363327674
1451,195.7797356828194,9.490396475770925,2.2014757709251103,2.6066079295154188,2.378083700440529,2.3042290748898675,1.8181057268722467,1.7373568281938325,1.470396475770925,1.4565198237885462,102.50220264317181,27060.218061674008
