animal_number,milk_flow_duration_mean,yield_visit_mean,yield_lf_visit_mean,yield_lr_visit_mean,yield_rr_visit_mean,yield_rf_visit_mean,peak_flow_rf_mean,peak_flow_lf_mean,peak_flow_rr_mean,peak_flow_lr_mean,notmilk_visit_duration_mean,interval_sec_mean
912,288.4156706507304,18.67062416998672,3.721965471447543,5.008658698539176,5.082310756972111,4.857689243027889,2.218884462151394,1.512430278884462,1.974422310756972,2.2453386454183266,100.50863213811421,33231.420982735726
915,322.0065717415115,19.047338444687842,3.8595290251916756,5.525991237677984,5.515936473165389,4.1458817086527935,1.8136692223439213,1.7446002190580503,1.9618619934282586,1.9027820372398685,123.75465498357065,33656.659364731655
921,270.4024725274725,17.452403846153846,3.697967032967033,5.120068681318681,4.828255494505494,3.806112637362637,1.7491483516483517,1.691868131868132,2.1187912087912086,1.9256868131868132,98.25137362637362,31206.446428571428
922,272.0081466395112,18.25641547861507,4.404276985743381,4.315254582484725,4.790183299389002,4.746700610997964,1.8872505091649694,2.1595112016293276,2.050142566191446,2.1036659877800408,95.07942973523421,31429.140529531567
924,323.20307692307694,15.287969230769232,4.943230769230769,2.635507692307692,2.870830769230769,4.8384,1.792430769230769,1.5895384615384616,1.4032615384615386,1.4145230769230768,99.38153846153845,22654.50153846154
925,343.991643454039,19.717228412256265,4.077395543175488,6.3534540389972145,5.44183844011142,3.844540389972145,2.2690529247910862,2.3237047353760447,1.5892479108635096,1.9568523676880223,97.81894150417827,43061.215877437324
929,373.3888888888889,18.520555555555557,5.4911111111111115,4.434166666666666,4.5438888888888895,4.051388888888889,1.5783333333333334,1.5783333333333334,1.6700000000000002,1.4883333333333333,113.27777777777777,33801.75
935,289.6670305676856,15.890447598253274,5.3738973799126635,5.486288209606986,5.014759825327511,2.0285714285714285,1.4057142857142857,2.184235807860262,2.0022052401746726,1.8165065502183406,76.49017467248909,31731.995633187773
948,289.88808373590985,14.86585346215781,2.1234793491864834,4.646884057971015,4.712334943639291,4.140563607085346,2.1769565217391307,1.2924405506883605,1.9768115942028983,2.161062801932367,94.2181964573269,27026.52495974235
962,337.54498448810756,16.198779731127196,3.2618510858324714,5.471944157187177,4.907807652533609,2.55717683557394,1.5255015511892451,1.5050879007238884,1.4912512926577042,1.6773940020682523,95.11271975180972,30473.68665977249
970,276.0417090539166,16.01378433367243,3.670498474059003,4.334944048830112,4.769389623601221,3.2389521871820954,1.9287894201424212,1.6854323499491353,1.8308036622583927,1.8700101729399796,93.72431332655137,28930.57985757884
971,255.61306532663318,15.751155778894473,2.8594472361809045,4.9436180904522615,5.430552763819096,2.517537688442211,1.8976884422110551,1.4773869346733668,2.1343718592964827,2.2640201005025125,95.34170854271356,29193.26633165829
973,382.0722610722611,18.023496503496503,5.029603729603729,4.350174825174825,4.09037296037296,4.553344988344988,1.4401398601398603,1.4439860139860141,1.2546153846153847,1.4025874125874127,99.25641025641026,32279.341491841493
975,398.9242590559824,18.51860592755214,3.4269374313940726,5.900164654226125,5.511405049396268,3.6800987925356754,1.6527991218441274,1.1167508232711307,1.604456641053787,1.5530186608122942,92.9967069154775,29698.194291986827
978,424.22635494155156,15.211742826780021,3.8351540913921363,3.7915409139213603,4.0158235919234855,3.569224229543039,1.3274601487778956,1.0008714133900107,1.2037619553666312,1.3349840595111584,96.19872476089267,26843.914984059513
981,232.17105263157896,13.741973684210528,3.4850000000000003,3.6422368421052633,3.0786842105263155,3.5360526315789476,1.7336842105263157,2.0431578947368423,1.721842105263158,2.0723684210526314,100.19736842105263,27662.736842105263
986,598.0915492957746,21.48781690140845,5.153345070422535,5.3198943661971825,6.340704225352113,4.673873239436619,0.9690845070422535,0.9741549295774649,1.244788732394366,1.1243661971830985,96.55633802816901,32414.278169014084
1003,308.44470588235293,14.170541176470588,,4.535058823529412,4.852352941176471,4.783129411764706,1.926494117647059,,2.028,1.7508705882352942,79.3670588235294,22480.948235294116
1023,401.8475073313783,19.65683284457478,4.840791788856305,4.7858064516129035,5.084281524926686,4.945953079178885,1.322991202346041,1.8040469208211143,1.635659824046921,1.6836950146627565,98.73900293255132,28554.876832844573
1039,422.2227138643068,23.602463126843656,5.809911504424779,6.163023598820058,6.830619469026549,4.798908554572272,1.2916814159292036,1.8045132743362833,2.0132743362831858,1.9575221238938054,100.60914454277287,37468.9778761062
1040,445.8,23.6805,3.960074074074074,7.370962962962963,8.085944444444443,4.263518518518519,1.6907777777777777,1.6774444444444445,1.9337777777777778,1.5723333333333334,96.31111111111112,33369.2037037037
1057,426.69868995633186,19.769126637554585,3.4362479338842973,5.200305676855895,5.69254730713246,5.850174672489083,1.5786026200873362,1.2824132231404959,1.357467248908297,1.5204366812227075,139.24017467248908,39086.04075691412
1058,321.94943820224717,16.916324237560193,3.671252006420546,4.678611556982344,4.370577849117175,4.195882825040128,1.4124558587479936,1.3251364365971106,1.6535634028892456,1.5795024077046549,96.75040128410915,29286.08507223114
1061,423.3396464646465,18.463674242424243,5.435555555555555,,7.111085858585858,5.917032828282828,2.0168939393939396,1.623409090909091,1.6337878787878788,,71.58459595959596,30429.141414141413
1067,241.83748645720476,13.491430119176599,3.184290357529794,3.9148104008667386,3.4144962080173347,2.97783315276273,1.7903791982665223,1.5945178764897074,1.8081906825568799,1.71068255687974,97.16576381365114,27852.438786565548
1074,302.59771126760563,16.9331426056338,3.3285827464788733,5.235528169014085,5.455202464788732,2.9138292253521128,1.7904929577464788,2.044119718309859,1.8103521126760562,2.0111091549295774,141.01144366197184,27162.399647887323
1081,349.9055944055944,21.097342657342658,4.955955710955711,5.577261072261072,5.3582167832167835,5.205909090909091,1.7986713286713287,1.7585314685314684,1.8344755244755244,1.4682517482517483,94.29020979020979,34609.75874125874
1084,314.66840052015607,17.721716514954487,3.987152145643693,5.02334200260078,5.019674902470741,3.691547464239272,1.552665799739922,1.8353446033810144,1.6549544863459038,1.727438231469441,98.85565669700911,32219.26788036411
1089,270.36933461909354,18.707126325940212,4.152150433944069,4.903182256509162,5.321427193828351,4.330366441658631,2.1621407907425265,2.1160270009643205,1.9313404050144647,2.022873674059788,97.15236258437801,32246.799421407908
1091,382.82284607938044,19.54117134559535,4.213484995159729,5.313330106485964,6.482575024201355,3.531781219748306,1.3425363020329137,1.508247821878025,1.7406389157792836,1.5441432720232333,95.55082284607938,33609.63988383349
1092,323.57060518731987,18.634121037463977,4.362420749279539,4.958948126801153,4.491239193083573,4.821512968299712,1.835100864553314,1.6946109510086456,1.7943804034582131,1.6419596541786743,95.47838616714698,32871.96397694525
1098,329.65749235474004,18.067339449541286,3.430397553516819,4.557971457696228,4.621692150866463,5.457278287461774,2.0681345565749236,1.689724770642202,1.5426299694189602,1.4636085626911315,96.70336391437309,29428.092762487257
1100,351.9845132743363,19.710154867256637,4.056714601769912,6.029347345132743,5.533506637168141,4.09058628318584,1.4925,1.3575000000000002,1.7283185840707966,1.7094690265486727,94.16592920353982,33179.89380530974
1101,295.32827832292594,13.777439785905441,4.574326494201605,4.413300624442463,,4.789812667261374,1.8095807314897412,2.145548617305977,,2.2971275646743976,75.96520963425513,26490.2863514719
1102,283.41291108404386,18.281437271619975,5.051693057247259,4.3111449451887935,4.793714981729598,4.124884287454324,1.9249695493300853,1.937904993909866,1.7213641900121803,1.6713763702801463,95.66138855054811,31435.80998781973
1116,336.484496124031,20.113992248062015,4.083837209302326,6.081589147286821,5.4855426356589145,4.463023255813954,1.527906976744186,1.582093023255814,1.65,1.8065116279069766,95.37596899224806,34593.813953488374
1126,490.3792134831461,18.7685393258427,4.913946629213483,5.000786516853933,4.755856741573034,4.097949438202247,1.1106741573033707,1.4047752808988763,1.1612359550561797,1.055308988764045,102.12078651685393,40228.198033707864
1127,319.9245810055866,17.692020484171323,4.527262569832402,5.282588454376164,3.425093109869646,4.45707635009311,1.6551955307262571,1.6332960893854749,1.7985474860335195,2.0234078212290503,101.02513966480447,33467.928305400375
1133,188.28695652173914,13.155043478260868,2.664782608695652,3.3569565217391304,3.437913043478261,3.6953913043478264,2.2424347826086954,2.157391304347826,2.1172173913043477,2.045217391304348,93.97391304347826,30416.58260869565
1139,505.0810473815461,17.500149625935162,3.2514339152119702,5.112493765586035,5.788466334164589,3.347755610972569,1.1970074812967582,0.9695012468827929,1.3079551122194515,1.4233167082294265,97.61221945137157,34046.14463840399
1140,268.9463414634146,15.860780487804877,3.3706666666666667,4.397252032520325,4.625268292682927,3.4675934959349597,1.862341463414634,1.6297560975609755,1.7925853658536586,1.9583414634146343,100.22439024390243,25967.40975609756
1142,319.3490099009901,15.510482673267326,5.434925742574258,,4.646324257425743,5.429232673267326,1.789678217821782,1.7423762376237624,1.5615594059405942,,79.71039603960396,30868.949257425742
1144,306.38847117794484,17.91874686716792,3.128458646616542,5.8980200501253135,5.656115288220551,3.2361528822055137,1.9584210526315788,2.0996240601503757,2.083308270676692,1.8393233082706766,97.1453634085213,31506.629072681706
1145,402.10183066361554,17.985160183066363,3.8329176201372994,4.801578947368421,4.6770709382151034,4.673592677345537,1.6406636155606409,1.3483524027459954,1.2981693363844393,1.2663844393592676,96.36498855835241,30695.609839816934
1148,243.18893129770993,14.741956106870228,3.7544942748091605,4.28057251908397,2.209160305343511,4.497729007633588,2.145687022900763,2.103549618320611,1.4242557251908396,2.3686832061068706,92.47900763358778,25686.536259541987
1151,223.75234131113424,15.90993756503642,3.5603642039542147,4.494443288241415,4.32588969823101,3.5292403746097816,2.5169406867845994,2.5290530697190428,2.5121331945889698,2.4600624349635796,93.35483870967742,26501.77627471384
1153,243.70128479657387,16.64899357601713,3.4663276231263387,4.524089935760172,4.290974304068523,4.367601713062099,2.1981584582441114,2.1267880085653106,2.4739400428265523,2.540620985010707,101.20235546038543,27669.792291220558
1159,339.5300794551646,17.35300794551646,4.613757094211124,3.9848694665153235,4.068796821793416,4.685584562996595,1.5880590238365493,1.4961861520998867,1.5606129398410897,1.2638819523269014,95.11237230419977,30576.101021566403
1160,208.03333333333333,11.314833333333333,2.7338333333333336,2.8698333333333332,2.8733333333333335,2.8378333333333337,1.788,1.7369999999999999,1.6849999999999998,1.879,101.96666666666667,25446.25
1163,520.4494706448509,14.80714148219442,0.6054667949951877,5.581770933589991,5.014408084696824,3.605495668912416,0.9783638113570741,0.7907988450433109,1.1788065447545717,1.2948219441770934,94.44947064485082,30165.455245428297
1164,276.5071574642127,17.516472392638036,3.6450613496932514,4.707484662576687,4.606912065439674,4.557014314928425,2.3033128834355825,2.1819018404907977,2.101472392638037,1.8867484662576688,92.87934560327199,31343.606339468304
1168,531.5380710659898,18.346700507614216,4.710456852791879,5.075228426395939,4.252842639593909,4.3081725888324875,0.9931979695431472,1.00751269035533,1.243756345177665,1.2149238578680204,96.78680203045685,26026.218274111674
1170,202.93103448275863,12.009655172413794,2.056206896551724,2.8682758620689657,4.04448275862069,3.040689655172414,2.033793103448276,1.6882758620689655,1.8972413793103449,2.04,95.0,41444.1724137931
1171,288.4912516823688,19.89905787348587,5.094078061911171,5.1443472409152085,4.546541049798115,5.114091520861373,1.9397846567967698,1.9145087483176313,2.1858411843876175,2.3444952893674293,99.36877523553163,36487.02153432032
1172,259.87214611872145,17.38187214611872,3.939497716894977,4.828858447488584,4.496164383561644,4.117351598173516,1.7687671232876714,2.0745205479452054,2.276164383561644,2.2030136986301367,100.12785388127854,32790.48401826484
1173,473.61333333333334,20.734896969696972,5.429951515151515,5.383030303030303,5.746775757575758,4.175139393939394,1.3550545454545455,1.4113454545454545,1.2479272727272728,1.244218181818182,95.18666666666667,32368.265454545453
1177,345.34,16.9876,5.595,5.9874,,5.4052,1.7904,1.8828,,1.9872,78.26,34918.44
1178,352.78915662650604,16.973493975903615,4.519578313253012,5.071204819277109,3.665843373493976,3.716867469879518,1.2307228915662651,1.8289156626506025,1.3434939759036144,1.9301204819277107,95.76506024096386,31601.307228915663
1184,217.55555555555554,13.953333333333333,2.862222222222222,4.162222222222223,3.7533333333333334,3.1755555555555555,2.16,2.966666666666667,2.64,2.606666666666667,129.11111111111111,38109.555555555555
1192,369.0881427072403,18.05938090241343,3.790598111227702,4.709622245540399,6.178352570828961,3.3808079748163693,1.3648268625393496,1.3159706190975864,1.953305351521511,1.8367051416579225,119.28541448058762,34349.86778593914
1197,339.64,18.3202,4.3488,5.192,4.4364,4.343,1.7196,1.6908,1.3763999999999998,1.5852000000000002,94.76,32670.68
1198,246.6085409252669,15.394341637010676,2.99214709371293,4.811043890865955,4.702645314353499,2.888505338078292,1.519572953736655,2.034733096085409,2.2294661921708188,2.21508896797153,105.84697508896797,34403.85053380783
1200,349.6548463356974,15.51159574468085,4.197458628841607,3.030626477541371,4.0093853427895985,4.2741252955082745,1.4705673758865248,1.7346808510638299,1.264468085106383,1.0919148936170213,103.39479905437352,34883.06855791962
1207,404.99076517150394,16.87481530343008,3.870118733509235,4.280883905013193,3.7683377308707127,4.955474934036939,1.364168865435356,1.7395250659630606,1.554221635883905,1.6101055408970977,99.70580474934037,32878.482849604225
1212,313.99093655589127,18.27904833836858,0.0,6.727220543806647,6.995105740181269,4.556722054380665,2.205407854984894,0.0,2.074259818731118,2.1570996978851964,81.08459214501511,38730.681268882174
1219,354.7482710926694,18.934163208852006,4.979059474412172,4.402392807745505,4.724163208852006,4.828547717842324,2.0480497925311205,2.259585062240664,1.5594190871369296,1.6118672199170125,98.52973720608576,37328.32365145228
1223,210.66117216117217,12.752619047619048,2.733946886446886,3.9421611721611725,2.863021978021978,3.213489010989011,1.944065934065934,1.831959706959707,1.9751098901098902,2.207087912087912,99.28388278388279,24070.740842490843
1231,282.9487632508834,18.962597173144875,4.632208480565371,4.71404593639576,4.531325088339223,5.0850176678445225,2.0581272084805655,2.1513074204947,1.7043816254416961,1.8295759717314486,95.60247349823321,27638.16961130742
1232,400.88212435233163,17.08761658031088,3.6534455958549223,4.6814896373057,4.703678756476684,4.049002590673575,1.3371761658031087,1.0920466321243523,1.5413471502590674,1.6854404145077722,97.9261658031088,33652.331606217616
1233,294.36204744069914,16.91652933832709,3.6201747815230965,4.6252184769038704,4.726591760299626,3.9445443196004994,1.9763295880149812,1.910561797752809,1.6447191011235955,1.6737078651685395,100.84394506866417,33234.76404494382
1235,433.49214026602175,17.868295042321645,5.769226118500604,6.538403869407497,,5.560665054413543,1.9279806529625152,1.3207980652962514,,2.0346311970979447,81.91293833131802,34172.39782345828
1236,454.93078758949883,18.687935560859188,4.238926014319809,5.214868735083533,4.855298329355608,4.3788424821002385,1.5423866348448687,1.3322434367541767,1.240525059665871,1.159689737470167,93.01670644391407,35207.224343675414
1237,345.6775,17.9724,4.569325,4.59365,5.095,3.714425,1.8779249999999998,2.1393,1.476375,1.976475,97.2725,37482.5725
1240,328.4581280788177,16.246264367816092,3.8253448275862074,4.102011494252873,4.61551724137931,3.7033908045977006,1.4942857142857142,1.3629556650246304,1.6039901477832512,1.4287192118226602,96.32019704433498,25870.871100164204
1241,240.37750653879687,17.480810810810812,3.325806451612903,5.024542284219703,5.203618134263296,3.9268439407149085,2.0734263295553617,2.346852659110724,2.243225806451613,2.399267654751526,99.01220575414123,29234.80470793374
1243,232.40753424657535,17.741986301369863,3.7926198630136985,5.089674657534246,4.620565068493151,4.239126712328767,2.1986301369863015,2.2224657534246575,2.1601027397260273,2.171404109589041,97.28424657534246,35567.59417808219
