animal_number,kickoff_lf_sum,kickoff_lr_sum,kickoff_rf_sum,kickoff_rr_sum,kickoff_front_sum,kickoff_back_sum,kickoff_any_sum,total_yield,total_visits,kickoff_lf_perc,kickoff_lr_perc,kickoff_rf_perc,kickoff_rr_perc,kickoff_front_perc,kickoff_back_perc,kickoff_any_perc
1407,149,176,9,83,150,190,191,13541.61,992,15.020161290322582,17.741935483870968,0.9072580645161291,8.366935483870968,15.120967741935484,19.153225806451612,19.254032258064516
1409,2,6,0,8,2,13,13,14152.06,1177,0.16992353440951571,0.5097706032285472,0.0,0.6796941376380629,0.16992353440951571,1.1045029736618521,1.1045029736618521
1410,5,3,4,1,7,3,5,10518.82,839,0.5959475566150179,0.3575685339690107,0.47675804529201427,0.11918951132300357,0.834326579261025,0.3575685339690107,0.5959475566150179
1412,20,1,12,15,30,16,28,10289.13,737,2.7137042062415198,0.13568521031207598,1.6282225237449117,2.03527815468114,4.07055630936228,2.1709633649932156,3.7991858887381276
1414,5,7,1,8,6,14,15,10015.76,739,0.6765899864682002,0.9472259810554804,0.13531799729364005,1.0825439783491204,0.8119079837618403,1.8944519621109608,2.029769959404601
1417,4,12,1,1,5,13,13,10577.04,765,0.522875816993464,1.5686274509803921,0.130718954248366,0.130718954248366,0.6535947712418301,1.6993464052287581,1.6993464052287581
1418,33,19,12,31,37,37,40,11300.92,646,5.108359133126935,2.941176470588235,1.8575851393188854,4.798761609907121,5.727554179566564,5.727554179566564,6.191950464396285
1419,0,4,2,6,2,7,8,9413.7,574,0.0,0.6968641114982579,0.34843205574912894,1.0452961672473868,0.34843205574912894,1.2195121951219512,1.3937282229965158
1422,0,1,1,1,1,1,2,10023.83,794,0.0,0.12594458438287154,0.12594458438287154,0.12594458438287154,0.12594458438287154,0.12594458438287154,0.2518891687657431
1423,18,16,10,23,24,34,40,11464.08,877,2.0524515393386547,1.8244013683010263,1.1402508551881414,2.6225769669327255,2.7366020524515395,3.8768529076396807,4.561003420752566
1424,2,7,5,17,7,22,25,7981.95,781,0.2560819462227913,0.8962868117797695,0.6402048655569782,2.176696542893726,0.8962868117797695,2.8169014084507045,3.201024327784891
1425,7,17,4,9,10,26,29,10718.65,790,0.8860759493670887,2.151898734177215,0.5063291139240507,1.139240506329114,1.2658227848101267,3.2911392405063293,3.670886075949367
1427,30,15,14,28,42,35,48,11250.86,916,3.2751091703056767,1.6375545851528384,1.5283842794759825,3.056768558951965,4.585152838427948,3.820960698689956,5.240174672489083
1429,0,0,1,7,1,7,8,12573.75,791,0.0,0.0,0.12642225031605564,0.8849557522123894,0.12642225031605564,0.8849557522123894,1.0113780025284451
1430,0,14,0,13,0,25,25,12900.52,725,0.0,1.9310344827586208,0.0,1.7931034482758619,0.0,3.4482758620689653,3.4482758620689653
1432,2,4,2,4,4,8,10,9907.86,757,0.26420079260237783,0.5284015852047557,0.26420079260237783,0.5284015852047557,0.5284015852047557,1.0568031704095113,1.321003963011889
1433,0,3,6,7,6,9,14,11321.13,926,0.0,0.32397408207343414,0.6479481641468683,0.755939524838013,0.6479481641468683,0.9719222462203023,1.511879049676026
1434,0,4,2,2,2,4,5,13339.66,713,0.0,0.5610098176718092,0.2805049088359046,0.2805049088359046,0.2805049088359046,0.5610098176718092,0.7012622720897616
1435,0,1,6,8,6,9,15,10327.11,790,0.0,0.12658227848101267,0.7594936708860759,1.0126582278481013,0.7594936708860759,1.139240506329114,1.89873417721519
1436,0,2,0,2,0,4,4,11431.82,852,0.0,0.2347417840375587,0.0,0.2347417840375587,0.0,0.4694835680751174,0.4694835680751174
1437,2,3,3,5,5,8,10,12077.97,899,0.22246941045606228,0.33370411568409347,0.33370411568409347,0.5561735261401557,0.5561735261401557,0.8898776418242491,1.1123470522803114
1440,0,4,0,2,0,6,6,5288.09,662,0.0,0.6042296072507553,0.0,0.3021148036253776,0.0,0.906344410876133,0.906344410876133
1441,0,4,1,1,1,5,6,6820.08,653,0.0,0.6125574272588056,0.1531393568147014,0.1531393568147014,0.1531393568147014,0.7656967840735069,0.9188361408882083
1442,2,2,0,4,2,5,5,5304.94,412,0.48543689320388345,0.48543689320388345,0.0,0.9708737864077669,0.48543689320388345,1.2135922330097086,1.2135922330097086
1443,2,7,0,2,2,9,9,10084.71,792,0.25252525252525254,0.8838383838383838,0.0,0.25252525252525254,0.25252525252525254,1.1363636363636365,1.1363636363636365
1447,14,50,20,37,27,71,74,8092.23,634,2.2082018927444795,7.886435331230284,3.1545741324921135,5.83596214511041,4.2586750788643535,11.198738170347003,11.67192429022082
1449,9,2,0,2,9,4,4,19384.83,1190,0.7563025210084033,0.16806722689075632,0.0,0.16806722689075632,0.7563025210084033,0.33613445378151263,0.33613445378151263
1451,30,1,65,3,92,4,69,4376.94,467,6.423982869379015,0.21413276231263384,13.9186295503212,0.6423982869379015,19.700214132762312,0.8565310492505354,14.775160599571734
1453,0,13,3,21,3,27,30,3401.5299999999997,259,0.0,5.019305019305019,1.1583011583011582,8.108108108108109,1.1583011583011582,10.424710424710424,11.583011583011583
1454,1,1,1,4,2,5,6,3905.35,270,0.3703703703703704,0.3703703703703704,0.3703703703703704,1.4814814814814816,0.7407407407407408,1.8518518518518516,2.2222222222222223
1455,3,0,0,7,3,7,7,6565.55,567,0.5291005291005291,0.0,0.0,1.2345679012345678,0.5291005291005291,1.2345679012345678,1.2345679012345678
1456,0,1,1,2,1,3,4,4135.66,413,0.0,0.24213075060532688,0.24213075060532688,0.48426150121065376,0.24213075060532688,0.7263922518159807,0.9685230024213075
1457,9,24,3,20,12,40,43,13250.43,855,1.0526315789473684,2.807017543859649,0.3508771929824561,2.3391812865497075,1.4035087719298245,4.678362573099415,5.029239766081871
1458,2,17,4,18,6,29,31,12799.43,936,0.2136752136752137,1.8162393162393164,0.4273504273504274,1.9230769230769231,0.641025641025641,3.0982905982905984,3.311965811965812
1460,6,13,2,17,8,25,26,9199.93,811,0.7398273736128237,1.6029593094944512,0.2466091245376079,2.096177558569667,0.9864364981504316,3.082614056720099,3.2059186189889024
1461,2,5,2,8,3,10,12,10150.86,758,0.2638522427440633,0.6596306068601583,0.2638522427440633,1.0554089709762533,0.395778364116095,1.3192612137203166,1.58311345646438
1462,3,7,0,1,3,8,8,10839.97,748,0.4010695187165776,0.9358288770053476,0.0,0.1336898395721925,0.4010695187165776,1.06951871657754,1.06951871657754
1463,2,1,0,0,2,1,1,2912.72,149,1.342281879194631,0.6711409395973155,0.0,0.0,1.342281879194631,0.6711409395973155,0.6711409395973155
1465,10,2,20,3,30,4,23,6851.86,579,1.7271157167530224,0.3454231433506045,3.454231433506045,0.5181347150259068,5.181347150259067,0.690846286701209,3.9723661485319512
1468,4,17,4,16,8,27,30,11604.54,789,0.5069708491761723,2.1546261089987326,0.5069708491761723,2.027883396704689,1.0139416983523446,3.4220532319391634,3.802281368821293
1470,1,0,3,4,3,4,6,1147.04,116,0.8620689655172413,0.0,2.586206896551724,3.4482758620689653,2.586206896551724,3.4482758620689653,5.172413793103448
1471,8,2,1,5,9,5,5,12136.5,843,0.9489916963226572,0.2372479240806643,0.11862396204033215,0.5931198102016607,1.0676156583629894,0.5931198102016607,0.5931198102016607
1472,7,24,6,22,13,36,38,1460.36,151,4.635761589403973,15.894039735099339,3.9735099337748347,14.56953642384106,8.609271523178808,23.841059602649008,25.165562913907287
1473,3,3,111,4,114,6,117,14547.73,956,0.3138075313807531,0.3138075313807531,11.610878661087867,0.41841004184100417,11.92468619246862,0.6276150627615062,12.238493723849372
1474,2,1,2,3,4,3,5,10921.08,682,0.2932551319648094,0.1466275659824047,0.2932551319648094,0.43988269794721413,0.5865102639296188,0.43988269794721413,0.7331378299120235
1475,7,1,0,5,7,6,6,18640.69,1096,0.6386861313868614,0.09124087591240876,0.0,0.45620437956204374,0.6386861313868614,0.5474452554744526,0.5474452554744526
1476,5,3,3,7,5,10,12,789.46,88,5.681818181818182,3.4090909090909087,3.4090909090909087,7.954545454545454,5.681818181818182,11.363636363636363,13.636363636363635
1477,1,1,2,8,3,8,9,8271.39,715,0.13986013986013987,0.13986013986013987,0.27972027972027974,1.118881118881119,0.4195804195804196,1.118881118881119,1.2587412587412588
1478,1,0,3,8,3,8,11,9350.27,760,0.13157894736842105,0.0,0.39473684210526316,1.0526315789473684,0.39473684210526316,1.0526315789473684,1.4473684210526316
1479,8,117,22,110,28,165,175,15522.95,1060,0.7547169811320755,11.037735849056604,2.0754716981132075,10.377358490566039,2.6415094339622645,15.566037735849056,16.50943396226415
1480,0,0,1,0,1,0,1,823.59,57,0.0,0.0,1.7543859649122806,0.0,1.7543859649122806,0.0,1.7543859649122806
1483,7,4,0,5,7,7,7,11846.37,796,0.8793969849246231,0.5025125628140703,0.0,0.628140703517588,0.8793969849246231,0.8793969849246231,0.8793969849246231
1484,2,4,5,15,7,19,23,11571.64,932,0.2145922746781116,0.4291845493562232,0.5364806866952789,1.6094420600858368,0.7510729613733905,2.03862660944206,2.467811158798283
1485,16,19,3,10,18,28,29,11762.6,795,2.0125786163522013,2.3899371069182394,0.37735849056603776,1.257861635220126,2.2641509433962264,3.5220125786163523,3.647798742138365
1486,1,4,3,3,3,6,7,1837.04,171,0.5847953216374269,2.3391812865497075,1.7543859649122806,1.7543859649122806,1.7543859649122806,3.508771929824561,4.093567251461988
1487,7,2,0,4,7,5,5,12088.5,786,0.8905852417302799,0.2544529262086514,0.0,0.5089058524173028,0.8905852417302799,0.6361323155216284,0.6361323155216284
1489,8,4,4,13,12,15,17,10892.5,662,1.2084592145015105,0.6042296072507553,0.6042296072507553,1.9637462235649545,1.812688821752266,2.2658610271903323,2.56797583081571
1495,0,1,1,2,1,2,2,484.7,46,0.0,2.1739130434782608,2.1739130434782608,4.3478260869565215,2.1739130434782608,4.3478260869565215,4.3478260869565215
1501,17,24,13,22,19,27,27,556.6899999999999,43,39.53488372093023,55.81395348837209,30.23255813953488,51.162790697674424,44.18604651162791,62.7906976744186,62.7906976744186
1503,8,4,5,4,13,8,13,12166.17,759,1.0540184453227932,0.5270092226613966,0.6587615283267457,0.5270092226613966,1.7127799736495388,1.0540184453227932,1.7127799736495388
1504,1,2,2,3,3,4,6,9540.58,730,0.136986301369863,0.273972602739726,0.273972602739726,0.410958904109589,0.410958904109589,0.547945205479452,0.821917808219178
1507,0,2,0,0,0,2,2,78.02,15,0.0,13.333333333333334,0.0,0.0,0.0,13.333333333333334,13.333333333333334
1511,1,1,2,1,2,1,2,47.839999999999996,7,14.285714285714285,14.285714285714285,28.57142857142857,14.285714285714285,28.57142857142857,14.285714285714285,28.57142857142857
