animal_number,kickoff_lf_sum,kickoff_lr_sum,kickoff_rf_sum,kickoff_rr_sum,kickoff_front_sum,kickoff_back_sum,kickoff_any_sum,total_yield,total_visits,kickoff_lf_perc,kickoff_lr_perc,kickoff_rf_perc,kickoff_rr_perc,kickoff_front_perc,kickoff_back_perc,kickoff_any_perc
929,1,0,0,3,1,3,3,666.74,36,2.7777777777777777,0.0,0.0,8.333333333333332,2.7777777777777777,8.333333333333332,8.333333333333332
935,0,1,0,0,0,1,1,14601.38,925,0.0,0.10810810810810811,0.0,0.0,0.0,0.10810810810810811,0.10810810810810811
948,1,7,1,3,2,9,10,18658.22,1260,0.07936507936507936,0.5555555555555556,0.07936507936507936,0.2380952380952381,0.15873015873015872,0.7142857142857143,0.7936507936507936
962,16,3,3,2,19,4,7,15746.16,975,1.641025641025641,0.3076923076923077,0.3076923076923077,0.20512820512820512,1.948717948717949,0.41025641025641024,0.717948717948718
970,5,1,0,4,5,5,5,15973.48,1004,0.49800796812749004,0.099601593625498,0.0,0.398406374501992,0.49800796812749004,0.49800796812749004,0.49800796812749004
971,0,0,0,0,0,0,0,3202.92,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,0,7,0,13,0,18,18,15694.88,877,0.0,0.798175598631699,0.0,1.4823261117445838,0.0,2.0524515393386547,2.0524515393386547
975,0,1,0,1,0,2,2,16959.67,918,0.0,0.10893246187363835,0.0,0.10893246187363835,0.0,0.2178649237472767,0.2178649237472767
978,3,6,8,6,10,10,16,14411.31,950,0.3157894736842105,0.631578947368421,0.8421052631578947,0.631578947368421,1.0526315789473684,1.0526315789473684,1.6842105263157894
981,1,0,1,0,2,0,1,1044.39,76,1.3157894736842104,0.0,1.3157894736842104,0.0,2.631578947368421,0.0,1.3157894736842104
986,0,11,0,2,0,12,12,6149.27,288,0.0,3.8194444444444446,0.0,0.6944444444444444,0.0,4.166666666666666,4.166666666666666
1003,0,2,0,0,0,2,2,6045.22,429,0.0,0.4662004662004662,0.0,0.0,0.0,0.4662004662004662,0.4662004662004662
1023,0,1,0,1,0,1,1,6749.36,346,0.0,0.2890173410404624,0.0,0.2890173410404624,0.0,0.2890173410404624,0.2890173410404624
1039,0,7,0,4,0,11,11,16167.07,690,0.0,1.0144927536231882,0.0,0.5797101449275363,0.0,1.5942028985507246,1.5942028985507246
1040,0,2,0,2,0,2,2,12822.48,545,0.0,0.3669724770642202,0.0,0.3669724770642202,0.0,0.3669724770642202,0.3669724770642202
1057,3,5,6,5,9,9,14,14099.53,721,0.4160887656033287,0.6934812760055479,0.8321775312066574,0.6934812760055479,1.248266296809986,1.248266296809986,1.9417475728155338
1058,2,1,0,1,2,2,2,21285.94,1261,0.1586042823156225,0.07930214115781126,0.0,0.07930214115781126,0.1586042823156225,0.1586042823156225,0.1586042823156225
1061,1,0,0,1,1,1,1,14650.23,796,0.12562814070351758,0.0,0.0,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758
1067,1,3,1,0,2,3,4,12635.32,942,0.10615711252653928,0.3184713375796179,0.10615711252653928,0.0,0.21231422505307856,0.3184713375796179,0.42462845010615713
1074,2,4,2,4,3,6,7,19316.64,1144,0.17482517482517482,0.34965034965034963,0.17482517482517482,0.34965034965034963,0.26223776223776224,0.5244755244755245,0.6118881118881119
1081,0,0,0,0,0,0,0,18163.72,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,0,1,1,5,1,6,7,13747.14,777,0.0,0.1287001287001287,0.1287001287001287,0.6435006435006435,0.1287001287001287,0.7722007722007722,0.9009009009009009
1089,1,0,1,0,2,0,1,19468.33,1047,0.09551098376313276,0.0,0.09551098376313276,0.0,0.19102196752626552,0.0,0.09551098376313276
1091,2,29,2,12,3,37,37,20473.67,1057,0.1892147587511826,2.7436140018921478,0.1892147587511826,1.1352885525070955,0.28382213812677387,3.5004730368968775,3.5004730368968775
1092,1,2,0,1,1,3,3,13091.52,708,0.14124293785310735,0.2824858757062147,0.0,0.14124293785310735,0.14124293785310735,0.423728813559322,0.423728813559322
1098,1,6,0,6,1,11,11,17873.32,997,0.10030090270812438,0.6018054162487462,0.0,0.6018054162487462,0.10030090270812438,1.103309929789368,1.103309929789368
1100,0,3,1,1,1,4,5,17829.52,905,0.0,0.3314917127071823,0.11049723756906078,0.11049723756906078,0.11049723756906078,0.44198895027624313,0.5524861878453038
1101,1,3,2,0,3,3,5,15524.55,1130,0.08849557522123894,0.2654867256637168,0.17699115044247787,0.0,0.2654867256637168,0.2654867256637168,0.4424778761061947
1102,1,5,0,2,1,6,6,15076.35,826,0.12106537530266344,0.6053268765133172,0.0,0.24213075060532688,0.12106537530266344,0.7263922518159807,0.7263922518159807
1116,1,1,0,4,1,5,5,5205.54,259,0.3861003861003861,0.3861003861003861,0.0,1.5444015444015444,0.3861003861003861,1.9305019305019304,1.9305019305019304
1126,2,3,1,2,2,3,3,13437.39,718,0.2785515320334262,0.4178272980501393,0.1392757660167131,0.2785515320334262,0.2785515320334262,0.4178272980501393,0.4178272980501393
1127,4,13,6,10,10,23,27,19465.93,1114,0.3590664272890485,1.1669658886894074,0.5385996409335727,0.8976660682226212,0.8976660682226212,2.064631956912029,2.423698384201077
1133,0,0,0,0,0,0,0,1529.45,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,2,11,1,11,3,22,23,14369.66,827,0.24183796856106407,1.3301088270858523,0.12091898428053204,1.3301088270858523,0.36275695284159615,2.6602176541717046,2.781136638452237
1140,0,1,0,0,0,1,1,9754.38,615,0.0,0.16260162601626016,0.0,0.0,0.0,0.16260162601626016,0.16260162601626016
1142,2,0,0,9,2,9,9,12546.75,811,0.2466091245376079,0.0,0.0,1.1097410604192355,0.2466091245376079,1.1097410604192355,1.1097410604192355
1144,2,1,1,2,3,3,4,14341.28,802,0.24937655860349126,0.12468827930174563,0.12468827930174563,0.24937655860349126,0.3740648379052369,0.3740648379052369,0.4987531172069825
1145,1,5,0,2,1,7,7,15792.59,882,0.11337868480725624,0.5668934240362812,0.0,0.22675736961451248,0.11337868480725624,0.7936507936507936,0.7936507936507936
1148,1,2,0,3,1,5,5,15653.64,1070,0.09345794392523366,0.1869158878504673,0.0,0.2803738317757009,0.09345794392523366,0.46728971962616817,0.46728971962616817
1151,1,0,0,0,1,0,0,15454.72,977,0.1023541453428864,0.0,0.0,0.0,0.1023541453428864,0.0,0.0
1153,3,18,9,14,12,25,33,15658.35,944,0.31779661016949157,1.9067796610169492,0.9533898305084746,1.4830508474576272,1.2711864406779663,2.6483050847457625,3.4957627118644066
1159,0,15,1,9,1,21,22,15374.32,890,0.0,1.6853932584269662,0.11235955056179776,1.0112359550561798,0.11235955056179776,2.359550561797753,2.4719101123595504
1160,0,2,1,1,1,3,4,684.03,61,0.0,3.278688524590164,1.639344262295082,1.639344262295082,1.639344262295082,4.918032786885246,6.557377049180328
1163,3,150,12,64,14,173,176,15600.44,1058,0.28355387523629494,14.177693761814744,1.1342155009451798,6.049149338374291,1.3232514177693762,16.351606805293006,16.6351606805293
1164,0,7,8,9,8,14,21,17257.31,989,0.0,0.7077856420626896,0.8088978766430739,0.910010111223458,0.8088978766430739,1.4155712841253791,2.1233569261880687
1168,0,0,0,0,0,0,0,3618.47,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,0,0,0,0,0,0,0,348.28000000000003,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,2,7,2,1,3,8,10,14828.66,746,0.2680965147453083,0.938337801608579,0.2680965147453083,0.13404825737265416,0.40214477211796246,1.0723860589812333,1.3404825737265416
1172,0,0,0,0,0,0,0,3821.08,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,2,3,1,9,3,10,11,17198.71,832,0.2403846153846154,0.3605769230769231,0.1201923076923077,1.0817307692307692,0.3605769230769231,1.201923076923077,1.3221153846153846
1177,3,0,0,0,3,0,0,849.38,50,6.0,0.0,0.0,0.0,6.0,0.0,0.0
1178,0,3,0,1,0,4,4,2880.68,172,0.0,1.744186046511628,0.0,0.5813953488372093,0.0,2.3255813953488373,2.3255813953488373
1184,0,0,0,0,0,0,0,125.58,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,7,42,3,22,10,60,61,18288.72,1051,0.6660323501427212,3.9961941008563278,0.285442435775452,2.093244529019981,0.9514747859181731,5.708848715509039,5.803996194100856
1197,0,0,0,0,0,0,0,916.01,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,11,32,9,15,18,39,44,13063.19,853,1.2895662368112544,3.751465416178194,1.0550996483001172,1.7584994138335288,2.1101992966002343,4.572098475967175,5.1582649472450175
1200,5,21,3,12,8,30,32,13400.48,871,0.5740528128587831,2.4110218140068884,0.3444316877152698,1.377726750861079,0.9184845005740528,3.4443168771526977,3.6739380022962114
1207,3,2,3,2,6,3,6,12913.21,769,0.3901170351105332,0.26007802340702213,0.3901170351105332,0.26007802340702213,0.7802340702210664,0.3901170351105332,0.7802340702210664
1212,0,0,5,1,5,1,6,12136.93,665,0.0,0.0,0.7518796992481203,0.15037593984962408,0.7518796992481203,0.15037593984962408,0.9022556390977444
1219,4,12,3,11,7,18,20,13983.58,743,0.5383580080753702,1.6150740242261103,0.4037685060565276,1.4804845222072678,0.9421265141318977,2.4226110363391657,2.6917900403768504
1223,3,10,2,2,4,12,14,14073.35,1108,0.2707581227436823,0.9025270758122743,0.18050541516245489,0.18050541516245489,0.36101083032490977,1.083032490974729,1.263537906137184
1231,1,2,3,2,4,3,5,10793.14,571,0.17513134851138354,0.3502626970227671,0.5253940455341506,0.3502626970227671,0.7005253940455342,0.5253940455341506,0.8756567425569177
1232,1,21,0,10,1,27,27,13308.82,782,0.1278772378516624,2.6854219948849107,0.0,1.278772378516624,0.1278772378516624,3.4526854219948846,3.4526854219948846
1233,27,1,8,1,35,2,9,13585.92,804,3.3582089552238807,0.12437810945273632,0.9950248756218906,0.12437810945273632,4.353233830845771,0.24875621890547264,1.1194029850746268
1235,8,8,11,0,18,8,18,14824.59,831,0.9626955475330927,0.9626955475330927,1.3237063778580023,0.0,2.166064981949458,0.9626955475330927,2.166064981949458
1236,5,6,1,2,6,7,7,15672.03,839,0.5959475566150179,0.7151370679380215,0.11918951132300357,0.23837902264600713,0.7151370679380215,0.834326579261025,0.834326579261025
1237,5,3,4,13,9,16,19,14588.52,816,0.6127450980392157,0.3676470588235294,0.49019607843137253,1.5931372549019607,1.1029411764705883,1.9607843137254901,2.3284313725490198
1240,4,10,5,5,9,15,20,19916.56,1231,0.3249390739236393,0.8123476848090982,0.4061738424045491,0.4061738424045491,0.7311129163281885,1.2185215272136474,1.6246953696181965
1241,2,1,4,5,6,5,9,20162.76,1158,0.17271157167530224,0.08635578583765112,0.3454231433506045,0.4317789291882556,0.5181347150259068,0.4317789291882556,0.7772020725388601
1243,2,4,19,5,21,9,27,10488.37,595,0.33613445378151263,0.6722689075630253,3.1932773109243695,0.8403361344537815,3.5294117647058822,1.5126050420168067,4.53781512605042
1244,1,3,0,0,1,3,3,16123.07,949,0.10537407797681769,0.31612223393045313,0.0,0.0,0.10537407797681769,0.31612223393045313,0.31612223393045313
1245,32,24,13,8,44,29,41,15321.41,789,4.055766793409378,3.041825095057034,1.6476552598225602,1.0139416983523446,5.576679340937896,3.67553865652725,5.196451204055767
1246,0,0,1,1,1,1,2,12148.78,862,0.0,0.0,0.11600928074245939,0.11600928074245939,0.11600928074245939,0.11600928074245939,0.23201856148491878
1252,0,3,1,2,1,5,6,8917.01,406,0.0,0.7389162561576355,0.24630541871921183,0.49261083743842365,0.24630541871921183,1.2315270935960592,1.477832512315271
1255,0,7,6,7,6,12,18,14366.66,774,0.0,0.9043927648578811,0.7751937984496124,0.9043927648578811,0.7751937984496124,1.550387596899225,2.3255813953488373
1258,5,2,0,2,5,3,3,7849.32,435,1.1494252873563218,0.45977011494252873,0.0,0.45977011494252873,1.1494252873563218,0.6896551724137931,0.6896551724137931
1259,0,0,2,0,2,0,2,11745.15,667,0.0,0.0,0.29985007496251875,0.0,0.29985007496251875,0.0,0.29985007496251875
1261,0,3,0,7,0,10,10,7666.7,424,0.0,0.7075471698113208,0.0,1.650943396226415,0.0,2.358490566037736,2.358490566037736
1262,1,37,5,16,6,51,55,5481.94,299,0.33444816053511706,12.37458193979933,1.6722408026755853,5.351170568561873,2.0066889632107023,17.05685618729097,18.394648829431436
1263,0,0,0,0,0,0,0,9175.35,597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,208,4,21,7,224,11,30,12267.52,855,24.327485380116958,0.46783625730994155,2.456140350877193,0.8187134502923977,26.198830409356727,1.2865497076023393,3.508771929824561
1266,6,10,5,5,10,12,16,15528.32,869,0.6904487917146145,1.1507479861910241,0.5753739930955121,0.5753739930955121,1.1507479861910241,1.380897583429229,1.8411967779056386
1267,28,33,24,22,45,40,56,12125.53,666,4.2042042042042045,4.954954954954955,3.6036036036036037,3.303303303303303,6.756756756756757,6.006006006006006,8.408408408408409
1268,0,0,0,0,0,0,0,714.41,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,1,3,0,0,1,3,3,5347.59,361,0.2770083102493075,0.8310249307479225,0.0,0.0,0.2770083102493075,0.8310249307479225,0.8310249307479225
1271,29,1,33,2,61,2,35,16470.72,842,3.44418052256532,0.11876484560570072,3.9192399049881232,0.23752969121140144,7.244655581947744,0.23752969121140144,4.156769596199525
1272,1,0,44,69,44,69,99,12367.66,729,0.1371742112482853,0.0,6.035665294924554,9.465020576131687,6.035665294924554,9.465020576131687,13.580246913580247
1273,1,0,0,1,1,1,1,16038.63,922,0.10845986984815618,0.0,0.0,0.10845986984815618,0.10845986984815618,0.10845986984815618,0.10845986984815618
1274,0,4,0,1,0,5,5,13037.81,939,0.0,0.42598509052183176,0.0,0.10649627263045794,0.0,0.5324813631522897,0.5324813631522897
1276,1,3,2,2,2,4,5,19909.78,1097,0.09115770282588878,0.27347310847766637,0.18231540565177756,0.18231540565177756,0.18231540565177756,0.3646308113035551,0.4557885141294439
1277,1,0,0,4,1,4,4,7073.86,515,0.1941747572815534,0.0,0.0,0.7766990291262136,0.1941747572815534,0.7766990291262136,0.7766990291262136
1279,1,4,2,2,3,6,8,13920.69,833,0.12004801920768307,0.4801920768307323,0.24009603841536614,0.24009603841536614,0.36014405762304924,0.7202881152460985,0.9603841536614646
1281,3,1,11,2,14,3,14,17043.54,999,0.3003003003003003,0.10010010010010009,1.1011011011011012,0.20020020020020018,1.4014014014014013,0.3003003003003003,1.4014014014014013
1282,0,0,0,2,0,2,2,14222.85,900,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
1283,2,6,3,4,4,7,8,12851.34,876,0.228310502283105,0.684931506849315,0.3424657534246575,0.45662100456621,0.45662100456621,0.7990867579908676,0.91324200913242
1284,2,0,0,8,2,8,8,8757.99,477,0.41928721174004197,0.0,0.0,1.6771488469601679,0.41928721174004197,1.6771488469601679,1.6771488469601679
1286,0,0,0,0,0,0,0,5534.34,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,89,384,77,427,142,494,496,14250.69,753,11.819389110225764,50.99601593625498,10.225763612217795,56.70650730411687,18.857901726427624,65.60424966799468,65.86985391766268
1291,2,3,0,11,2,11,11,12525.13,874,0.2288329519450801,0.34324942791762014,0.0,1.2585812356979404,0.2288329519450801,1.2585812356979404,1.2585812356979404
1293,1,1,0,3,1,3,3,11944.8,719,0.13908205841446453,0.13908205841446453,0.0,0.4172461752433936,0.13908205841446453,0.4172461752433936,0.4172461752433936
1294,0,2,0,2,0,4,4,4617.91,271,0.0,0.7380073800738007,0.0,0.7380073800738007,0.0,1.4760147601476015,1.4760147601476015
1295,0,2,1,3,1,4,5,5210.64,377,0.0,0.5305039787798408,0.2652519893899204,0.7957559681697612,0.2652519893899204,1.0610079575596816,1.3262599469496021
1300,0,0,0,6,0,6,6,5233.77,341,0.0,0.0,0.0,1.7595307917888565,0.0,1.7595307917888565,1.7595307917888565
1305,10,64,8,0,18,64,70,14108.34,877,1.1402508551881414,7.297605473204105,0.9122006841505131,0.0,2.0524515393386547,7.297605473204105,7.98175598631699
1312,3,3,1,4,3,6,6,14819.86,787,0.3811944091486658,0.3811944091486658,0.12706480304955528,0.5082592121982211,0.3811944091486658,0.7623888182973316,0.7623888182973316
1314,1,5,1,6,2,10,11,16101.84,948,0.10548523206751054,0.5274261603375527,0.10548523206751054,0.6329113924050633,0.21097046413502107,1.0548523206751055,1.160337552742616
1315,0,0,0,0,0,0,0,1613.72,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,0,2,0,2,0,4,4,794.73,75,0.0,2.666666666666667,0.0,2.666666666666667,0.0,5.333333333333334,5.333333333333334
1320,6,10,4,15,8,24,26,14138.81,914,0.6564551422319475,1.0940919037199124,0.437636761487965,1.6411378555798686,0.87527352297593,2.62582056892779,2.8446389496717726
1321,0,1,0,2,0,3,3,3909.5,218,0.0,0.45871559633027525,0.0,0.9174311926605505,0.0,1.3761467889908259,1.3761467889908259
1323,2,3,0,1,2,3,3,1972.7,155,1.2903225806451613,1.935483870967742,0.0,0.6451612903225806,1.2903225806451613,1.935483870967742,1.935483870967742
1325,0,0,0,0,0,0,0,2950.6,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,49,1,3,3,51,4,7,11412.82,872,5.6192660550458715,0.11467889908256881,0.34403669724770647,0.34403669724770647,5.848623853211009,0.45871559633027525,0.8027522935779817
1329,1,0,0,0,1,0,0,14233.49,1067,0.09372071227741331,0.0,0.0,0.0,0.09372071227741331,0.0,0.0
1334,2,12,5,15,7,22,26,11687.05,738,0.27100271002710025,1.6260162601626018,0.6775067750677507,2.0325203252032518,0.9485094850948509,2.9810298102981028,3.523035230352303
1335,3,3,2,4,3,6,6,14276.17,785,0.3821656050955414,0.3821656050955414,0.25477707006369427,0.5095541401273885,0.3821656050955414,0.7643312101910829,0.7643312101910829
1352,8,1,34,8,40,9,42,14011.81,869,0.9205983889528193,0.11507479861910241,3.9125431530494823,0.9205983889528193,4.602991944764097,1.0356731875719216,4.833141542002301
1354,15,0,3,23,17,23,24,9678.96,732,2.0491803278688523,0.0,0.4098360655737705,3.1420765027322406,2.3224043715846996,3.1420765027322406,3.278688524590164
1359,6,5,0,2,6,7,7,14262.53,960,0.625,0.5208333333333333,0.0,0.20833333333333334,0.625,0.7291666666666666,0.7291666666666666
1360,1,7,3,4,3,9,11,10341.49,727,0.1375515818431912,0.9628610729023385,0.41265474552957354,0.5502063273727648,0.41265474552957354,1.2379642365887207,1.5130674002751032
1362,2,12,4,14,6,23,24,12626.75,948,0.21097046413502107,1.2658227848101267,0.42194092827004215,1.4767932489451476,0.6329113924050633,2.4261603375527425,2.5316455696202533
1364,4,1,1,3,5,4,5,11766.8,670,0.5970149253731344,0.1492537313432836,0.1492537313432836,0.44776119402985076,0.7462686567164178,0.5970149253731344,0.7462686567164178
1365,28,7,77,11,96,14,87,13903.2,919,3.0467899891186074,0.7616974972796519,8.37867247007617,1.1969532100108813,10.44613710554951,1.5233949945593037,9.466811751904244
1370,0,3,0,4,0,7,7,12042.69,797,0.0,0.37641154328732745,0.0,0.5018820577164366,0.0,0.8782936010037641,0.8782936010037641
1371,1,6,1,5,1,9,10,8954.03,672,0.1488095238095238,0.8928571428571428,0.1488095238095238,0.744047619047619,0.1488095238095238,1.3392857142857142,1.488095238095238
1372,1,3,0,5,1,7,7,15357.84,1059,0.09442870632672333,0.28328611898017,0.0,0.4721435316336166,0.09442870632672333,0.6610009442870632,0.6610009442870632
1376,5,4,0,1,5,5,5,11837.71,974,0.5133470225872689,0.41067761806981523,0.0,0.10266940451745381,0.5133470225872689,0.5133470225872689,0.5133470225872689
1380,4,2,0,4,4,5,5,10013.24,818,0.4889975550122249,0.24449877750611246,0.0,0.4889975550122249,0.4889975550122249,0.6112469437652812,0.6112469437652812
1385,2,0,3,1,5,1,4,10433.72,682,0.2932551319648094,0.0,0.43988269794721413,0.1466275659824047,0.7331378299120235,0.1466275659824047,0.5865102639296188
1389,0,1,0,0,0,1,1,9876.77,593,0.0,0.16863406408094433,0.0,0.0,0.0,0.16863406408094433,0.16863406408094433
1391,27,27,1,20,28,36,37,11970.82,933,2.8938906752411575,2.8938906752411575,0.10718113612004287,2.1436227224008575,3.0010718113612005,3.858520900321544,3.965702036441586
1395,3,1,1,2,4,3,4,7071.03,552,0.5434782608695652,0.18115942028985507,0.18115942028985507,0.36231884057971014,0.7246376811594203,0.5434782608695652,0.7246376811594203
1396,2,20,9,34,11,46,51,9957.46,732,0.273224043715847,2.73224043715847,1.2295081967213115,4.644808743169399,1.5027322404371584,6.284153005464481,6.967213114754098
1397,3,31,1,7,4,36,36,11578.8,894,0.33557046979865773,3.467561521252797,0.11185682326621924,0.7829977628635347,0.44742729306487694,4.026845637583892,4.026845637583892
1398,2,7,8,11,10,15,20,10978.18,803,0.24906600249066002,0.8717310087173101,0.9962640099626401,1.36986301369863,1.2453300124533,1.86799501867995,2.4906600249066
1399,12,13,2,4,14,15,17,13806.28,1009,1.1892963330029733,1.288404360753221,0.19821605550049554,0.39643211100099107,1.3875123885034688,1.4866204162537164,1.6848364717542121
1400,1,1,0,5,1,6,6,11752.4,756,0.13227513227513227,0.13227513227513227,0.0,0.6613756613756614,0.13227513227513227,0.7936507936507936,0.7936507936507936
1401,8,39,0,5,8,42,42,8839.96,735,1.0884353741496597,5.3061224489795915,0.0,0.6802721088435374,1.0884353741496597,5.714285714285714,5.714285714285714
1404,0,2,1,15,1,17,18,12269.23,1238,0.0,0.16155088852988692,0.08077544426494346,1.2116316639741518,0.08077544426494346,1.3731825525040386,1.4539579967689822
1405,0,6,11,7,11,10,21,9526.26,908,0.0,0.6607929515418502,1.2114537444933922,0.7709251101321586,1.2114537444933922,1.1013215859030838,2.3127753303964758
1406,27,9,8,16,35,24,30,7638.27,681,3.9647577092511015,1.3215859030837005,1.1747430249632893,2.3494860499265786,5.139500734214391,3.524229074889868,4.405286343612335
