cow,farmname,robotside,filename,directory,date,time,size,computer,animal_number,lactation_number,begin_time,end_time,yield,days_in_milk,conductivity_lf,conductivity_lr,conductivity_rf,conductivity_rr,mean_flow_lf,mean_flow_lr,mean_flow_rf,mean_flow_rr,milk_flow_duration,occ,peak_flow_lr,peak_flow_rf,peak_flow_rr,peak_flow_lf,teats_not_found,yield_lf,yield_lr,yield_rf,yield_rr,interval,kickoff,kickoff_lf,kickoff_lr,kickoff_milkings,kickoff_rf,kickoff_rr,alternative_attach,device_name,incomplete,is_incomplete,incomplete_milkings
1471,laufenberg,right,1471_20231117_161255.bag,videos_1,20231117,16:13:10,1583586862,maria,1471,1,2023-11-17 16:12:00,4:19 PM,16.91,44.0,4.42,4.25,4.03,4.32,1.2,1.08,0.96,1.32,297.0,,1.56,1.5,1.86,1.62,,3.59,4.4,4.01,4.91,10:04:11,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1472,laufenberg,right,1472_20231117_122932.bag,videos_1,20231117,12:29:52,2189847830,maria,1472,1,2023-11-17 12:28:00,12:38 PM,11.97,60.0,3.69,3.71,3.82,3.79,0.9,0.6,0.9,0.6,413.0,,1.14,1.26,0.9,1.38,,2.97,2.86,3.46,2.68,11:59:08,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1473,laufenberg,right,1473_20231117_105808.bag,videos_1,20231117,10:58:30,2461069842,maria,1473,1,2023-11-17 10:57:00,11:05 AM,16.73,21.0,4.56,4.51,4.22,4.67,0.84,1.44,0.78,1.26,299.0,,1.98,1.08,1.86,1.32,,2.78,5.63,3.2,5.12,10:11:40,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1475,laufenberg,right,1475_20231117_162805.bag,videos_1,20231117,16:28:20,1683300837,maria,1475,1,2023-11-17 16:27:00,4:34 PM,19.68,39.0,4.23,4.13,4.23,4.23,1.8,1.5,1.5,1.86,274.0,,2.16,2.28,2.4,2.4,,4.26,5.77,4.07,5.58,10:43:05,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1476,laufenberg,right,1476_20231117_171509.bag,videos_1,20231117,17:15:26,1894694464,maria,1476,1,2023-11-17 17:14:00,5:24 PM,10.78,33.0,3.99,3.95,4.0,4.14,0.66,0.54,0.66,0.48,409.0,,0.84,0.9,0.78,0.9,,2.65,2.68,2.75,2.7,09:20:49,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1478,laufenberg,right,1478_20231117_160449.bag,videos_1,20231117,16:05:06,1965265699,maria,1478,1,2023-11-17 16:03:00,4:10 PM,13.6,72.0,4.22,4.05,4.23,4.19,1.14,1.38,1.44,1.02,227.0,,1.86,1.92,1.62,1.62,,3.19,3.87,3.46,3.08,09:39:28,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1479,laufenberg,right,1479_20231117_172226.bag,videos_1,20231117,17:22:50,2720326177,maria,1479,1,2023-11-17 17:22:00,5:29 PM,10.92,4.0,4.02,4.06,4.16,4.1,0.72,0.9,0.96,0.72,293.0,,1.26,1.32,1.02,1.08,,2.83,2.72,3.05,2.32,09:58:07,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1483,laufenberg,right,1483_20231117_163850.bag,videos_1,20231117,16:39:06,1755094899,maria,1483,1,2023-11-17 16:35:00,4:45 PM,16.26,23.0,3.96,3.86,3.97,3.96,1.38,1.32,1.44,1.08,290.0,,1.92,1.98,1.5,2.04,,3.89,4.12,3.65,4.6,09:42:46,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1486,laufenberg,right,1486_20231117_125458.bag,videos_1,20231117,12:55:20,2309504600,maria,1486,1,2023-11-17 12:53:00,1:00 PM,12.5,64.0,4.14,4.03,4.21,3.98,1.32,1.68,1.32,1.74,190.0,,2.1,1.8,2.82,1.86,,3.14,3.39,3.24,2.73,09:04:30,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1487,laufenberg,right,1487_20231117_120420.bag,videos_1,20231117,12:04:56,4120310386,maria,1487,1,2023-11-17 12:03:00,12:11 PM,13.78,25.0,4.23,4.24,4.36,4.13,0.84,1.2,0.9,1.02,291.0,,1.68,1.32,1.38,1.14,,3.14,4.13,2.89,3.62,08:31:54,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1495,laufenberg,right,1495_20231117_110027.bag,videos_1,20231117,11:01:08,4694662882,maria,1495,1,2023-11-17 11:00:00,11:06 AM,12.34,21.0,4.07,4.03,4.22,4.1,1.32,0.78,1.32,0.9,248.0,,1.2,1.92,1.38,1.86,,3.2,2.55,3.57,3.02,10:02:46,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1503,laufenberg,right,1503_20231117_170540.bag,videos_1,20231117,17:06:02,9749305,maria,1503,1,2023-11-17 17:04:00,5:12 PM,11.43,7.0,4.22,4.13,4.29,4.1,1.32,0.84,1.32,0.6,304.0,,1.2,1.74,0.84,1.86,,3.03,2.56,3.13,2.71,09:33:09,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1504,laufenberg,right,1504_20231117_165817.bag,videos_1,20231117,16:58:34,1853586047,maria,1504,1,2023-11-17 16:57:00,5:03 PM,3.69,12.0,4.76,4.46,5.1,4.3,0.36,0.48,0.54,0.54,201.0,,0.72,0.96,0.78,0.66,,0.66,0.77,0.95,1.31,09:20:00,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1511,laufenberg,right,1511_20231117_171404.bag,videos_1,20231117,17:14:28,125500272,maria,1511,1,2023-11-17 17:13:00,5:19 PM,8.12,3.0,4.56,4.53,4.63,4.64,1.5,1.32,1.32,1.38,134.0,,2.16,2.1,2.1,2.34,,2.13,2.19,2.1,1.7,09:29:35,All,Checked,Checked,1.0,Checked,Checked,Normal,VMS_3,,Unchecked,0.0
855,laufenberg,right,855_20231117_170701.bag,videos_1,20231117,17:07:30,14829,maria,855,5,2023-11-17 17:06:00,5:12 PM,7.04,0.0,4.33,4.28,,4.34,1.08,0.78,,0.96,216.0,,1.44,,1.62,1.44,,3.07,1.78,,2.19,10:48:05,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1003,laufenberg,left,1003_20231117_163646.bag,videos_2,20231117,16:36:56,1247122535,guilherme,1003,3,2023-11-17 16:35:00,4:43 PM,14.26,114.0,,4.48,4.47,4.42,,1.08,1.5,1.56,310.0,25.0,1.68,1.92,2.1,,,,4.2,4.83,5.23,08:09:45,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1039,laufenberg,left,1039_20231117_120824.bag,videos_2,20231117,12:08:44,2423789589,guilherme,1039,3,2023-11-17 12:08:00,12:16 PM,18.52,302.0,4.64,5.22,4.87,4.76,1.26,1.32,0.78,1.38,349.0,62.0,1.8,1.08,1.92,1.92,,4.52,4.93,3.49,5.58,10:49:00,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1040,laufenberg,left,1040_20231117_172657.bag,videos_2,20231117,17:27:30,3490161685,guilherme,1040,3,2023-11-17 17:25:00,5:38 PM,25.0,213.0,4.92,4.66,4.71,4.67,0.9,0.96,1.2,1.26,530.0,154.0,1.32,1.74,1.62,1.2,,4.15,7.64,4.59,8.62,09:47:28,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1057,laufenberg,left,1057_20231117_140050.bag,videos_2,20231117,14:01:12,2527603715,guilherme,1057,4,2023-11-17 14:00:00,2:15 PM,27.07,20.0,4.18,4.42,4.2,4.29,0.9,1.02,1.14,0.96,593.0,22.0,1.62,1.56,1.38,1.26,,5.1,6.12,8.64,7.21,12:46:37,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1074,laufenberg,left,1074_20231117_145637.bag,videos_2,20231117,14:56:58,2242570271,guilherme,1074,3,2023-11-17 14:56:00,3:03 PM,16.4,222.0,4.65,4.66,4.52,4.6,1.44,1.38,1.26,1.32,303.0,17.0,1.74,1.8,1.68,1.98,,3.05,5.19,2.43,5.73,07:36:13,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1084,laufenberg,left,1084_20231117_150625.bag,videos_2,20231117,15:06:38,1537376667,guilherme,1084,3,2023-11-17 15:04:00,3:15 PM,24.06,150.0,4.58,4.53,4.52,4.53,1.32,1.14,1.02,1.2,401.0,5.0,1.56,1.5,1.56,1.8,,5.48,6.72,4.98,6.88,11:03:24,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1089,laufenberg,left,1089_20231117_134638.bag,videos_2,20231117,13:47:04,2540679858,guilherme,1089,3,2023-11-17 13:46:00,1:52 PM,19.61,201.0,4.45,4.39,4.51,4.53,1.68,1.56,1.8,1.68,229.0,11.0,2.22,2.64,2.1,2.4,,4.33,4.93,4.78,5.57,07:56:25,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1098,laufenberg,left,1098_20231117_115632.bag,videos_2,20231117,11:56:58,3050667196,guilherme,1098,3,2023-11-17 11:56:00,12:05 PM,21.75,252.0,5.31,5.29,4.87,5.16,1.2,1.02,1.68,1.02,372.0,97.0,1.38,2.22,1.38,1.62,,3.83,5.67,6.58,5.67,09:10:52,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1100,laufenberg,left,1100_20231117_150524.bag,videos_2,20231117,15:05:40,1776947727,guilherme,1100,3,2023-11-17 15:04:00,3:11 PM,14.18,284.0,4.85,4.82,4.8,4.83,0.96,1.38,1.02,1.5,228.0,142.0,2.16,1.56,2.04,1.44,,2.79,4.35,2.89,4.15,07:28:54,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1127,laufenberg,left,1127_20231117_144642.bag,videos_2,20231117,14:47:02,2358678106,guilherme,1127,3,2023-11-17 14:46:00,2:55 PM,21.06,42.0,4.38,4.33,4.31,4.46,0.96,1.26,1.08,1.38,395.0,25.0,1.86,1.68,1.86,1.44,,5.35,5.92,5.61,4.18,08:07:12,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1139,laufenberg,left,1139_20231117_114132.bag,videos_2,20231117,11:41:48,1948637392,guilherme,1139,3,2023-11-17 11:41:00,11:55 AM,24.65,54.0,4.44,4.56,4.53,4.43,0.54,0.9,0.78,0.84,720.0,17.0,1.44,1.2,1.26,0.96,,5.31,6.85,4.95,7.54,10:40:44,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1144,laufenberg,left,1144_20231117_130218.bag,videos_2,20231117,13:02:40,2575514057,guilherme,1144,3,2023-11-17 13:02:00,1:10 PM,22.94,86.0,4.38,4.15,4.19,4.09,1.68,1.44,1.68,1.68,344.0,42.0,1.98,2.28,2.34,2.34,,4.33,7.39,4.29,6.93,09:52:04,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1148,laufenberg,left,1148_20231117_163359.bag,videos_2,20231117,16:34:16,1951089212,guilherme,1148,3,2023-11-17 16:32:00,4:40 PM,16.61,129.0,4.65,5.27,4.58,5.07,1.56,1.68,1.5,1.08,266.0,600.0,2.34,2.16,1.62,2.16,,4.48,4.18,4.85,3.1,07:32:32,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1151,laufenberg,left,1151_20231117_145552.bag,videos_2,20231117,14:56:14,2298155123,guilherme,1151,3,2023-11-17 14:55:00,3:01 PM,18.48,110.0,4.51,4.55,4.47,4.62,2.04,1.74,1.92,1.98,248.0,1088.0,2.64,2.7,3.18,2.58,,4.17,4.03,4.53,5.75,07:33:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1153,laufenberg,left,1153_20231117_143046.bag,videos_2,20231117,14:31:04,1999321516,guilherme,1153,3,2023-11-17 14:30:00,2:36 PM,16.71,75.0,4.58,4.55,4.33,4.56,1.68,1.92,1.68,1.8,231.0,28.0,2.64,2.22,2.58,2.34,,3.76,4.27,4.7,3.98,05:16:22,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1159,laufenberg,left,1159_20231117_171700.bag,videos_2,20231117,17:17:16,1888747555,guilherme,1159,3,2023-11-17 17:16:00,5:25 PM,16.47,9.0,4.65,5.06,4.71,4.6,0.96,0.84,1.2,1.08,368.0,782.0,1.14,1.74,1.38,1.56,,5.18,3.01,4.57,3.71,10:45:49,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1163,laufenberg,left,1163_20231117_164620.bag,videos_2,20231117,16:46:38,2196197082,guilherme,1163,3,2023-11-17 16:46:00,4:57 PM,19.52,100.0,0.0,4.08,4.0,4.02,0.3,0.9,0.66,0.78,572.0,11.0,1.38,1.08,1.2,0.96,,0.51,7.44,5.17,6.4,08:07:34,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1164,laufenberg,left,1164_20231117_151515.bag,videos_2,20231117,15:15:32,1855576094,guilherme,1164,3,2023-11-17 15:14:00,3:20 PM,17.73,23.0,4.11,4.08,4.07,4.09,1.98,1.44,1.8,1.8,234.0,31.0,2.16,2.58,2.34,2.76,,4.16,4.73,4.52,4.32,06:08:43,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1168,laufenberg,left,1168_20231117_111157.bag,videos_2,20231117,11:12:32,4127507981,guilherme,1168,3,2023-11-17 11:11:00,11:25 AM,24.85,61.0,4.57,4.69,4.46,4.76,0.66,0.78,0.66,0.9,651.0,220.0,1.2,1.08,1.38,1.14,,6.17,6.93,5.99,5.76,08:42:29,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1171,laufenberg,left,1171_20231117_170904.bag,videos_2,20231117,17:09:22,2149508737,guilherme,1171,2,2023-11-17 17:07:00,5:16 PM,23.9,318.0,4.78,4.75,4.74,4.76,1.44,1.86,1.62,1.86,311.0,131.0,2.46,2.1,2.34,1.8,,6.31,6.24,6.21,5.14,13:38:18,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1171,laufenberg,left,1171_20231117_170924.bag,videos_2,20231117,17:09:42,2060440148,guilherme,1171,2,2023-11-17 17:07:00,5:16 PM,23.9,318.0,4.78,4.75,4.74,4.76,1.44,1.86,1.62,1.86,311.0,131.0,2.46,2.1,2.34,1.8,,6.31,6.24,6.21,5.14,13:38:18,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1173,laufenberg,left,1173_20231117_174946.bag,videos_2,20231117,17:50:02,1921913340,guilherme,1173,3,2023-11-17 17:47:00,5:59 PM,21.7,6.0,4.23,4.2,4.36,4.3,0.96,0.84,0.84,0.84,472.0,,1.38,1.2,1.32,1.32,,5.65,5.6,4.65,5.8,11:30:58,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1177,laufenberg,left,1177_20231117_171845.bag,videos_2,20231117,17:19:00,1826087806,guilherme,1177,3,2023-11-17 17:18:00,5:32 PM,31.52,20.0,4.31,4.15,4.21,,1.08,1.44,0.9,,744.0,14.0,1.98,1.26,,1.56,,9.62,11.92,9.98,,17:42:19,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1192,laufenberg,left,1192_20231117_135119.bag,videos_2,20231117,13:51:52,3894384480,guilherme,1192,2,2023-11-17 13:51:00,1:57 PM,14.01,353.0,4.58,4.56,4.53,4.36,1.08,1.26,1.02,1.5,242.0,5.0,1.68,1.38,1.92,1.56,,3.3,3.12,2.83,4.76,07:53:25,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1200,laufenberg,left,1200_20231117_161152.bag,videos_2,20231117,16:12:08,1748997770,guilherme,1200,2,2023-11-17 16:11:00,4:18 PM,13.24,356.0,4.31,4.33,4.24,4.4,1.32,0.84,1.14,0.84,280.0,20.0,1.08,1.62,1.08,1.8,,3.7,2.66,3.63,3.25,09:24:41,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1212,laufenberg,left,1212_20231117_143536.bag,videos_2,20231117,14:35:58,2507639460,guilherme,1212,2,2023-11-17 14:35:00,2:42 PM,20.88,282.0,,4.13,4.31,3.93,,1.8,1.74,1.92,294.0,177.0,2.28,2.34,2.34,,,,8.1,4.85,7.93,12:52:58,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1219,laufenberg,left,1219_20231117_175155.bag,videos_2,20231117,17:52:22,2342762128,guilherme,1219,2,2023-11-17 17:49:00,5:59 PM,16.52,306.0,4.65,5.26,4.45,4.54,1.5,0.72,1.44,1.02,302.0,271.0,1.08,2.22,1.44,1.98,,5.03,2.4,4.65,4.44,10:21:23,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1231,laufenberg,left,1231_20231117_134357.bag,videos_2,20231117,13:44:22,2527790500,guilherme,1231,2,2023-11-17 13:43:00,1:50 PM,17.7,185.0,4.52,4.42,4.6,4.42,1.44,1.2,1.32,1.32,266.0,14.0,1.62,1.8,1.86,1.92,,4.32,4.46,4.79,4.13,07:12:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1233,laufenberg,left,1233_20231117_132057.bag,videos_2,20231117,13:21:46,5748608605,guilherme,1233,2,2023-11-17 13:20:00,1:29 PM,20.65,246.0,4.18,4.22,4.06,4.29,1.2,1.02,1.38,0.96,383.0,28.0,1.44,1.92,1.38,1.74,,4.9,5.48,4.99,5.28,11:52:16,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1240,laufenberg,left,1240_20231117_143755.bag,videos_2,20231117,14:38:16,2379868228,guilherme,1240,2,2023-11-17 14:37:00,2:45 PM,18.29,231.0,4.32,4.28,4.26,4.29,0.9,1.02,1.02,1.2,355.0,11.0,1.5,1.38,1.62,1.26,,4.31,4.45,4.35,5.18,08:12:20,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1243,laufenberg,left,1243_20231117_121712.bag,videos_2,20231117,12:17:32,2197107981,guilherme,1243,2,2023-11-17 12:17:00,12:23 PM,21.53,246.0,4.18,4.15,4.2,4.16,1.8,1.98,1.74,1.8,240.0,31.0,2.46,2.28,2.34,2.34,,4.88,6.83,4.6,5.22,12:28:34,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1246,laufenberg,left,1246_20231117_164243.bag,videos_2,20231117,16:42:54,1389641180,guilherme,1246,2,2023-11-17 16:40:00,4:50 PM,18.64,248.0,4.92,4.46,4.38,4.73,0.78,1.26,1.56,1.08,350.0,31.0,1.68,2.16,1.44,1.26,,2.26,6.68,5.53,4.17,10:01:04,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1263,laufenberg,left,1263_20231117_124403.bag,videos_2,20231117,12:44:24,2411811036,guilherme,1263,2,2023-11-17 12:43:00,12:49 PM,12.37,184.0,4.31,4.29,4.39,4.29,1.32,1.5,1.26,1.38,206.0,100.0,2.04,1.74,1.86,1.74,,2.37,3.7,3.17,3.13,05:51:10,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1266,laufenberg,left,1266_20231117_162000.bag,videos_2,20231117,16:20:14,1542595385,guilherme,1266,2,2023-11-17 16:19:00,4:32 PM,27.4,222.0,4.25,4.33,4.37,4.33,0.78,0.96,1.02,1.2,630.0,17.0,1.44,1.44,1.5,1.2,,5.83,8.99,5.02,7.56,15:29:35,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1267,laufenberg,left,1267_20231117_162510.bag,videos_2,20231117,16:25:26,1807658122,guilherme,1267,2,2023-11-17 16:24:00,4:35 PM,23.4,264.0,4.11,4.28,3.93,4.15,1.02,0.84,0.84,0.78,484.0,14.0,1.56,1.44,1.2,1.62,,6.85,5.74,5.89,4.92,20:36:38,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1273,laufenberg,left,1273_20231117_160411.bag,videos_2,20231117,16:04:24,1530616820,guilherme,1273,2,2023-11-17 16:02:00,4:11 PM,15.42,206.0,4.11,4.13,4.17,4.06,1.08,1.14,1.02,1.14,284.0,22.0,1.56,1.62,1.68,1.62,,3.61,3.85,3.67,4.29,08:57:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1276,laufenberg,left,1276_20231117_144729.bag,videos_2,20231117,14:47:48,2209401502,guilherme,1276,2,2023-11-17 14:47:00,2:55 PM,18.04,117.0,4.25,4.08,4.06,4.02,1.2,0.96,1.08,1.44,320.0,28.0,1.32,1.44,1.86,1.62,,4.11,4.54,3.91,5.48,06:29:34,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1277,laufenberg,left,1277_20231117_133850.bag,videos_2,20231117,13:39:18,3270274001,guilherme,1277,2,2023-11-17 13:37:00,1:45 PM,14.06,175.0,4.31,,,4.26,1.92,,,1.68,328.0,68.0,,,2.16,2.58,,5.94,,,8.12,07:31:11,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1279,laufenberg,left,1279_20231117_161747.bag,videos_2,20231117,16:18:00,1577305177,guilherme,1279,2,2023-11-17 16:16:00,4:23 PM,16.85,58.0,4.51,4.48,4.47,4.42,1.32,1.5,1.44,1.44,262.0,40.0,2.28,1.8,2.04,1.8,,3.62,4.04,3.97,5.22,07:30:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1305,laufenberg,left,1305_20231117_133315.bag,videos_2,20231117,13:33:34,2262849682,guilherme,1305,2,2023-11-17 13:31:00,1:42 PM,20.87,90.0,3.78,3.88,4.0,,1.2,1.02,1.2,,444.0,48.0,1.38,1.68,,1.62,,7.66,6.47,6.74,,09:43:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1314,laufenberg,left,1314_20231117_174109.bag,videos_2,20231117,17:41:24,1892737562,guilherme,1314,2,2023-11-17 17:40:00,5:46 PM,11.01,1.0,4.96,4.87,4.83,4.9,1.08,1.14,1.08,1.32,210.0,,1.56,1.5,1.8,1.68,,2.59,2.98,2.55,2.89,11:28:07,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1321,laufenberg,left,1321_20231117_141734.bag,videos_2,20231117,14:17:58,2874977432,guilherme,1321,2,2023-11-17 14:17:00,2:22 PM,15.17,81.0,3.98,4.15,4.06,4.09,1.68,1.38,1.8,1.56,195.0,31.0,2.1,2.28,2.1,2.34,,3.38,3.29,4.21,4.29,05:43:22,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1391,laufenberg,left,1391_20231117_173355.bag,videos_2,20231117,17:34:08,1605255134,guilherme,1391,1,2023-11-17 17:32:00,5:40 PM,9.71,256.0,3.92,3.88,3.8,3.87,1.26,0.96,1.32,1.26,291.0,,1.44,2.1,1.74,1.86,,2.8,2.24,2.35,2.32,08:19:54,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1398,laufenberg,left,1398_20231117_174158.bag,videos_2,20231117,17:42:16,2176229557,guilherme,1398,1,2023-11-17 17:41:00,5:48 PM,16.46,257.0,4.26,4.28,4.27,4.21,1.08,1.44,0.96,1.26,301.0,,1.86,1.26,1.8,1.68,,4.07,4.48,3.79,4.12,12:12:39,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1501,laufenberg,left,1501_20231117_173317.bag,videos_2,20231117,17:33:32,1613240836,guilherme,1501,1,2023-11-17 17:30:00,5:40 PM,16.75,21.0,4.83,4.94,4.83,5.04,1.14,1.14,1.32,0.96,294.0,,1.74,1.8,1.38,1.44,,4.06,4.77,4.06,3.86,11:35:57,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
723,laufenberg,left,723_20231117_175039.bag,videos_2,20231117,17:50:54,1788923592,guilherme,723,5,2023-11-17 17:50:00,5:55 PM,12.03,35.0,4.06,4.08,4.07,3.74,1.74,1.92,1.74,1.74,148.0,,2.46,2.28,2.22,2.22,,2.85,3.1,3.04,3.04,08:43:03,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
729,laufenberg,left,729_20231117_112927.bag,videos_2,20231117,11:29:44,1984574488,guilherme,729,5,2023-11-17 11:28:00,11:40 AM,26.79,170.0,5.04,5.1,5.13,5.09,1.08,1.08,1.2,1.2,448.0,45.0,1.44,1.74,1.68,1.5,,6.45,5.97,7.62,6.75,10:27:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
736,laufenberg,left,736_20231117_152813.bag,videos_2,20231117,15:28:38,3003974335,guilherme,736,5,2023-11-17 15:28:00,3:38 PM,22.87,253.0,5.05,4.74,5.25,4.87,0.84,1.02,0.96,1.02,422.0,25.0,1.26,1.32,1.44,1.14,,4.26,6.45,5.66,6.5,13:08:16,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
738,laufenberg,left,738_20231117_104922.bag,videos_2,20231117,10:52:46,22522758655,guilherme,738,5,2023-11-17 10:49:00,10:58 AM,13.66,293.0,5.04,5.03,5.13,4.76,1.92,0.48,1.68,2.46,231.0,125.0,1.02,2.34,3.18,2.52,,3.5,0.55,2.55,7.06,10:52:03,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
778,laufenberg,left,778_20231117_140227.bag,videos_2,20231117,14:02:50,2623424255,guilherme,778,5,2023-11-17 14:02:00,2:09 PM,13.87,54.0,,4.4,4.51,4.73,,1.8,1.5,0.96,308.0,157.0,2.34,1.98,1.32,,,,5.64,4.1,4.13,05:55:52,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
785,laufenberg,left,785_20231117_125124.bag,videos_2,20231117,12:52:10,3899807561,guilherme,785,5,2023-11-17 12:51:00,1:01 PM,21.77,36.0,3.85,3.82,3.79,3.76,0.84,0.84,0.9,1.14,456.0,48.0,1.2,1.32,1.62,1.26,,4.58,5.55,5.63,6.01,10:47:35,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
